index,paper_run_id,event_time_utc,entered_at_utc,settled_at_utc,market_start_utc,market_slug,selected_outcome,entry_price,stake_usd,size_shares,settlement_value_usd,pnl_usd,cumulative_pnl_usd
92,8de7ec49-754f-4b1f-bb33-db0246c7c94d,2026-07-07 03:07:40,2026-07-07 02:59:33,2026-07-07 03:07:40,2026-07-07 03:00:00,eth-updown-5m-1783393200,Up,0.53999996,5.99999896,11.11111,11.11111,5.11111104,98.0678809
93,f655bb5c-8289-4708-b491-149f472dccf6,2026-07-07 03:14:46,2026-07-07 03:04:32,2026-07-07 03:14:46,2026-07-07 03:05:00,eth-updown-5m-1783393500,Up,0.51999998,5.99999897,11.53846,11.53846,5.53846103,103.60634193
94,2dfa719a-b5bc-4db9-837d-8aff0071641f,2026-07-07 03:20:05,2026-07-07 03:09:32,2026-07-07 03:20:05,2026-07-07 03:10:00,eth-updown-5m-1783393800,Up,0.51,5.99999904,11.764704,0,-5.99999904,97.60634289
95,698884ea-08e7-4618-96d0-9f10722d6ce4,2026-07-07 03:24:52,2026-07-07 03:14:33,2026-07-07 03:24:52,2026-07-07 03:15:00,eth-updown-5m-1783394100,Up,0.51722422,5.99999905,11.600383,0,-5.99999905,91.60634384
96,140b652e-d65b-4ea6-9574-0f5dd6b3aa4c,2026-07-07 03:30:01,2026-07-07 03:19:32,2026-07-07 03:30:01,2026-07-07 03:20:00,eth-updown-5m-1783394400,Up,0.53999996,5.99999896,11.11111,11.11111,5.11111104,96.71745488
97,b01c75f9-9b96-431c-9e99-cf73b7e265b4,2026-07-07 03:34:51,2026-07-07 03:24:33,2026-07-07 03:34:51,2026-07-07 03:25:00,eth-updown-5m-1783394700,Up,0.54999996,5.99999796,10.909088,0,-5.99999796,90.71745692
98,eb90c529-2ed0-45e5-abec-2b3fb58b2958,2026-07-07 03:40:00,2026-07-07 03:29:32,2026-07-07 03:40:00,2026-07-07 03:30:00,eth-updown-5m-1783395000,Up,0.54999996,5.99999796,10.909088,10.909088,4.90909004,95.62654696
99,fdf0dbbb-1194-401b-9575-28aacb4fd3a2,2026-07-07 03:44:49,2026-07-07 03:34:32,2026-07-07 03:44:49,2026-07-07 03:35:00,eth-updown-5m-1783395300,Up,0.53999996,5.99999896,11.11111,0,-5.99999896,89.626548
100,c5f7aa24-a862-45b8-9dd0-085c5d6a10a1,2026-07-07 03:49:56,2026-07-07 03:39:33,2026-07-07 03:49:56,2026-07-07 03:40:00,eth-updown-5m-1783395600,Up,0.52999999,5.99999898,11.320753,0,-5.99999898,83.62654902
101,0e8b4d63-b71b-4795-83f0-908545928a54,2026-07-07 03:54:20,2026-07-07 03:44:32,2026-07-07 03:54:20,2026-07-07 03:45:00,eth-updown-5m-1783395900,Up,0.56,5.99999904,10.714284,0,-5.99999904,77.62654998
102,37413c18-5d79-4672-aa27-94375a815497,2026-07-07 03:59:49,2026-07-07 03:49:32,2026-07-07 03:59:49,2026-07-07 03:50:00,eth-updown-5m-1783396200,Up,0.53202843,5.99999903,11.277591,11.277591,5.27759197,82.90414195
103,58af883a-0a1a-43ed-894b-52fc6b357172,2026-07-07 04:04:41,2026-07-07 03:54:32,2026-07-07 04:04:41,2026-07-07 03:55:00,eth-updown-5m-1783396500,Up,0.53553718,5.99999897,11.203702,11.203702,5.20370303,88.10784498
