asset,offset_seconds,depth,threshold_bps,month,settled_trades,wins,losses,ties,win_rate_pct,roi_pct_at_0_50,pnl_units
SOL,15,70,10,2026-02,6345,3375,2970,178,53.1915,6.2088,405
SOL,15,70,10,2026-03,6409,3445,2964,184,53.7525,7.2956,481
SOL,15,70,10,2026-04,5261,2854,2407,250,54.2482,8.1111,447
SOL,15,70,10,2026-05,5558,2836,2722,235,51.0255,1.9679,114
SOL,15,70,10,2026-06,4205,2212,1993,125,52.604,5.0577,219
SOL,15,70,15,2025-12,1637,888,749,52,54.2456,8.2297,139
SOL,15,70,15,2026-01,4679,2485,2194,130,53.1096,6.0512,291
SOL,15,70,15,2026-02,5629,3006,2623,152,53.402,6.6252,383
SOL,15,70,15,2026-03,5434,2940,2494,143,54.1038,7.9971,446
SOL,15,70,15,2026-04,4078,2206,1872,188,54.0951,7.8293,334
SOL,15,70,15,2026-05,4329,2256,2073,174,52.1137,4.064,183
SOL,15,70,15,2026-06,3691,1950,1741,102,52.8312,5.5102,209
SOL,15,70,20,2025-12,1259,690,569,35,54.8054,9.3509,121
SOL,15,70,20,2026-01,3748,1984,1764,98,52.9349,5.7202,220
SOL,15,70,20,2026-02,4888,2618,2270,124,53.5597,6.9433,348
SOL,15,70,20,2026-03,4527,2466,2061,107,54.4732,8.7397,405
SOL,15,70,20,2026-04,3144,1713,1431,135,54.4847,8.6002,282
SOL,15,70,20,2026-05,3301,1756,1545,125,53.196,6.1588,211
SOL,15,70,20,2026-06,3236,1729,1507,83,53.4302,6.6888,222
SOL,15,70,25,2025-12,935,513,422,23,54.8663,9.499,91
SOL,15,70,25,2026-01,2963,1579,1384,74,53.2906,6.4208,195
SOL,15,70,25,2026-02,4315,2320,1995,107,53.7659,7.3496,325
SOL,15,70,25,2026-03,3814,2050,1764,85,53.7493,7.3352,286
SOL,15,70,25,2026-04,2436,1326,1110,88,54.4335,8.5578,216
SOL,15,70,25,2026-05,2490,1343,1147,87,53.9357,7.6057,196
SOL,15,70,25,2026-06,2779,1489,1290,72,53.5804,6.98,199
SOL,15,70,30,2025-12,710,399,311,16,56.1972,12.1212,88
SOL,15,70,30,2026-01,2387,1276,1111,58,53.4562,6.7485,165
SOL,15,70,30,2026-02,3794,2055,1739,90,54.1645,8.1359,316
SOL,15,70,30,2026-03,3184,1735,1449,70,54.4912,8.7892,286
SOL,15,70,30,2026-04,1930,1051,879,61,54.456,8.6389,172
SOL,15,70,30,2026-05,1879,1012,867,54,53.8584,7.5013,145
SOL,15,70,30,2026-06,2375,1277,1098,58,53.7684,7.3572,179
SOL,15,70,35,2025-12,544,308,236,10,56.6176,12.9964,72
SOL,15,70,35,2026-01,1906,1013,893,46,53.148,6.1475,120
SOL,15,70,35,2026-02,3335,1806,1529,77,54.1529,8.1184,277
SOL,15,70,35,2026-03,2668,1448,1220,57,54.2729,8.367,228
SOL,15,70,35,2026-04,1535,833,702,46,54.2671,8.2859,131
SOL,15,70,35,2026-05,1446,780,666,35,53.9419,7.6975,114
SOL,15,70,35,2026-06,2055,1103,952,51,53.674,7.17,151
SOL,15,70,40,2025-12,442,247,195,8,55.8824,11.5556,52
SOL,15,70,40,2026-01,1593,835,758,36,52.4168,4.7268,77
SOL,15,70,40,2026-02,2940,1595,1345,67,54.2517,8.3139,250
SOL,15,70,40,2026-03,2259,1218,1041,44,53.9177,7.6856,177
SOL,15,70,40,2026-04,1211,648,563,27,53.5095,6.8659,85
SOL,15,70,40,2026-05,1131,598,533,28,52.8736,5.6083,65
SOL,15,70,40,2026-06,1780,951,829,42,53.427,6.6959,122
SOL,15,70,45,2025-12,347,191,156,6,55.0432,9.915,35
SOL,15,70,45,2026-01,1335,706,629,26,52.8839,5.6576,77
SOL,15,70,45,2026-02,2584,1413,1171,54,54.6827,9.1736,242
SOL,15,70,45,2026-03,1912,1039,873,42,54.341,8.4954,166
SOL,15,70,45,2026-04,1003,531,472,24,52.9412,5.7449,59
SOL,15,70,45,2026-05,884,467,417,21,52.8281,5.5249,50
SOL,15,70,45,2026-06,1559,830,729,37,53.2393,6.3283,101
SOL,15,70,50,2025-12,287,162,125,5,56.446,12.6712,37
SOL,15,70,50,2026-01,1138,610,528,23,53.6028,7.0629,82
SOL,15,70,50,2026-02,2255,1244,1011,47,55.1663,10.1216,233
SOL,15,70,50,2026-03,1628,878,750,34,53.9312,7.7016,128
SOL,15,70,50,2026-04,838,441,397,15,52.6253,5.1583,44
SOL,15,70,50,2026-05,697,370,327,18,53.0846,6.014,43
SOL,15,70,50,2026-06,1346,713,633,28,52.9718,5.8224,80
SOL,15,70,55,2025-12,224,129,95,2,57.5893,15.0442,34
SOL,15,70,55,2026-01,981,515,466,21,52.4975,4.8902,49
SOL,15,70,55,2026-02,1985,1105,880,38,55.6675,11.1221,225
SOL,15,70,55,2026-03,1368,748,620,26,54.6784,9.1822,128
SOL,15,70,55,2026-04,695,358,337,13,51.5108,2.9661,21
SOL,15,70,55,2026-05,553,298,255,15,53.8879,7.5704,43
SOL,15,70,55,2026-06,1188,637,551,21,53.6195,7.1133,86
SOL,15,70,60,2025-12,181,102,79,1,56.3536,12.6374,23
SOL,15,70,60,2026-01,852,453,399,15,53.169,6.2284,54
SOL,15,70,60,2026-02,1750,984,766,32,56.2286,12.2334,218
SOL,15,70,60,2026-03,1171,633,538,20,54.0564,7.9765,95
SOL,15,70,60,2026-04,584,304,280,10,52.0548,4.0404,24
SOL,15,70,60,2026-05,447,241,206,12,53.915,7.6253,35
SOL,15,70,60,2026-06,1021,549,472,18,53.7708,7.411,77
SOL,15,70,65,2025-12,141,79,62,1,56.0284,11.9718,17
SOL,15,70,65,2026-01,750,401,349,14,53.4667,6.8063,52
SOL,15,70,65,2026-02,1551,865,686,25,55.7705,11.3579,179
SOL,15,70,65,2026-03,982,520,462,15,52.9532,5.8175,58
SOL,15,70,65,2026-04,499,256,243,8,51.3026,2.5641,13
SOL,15,70,65,2026-05,350,194,156,8,55.4286,10.6145,38
SOL,15,70,65,2026-06,911,486,425,16,53.348,6.5804,61
SOL,15,70,70,2025-12,118,67,51,1,56.7797,13.4454,16
SOL,15,70,70,2026-01,640,335,305,11,52.3438,4.6083,30
SOL,15,70,70,2026-02,1385,767,618,22,55.3791,10.5899,149
SOL,15,70,70,2026-03,836,444,392,11,53.11,6.1393,52
SOL,15,70,70,2026-04,418,213,205,7,50.9569,1.8824,8
SOL,15,70,70,2026-05,292,157,135,7,53.7671,7.3579,22
SOL,15,70,70,2026-06,812,437,375,13,53.8177,7.5152,62
SOL,15,70,75,2025-12,104,60,44,1,57.6923,15.2381,16
SOL,15,70,75,2026-01,557,292,265,8,52.4237,4.7788,27
SOL,15,70,75,2026-02,1239,688,551,21,55.5287,10.873,137
SOL,15,70,75,2026-03,734,394,340,10,53.6785,7.2581,54
SOL,15,70,75,2026-04,351,172,179,7,49.0028,-1.9553,-7
SOL,15,70,75,2026-05,246,132,114,5,53.6585,7.1713,18
SOL,15,70,75,2026-06,726,391,335,12,53.8567,7.5881,56
SOL,15,70,80,2025-12,84,45,39,1,53.5714,7.0588,6
SOL,15,70,80,2026-01,479,248,231,5,51.7745,3.5124,17
SOL,15,70,80,2026-02,1096,620,476,16,56.5693,12.9496,144
SOL,15,70,80,2026-03,632,337,295,9,53.3228,6.5523,42
SOL,15,70,80,2026-04,312,151,161,6,48.3974,-3.1447,-10
SOL,15,70,80,2026-05,210,111,99,3,52.8571,5.6338,12
SOL,15,70,80,2026-06,642,346,296,9,53.8941,7.6805,50
SOL,15,70,85,2025-12,71,41,30,1,57.7465,15.2778,11
SOL,15,70,85,2026-01,424,222,202,4,52.3585,4.6729,20
SOL,15,70,85,2026-02,987,564,423,16,57.1429,14.0578,141
SOL,15,70,85,2026-03,546,290,256,8,53.1136,6.1372,34
SOL,15,70,85,2026-04,267,127,140,5,47.5655,-4.7794,-13
SOL,15,70,85,2026-05,179,97,82,3,54.1899,8.2418,15
SOL,15,70,85,2026-06,567,304,263,7,53.6155,7.1429,41
SOL,15,70,90,2025-12,66,38,28,1,57.5758,14.9254,10
SOL,15,70,90,2026-01,379,198,181,4,52.2427,4.4386,17
SOL,15,70,90,2026-02,876,504,372,15,57.5342,14.8148,132
SOL,15,70,90,2026-03,482,263,219,8,54.5643,8.9796,44
SOL,15,70,90,2026-04,237,114,123,5,48.1013,-3.719,-9
SOL,15,70,90,2026-05,153,84,69,2,54.902,9.6774,15
SOL,15,70,90,2026-06,500,273,227,5,54.6,9.1089,46
SOL,15,70,95,2025-12,57,31,26,0,54.386,8.7719,5
SOL,15,70,95,2026-01,318,168,150,3,52.8302,5.6075,18
SOL,15,70,95,2026-02,780,444,336,11,56.9231,13.6536,108
SOL,15,70,95,2026-03,430,232,198,7,53.9535,7.7803,34
SOL,15,70,95,2026-04,202,98,104,4,48.5149,-2.9126,-6
SOL,15,70,95,2026-05,124,68,56,1,54.8387,9.6,12
SOL,15,70,95,2026-06,454,247,207,4,54.4053,8.7336,40
SOL,15,70,100,2025-12,51,28,23,0,54.902,9.8039,5
SOL,15,70,100,2026-01,284,146,138,3,51.4085,2.7875,8
SOL,15,70,100,2026-02,697,395,302,10,56.6714,13.1542,93
SOL,15,70,100,2026-03,379,211,168,6,55.6728,11.1688,43
SOL,15,70,100,2026-04,178,87,91,3,48.8764,-2.2099,-4
SOL,15,70,100,2026-05,103,57,46,1,55.3398,10.5769,11
SOL,15,70,100,2026-06,407,221,186,4,54.2998,8.5158,35
SOL,15,60,0,2025-12,3348,1730,1618,107,51.6726,3.2417,112
SOL,15,60,0,2026-01,8624,4492,4132,303,52.0872,4.0327,360
SOL,15,60,0,2026-02,7828,4133,3695,236,52.7976,5.4315,438
SOL,15,60,0,2026-03,8649,4568,4081,279,52.8154,5.4547,487
SOL,15,60,0,2026-04,8203,4356,3847,437,53.1025,5.8912,509
SOL,15,60,0,2026-05,8509,4341,4168,419,51.0166,1.9377,173
SOL,15,60,0,2026-06,5305,2756,2549,167,51.951,3.7829,207
SOL,15,60,5,2025-12,2702,1414,1288,89,52.3316,4.5145,126
SOL,15,60,5,2026-01,7135,3712,3423,232,52.0252,3.9229,289
SOL,15,60,5,2026-02,7056,3742,3314,201,53.0329,5.8978,428
SOL,15,60,5,2026-03,7425,3962,3463,232,53.3603,6.5169,499
SOL,15,60,5,2026-04,6590,3557,3033,335,53.9757,7.5668,524
SOL,15,60,5,2026-05,6822,3445,3377,305,50.4984,0.9541,68
SOL,15,60,5,2026-06,4691,2449,2242,150,52.2064,4.276,207
SOL,15,60,10,2025-12,2056,1105,951,66,53.7451,7.2573,154
SOL,15,60,10,2026-01,5677,2998,2679,171,52.8096,5.4549,319
SOL,15,60,10,2026-02,6234,3315,2919,177,53.1761,6.1769,396
SOL,15,60,10,2026-03,6261,3362,2899,185,53.6975,7.1827,463
SOL,15,60,10,2026-04,5017,2704,2313,235,53.8968,7.4448,391
SOL,15,60,10,2026-05,5347,2758,2589,228,51.5803,3.0314,169
SOL,15,60,10,2026-06,4095,2138,1957,124,52.21,4.2901,181
SOL,15,60,15,2025-12,1535,839,696,49,54.658,9.0278,143
SOL,15,60,15,2026-01,4479,2371,2108,123,52.9359,5.7149,263
SOL,15,60,15,2026-02,5448,2923,2525,152,53.6527,7.1071,398
SOL,15,60,15,2026-03,5203,2798,2405,144,53.7767,7.3499,393
SOL,15,60,15,2026-04,3817,2073,1744,169,54.3097,8.2539,329
SOL,15,60,15,2026-05,4003,2101,1902,157,52.4856,4.7837,199
SOL,15,60,15,2026-06,3538,1872,1666,97,52.9112,5.6671,206
SOL,15,60,20,2025-12,1138,632,506,36,55.536,10.7325,126
SOL,15,60,20,2026-01,3503,1876,1627,87,53.5541,6.9359,249
SOL,15,60,20,2026-02,4691,2526,2165,119,53.8478,7.5052,361
SOL,15,60,20,2026-03,4293,2333,1960,114,54.3443,8.4638,373
SOL,15,60,20,2026-04,2899,1568,1331,116,54.0876,7.8607,237
SOL,15,60,20,2026-05,2994,1599,1395,113,53.4068,6.5658,204
SOL,15,60,20,2026-06,3044,1622,1422,80,53.2852,6.402,200
SOL,15,60,25,2025-12,823,456,367,22,55.407,10.5325,89
SOL,15,60,25,2026-01,2726,1456,1270,66,53.4116,6.6619,186
SOL,15,60,25,2026-02,4089,2209,1880,98,54.023,7.8577,329
SOL,15,60,25,2026-03,3576,1929,1647,80,53.943,7.7133,282
SOL,15,60,25,2026-04,2228,1219,1009,77,54.7127,9.1106,210
SOL,15,60,25,2026-05,2225,1204,1021,76,54.1124,7.9531,183
SOL,15,60,25,2026-06,2606,1391,1215,65,53.3768,6.5893,176
SOL,15,60,30,2025-12,622,354,268,14,56.9132,13.522,86
SOL,15,60,30,2026-01,2162,1149,1013,48,53.1452,6.1538,136
SOL,15,60,30,2026-02,3544,1925,1619,84,54.3172,8.4344,306
SOL,15,60,30,2026-03,2939,1598,1341,63,54.3722,8.561,257
SOL,15,60,30,2026-04,1723,939,784,58,54.498,8.703,155
SOL,15,60,30,2026-05,1677,914,763,47,54.5021,8.7587,151
SOL,15,60,30,2026-06,2197,1180,1017,52,53.7096,7.2477,163
SOL,15,60,35,2025-12,478,263,215,10,55.0209,9.8361,48
SOL,15,60,35,2026-01,1726,920,806,41,53.3024,6.4516,114
SOL,15,60,35,2026-02,3115,1702,1413,68,54.6388,9.0795,289
SOL,15,60,35,2026-03,2457,1335,1122,52,54.3346,8.4894,213
SOL,15,60,35,2026-04,1343,732,611,39,54.5048,8.7554,121
SOL,15,60,35,2026-05,1263,676,587,31,53.5234,6.8779,89
SOL,15,60,35,2026-06,1881,1012,869,48,53.8012,7.4132,143
SOL,15,60,40,2025-12,374,203,171,7,54.2781,8.399,32
SOL,15,60,40,2026-01,1415,756,659,32,53.4276,6.7035,97
SOL,15,60,40,2026-02,2698,1476,1222,59,54.7072,9.2129,254
SOL,15,60,40,2026-03,2063,1117,946,40,54.1444,8.1312,171
SOL,15,60,40,2026-04,1062,570,492,22,53.6723,7.1956,78
SOL,15,60,40,2026-05,963,512,451,24,53.1672,6.1803,61
SOL,15,60,40,2026-06,1628,872,756,39,53.5627,6.9586,116
SOL,15,60,45,2025-12,298,166,132,6,55.7047,11.1842,34
SOL,15,60,45,2026-01,1189,642,547,24,53.995,7.8318,95
SOL,15,60,45,2026-02,2378,1314,1064,51,55.2565,10.2923,250
SOL,15,60,45,2026-03,1707,928,779,32,54.3644,8.5681,149
SOL,15,60,45,2026-04,883,461,422,20,52.2084,4.3189,39
SOL,15,60,45,2026-05,725,392,333,20,54.069,7.9195,59
SOL,15,60,45,2026-06,1399,740,659,32,52.8949,5.6604,81
SOL,15,60,50,2025-12,238,137,101,3,57.563,14.9378,36
SOL,15,60,50,2026-01,989,534,455,19,53.9939,7.8373,79
SOL,15,60,50,2026-02,2040,1138,902,44,55.7843,11.3244,236
SOL,15,60,50,2026-03,1420,769,651,26,54.1549,8.1604,118
SOL,15,60,50,2026-04,722,380,342,13,52.6316,5.1701,38
SOL,15,60,50,2026-05,562,307,255,15,54.6263,9.0121,52
SOL,15,60,50,2026-06,1201,636,565,26,52.9559,5.7865,71
SOL,15,60,55,2025-12,180,103,77,1,57.2222,14.3646,26
SOL,15,60,55,2026-01,839,451,388,14,53.7545,7.3857,63
SOL,15,60,55,2026-02,1798,1015,783,29,56.4516,12.6984,232
SOL,15,60,55,2026-03,1169,640,529,18,54.7476,9.3513,111
SOL,15,60,55,2026-04,603,308,295,10,51.0779,2.1207,13
SOL,15,60,55,2026-05,441,244,197,13,55.3288,10.3524,47
SOL,15,60,55,2026-06,1058,569,489,20,53.7807,7.4212,80
SOL,15,60,60,2025-12,142,80,62,1,56.338,12.5874,18
SOL,15,60,60,2026-01,713,388,325,13,54.418,8.6777,63
SOL,15,60,60,2026-02,1565,874,691,26,55.8466,11.5022,183
SOL,15,60,60,2026-03,989,534,455,15,53.9939,7.8685,79
SOL,15,60,60,2026-04,508,260,248,7,51.1811,2.3301,12
SOL,15,60,60,2026-05,341,185,156,8,54.2522,8.3095,29
SOL,15,60,60,2026-06,925,494,431,17,53.4054,6.6879,63
SOL,15,60,65,2025-12,117,67,50,1,57.265,14.4068,17
SOL,15,60,65,2026-01,612,331,281,10,54.085,8.0386,50
SOL,15,60,65,2026-02,1372,777,595,22,56.6327,13.056,182
SOL,15,60,65,2026-03,850,458,392,13,53.8824,7.6477,66
SOL,15,60,65,2026-04,421,214,207,7,50.8314,1.6355,7
SOL,15,60,65,2026-05,286,159,127,5,55.5944,10.9966,32
SOL,15,60,65,2026-06,809,435,374,16,53.7701,7.3939,61
SOL,15,60,70,2025-12,99,55,44,1,55.5556,11,11
SOL,15,60,70,2026-01,526,281,245,6,53.4221,6.7669,36
SOL,15,60,70,2026-02,1211,683,528,20,56.3997,12.5914,155
SOL,15,60,70,2026-03,714,389,325,9,54.4818,8.852,64
SOL,15,60,70,2026-04,354,173,181,7,48.8701,-2.2161,-8
SOL,15,60,70,2026-05,233,126,107,4,54.0773,8.0169,19
SOL,15,60,70,2026-06,709,379,330,11,53.4556,6.8056,49
SOL,15,60,75,2025-12,78,44,34,1,56.4103,12.6582,10
SOL,15,60,75,2026-01,444,236,208,4,53.1532,6.25,28
SOL,15,60,75,2026-02,1061,603,458,17,56.8332,13.4508,145
SOL,15,60,75,2026-03,611,332,279,9,54.3372,8.5484,53
SOL,15,60,75,2026-04,307,150,157,5,48.8599,-2.2436,-7
SOL,15,60,75,2026-05,193,102,91,4,52.8497,5.5838,11
SOL,15,60,75,2026-06,628,336,292,9,53.5032,6.9074,44
SOL,15,60,80,2025-12,66,36,30,1,54.5455,8.9552,6
SOL,15,60,80,2026-01,388,202,186,4,52.0619,4.0816,16
SOL,15,60,80,2026-02,957,547,410,15,57.1578,14.0947,137
SOL,15,60,80,2026-03,524,283,241,8,54.0076,7.8947,42
SOL,15,60,80,2026-04,268,133,135,4,49.6269,-0.7353,-2
SOL,15,60,80,2026-05,162,91,71,2,56.1728,12.1951,20
SOL,15,60,80,2026-06,557,303,254,7,54.3986,8.6879,49
SOL,15,60,85,2025-12,60,33,27,0,55,10,6
SOL,15,60,85,2026-01,340,178,162,3,52.3529,4.6647,16
SOL,15,60,85,2026-02,846,485,361,13,57.3286,14.4354,124
SOL,15,60,85,2026-03,461,255,206,8,55.3145,10.4478,49
SOL,15,60,85,2026-04,223,110,113,3,49.3274,-1.3274,-3
SOL,15,60,85,2026-05,134,77,57,1,57.4627,14.8148,20
SOL,15,60,85,2026-06,484,269,215,6,55.5785,11.0204,54
SOL,15,60,90,2025-12,52,27,25,0,51.9231,3.8462,2
SOL,15,60,90,2026-01,294,151,143,3,51.3605,2.6936,8
SOL,15,60,90,2026-02,751,433,318,10,57.6565,15.1117,115
SOL,15,60,90,2026-03,416,232,184,7,55.7692,11.3475,48
SOL,15,60,90,2026-04,184,89,95,3,48.3696,-3.2086,-6
SOL,15,60,90,2026-05,111,62,49,1,55.8559,11.6071,13
SOL,15,60,90,2026-06,424,231,193,3,54.4811,8.8993,38
SOL,15,60,95,2025-12,48,26,22,0,54.1667,8.3333,4
SOL,15,60,95,2026-01,258,133,125,3,51.5504,3.0651,8
SOL,15,60,95,2026-02,677,389,288,8,57.4594,14.7445,101
SOL,15,60,95,2026-03,355,197,158,7,55.493,10.7735,39
SOL,15,60,95,2026-04,157,77,80,3,49.0446,-1.875,-3
SOL,15,60,95,2026-05,95,55,40,0,57.8947,15.7895,15
SOL,15,60,95,2026-06,382,206,176,3,53.9267,7.7922,30
SOL,15,60,100,2025-12,41,23,18,0,56.0976,12.1951,5
SOL,15,60,100,2026-01,230,121,109,3,52.6087,5.1502,12
SOL,15,60,100,2026-02,608,348,260,8,57.2368,14.2857,88
SOL,15,60,100,2026-03,309,172,137,6,55.6634,11.1111,35
SOL,15,60,100,2026-04,132,69,63,2,52.2727,4.4776,6
SOL,15,60,100,2026-05,81,45,36,0,55.5556,11.1111,9
SOL,15,60,100,2026-06,343,181,162,3,52.7697,5.4913,19
SOL,15,50,0,2025-12,3349,1752,1597,107,52.3141,4.485,155
SOL,15,50,0,2026-01,8622,4509,4113,303,52.2965,4.437,396
SOL,15,50,0,2026-02,7826,4107,3719,236,52.4789,4.8127,388
SOL,15,50,0,2026-03,8648,4543,4105,279,52.5324,4.9065,438
SOL,15,50,0,2026-04,8200,4366,3834,437,53.2439,6.1595,532
SOL,15,50,0,2026-05,8508,4338,4170,419,50.9873,1.8819,168
SOL,15,50,0,2026-06,5304,2746,2558,167,51.7722,3.4363,188
SOL,15,50,5,2025-12,2617,1383,1234,87,52.8468,5.5104,149
SOL,15,50,5,2026-01,6969,3649,3320,226,52.3605,4.5726,329
SOL,15,50,5,2026-02,6966,3686,3280,205,52.9142,5.6617,406
SOL,15,50,5,2026-03,7343,3884,3459,223,52.8939,5.6172,425
SOL,15,50,5,2026-04,6409,3467,2942,319,54.0958,7.8032,525
SOL,15,50,5,2026-05,6711,3417,3294,311,50.9164,1.7516,123
SOL,15,50,5,2026-06,4611,2420,2191,141,52.4832,4.819,229
SOL,15,50,10,2025-12,1942,1041,901,64,53.6045,6.9791,140
SOL,15,50,10,2026-01,5440,2889,2551,159,53.1066,6.0368,338
SOL,15,50,10,2026-02,6113,3256,2857,168,53.2635,6.3525,399
SOL,15,50,10,2026-03,6099,3237,2862,179,53.0743,5.9732,375
SOL,15,50,10,2026-04,4765,2585,2180,227,54.2497,8.113,405
SOL,15,50,10,2026-05,5044,2634,2410,205,52.2205,4.2675,224
SOL,15,50,10,2026-06,3950,2084,1866,116,52.7595,5.3615,218
SOL,15,50,15,2025-12,1409,776,633,42,55.0745,9.8553,143
SOL,15,50,15,2026-01,4182,2227,1955,111,53.252,6.3359,272
SOL,15,50,15,2026-02,5225,2804,2421,141,53.6651,7.1375,383
SOL,15,50,15,2026-03,4982,2670,2312,142,53.5929,6.9867,358
SOL,15,50,15,2026-04,3494,1905,1589,149,54.522,8.6742,316
SOL,15,50,15,2026-05,3673,1954,1719,145,53.199,6.1551,235
SOL,15,50,15,2026-06,3363,1770,1593,97,52.6316,5.1156,177
SOL,15,50,20,2025-12,1017,569,448,33,55.9489,11.5238,121
SOL,15,50,20,2026-01,3197,1707,1490,75,53.3938,6.632,217
SOL,15,50,20,2026-02,4480,2419,2061,118,53.9955,7.786,358
SOL,15,50,20,2026-03,4021,2186,1835,107,54.3646,8.5029,351
SOL,15,50,20,2026-04,2614,1422,1192,101,54.3994,8.4715,230
SOL,15,50,20,2026-05,2680,1443,1237,89,53.8433,7.4395,206
SOL,15,50,20,2026-06,2860,1530,1330,75,53.4965,6.8143,200
SOL,15,50,25,2025-12,714,402,312,20,56.3025,12.2616,90
SOL,15,50,25,2026-01,2468,1331,1137,57,53.9303,7.6832,194
SOL,15,50,25,2026-02,3821,2085,1736,92,54.5669,8.919,349
SOL,15,50,25,2026-03,3253,1767,1486,75,54.3191,8.4435,281
SOL,15,50,25,2026-04,1971,1081,890,65,54.8453,9.3811,191
SOL,15,50,25,2026-05,1943,1064,879,65,54.7607,9.2131,185
SOL,15,50,25,2026-06,2397,1281,1116,60,53.4418,6.7155,165
SOL,15,50,30,2025-12,533,300,233,13,56.2852,12.2711,67
SOL,15,50,30,2026-01,1923,1038,885,41,53.9782,7.7902,153
SOL,15,50,30,2026-02,3274,1791,1483,76,54.7037,9.194,308
SOL,15,50,30,2026-03,2654,1450,1204,55,54.6345,9.0808,246
SOL,15,50,30,2026-04,1486,812,674,49,54.6433,8.9902,138
SOL,15,50,30,2026-05,1425,779,646,37,54.6667,9.0971,133
SOL,15,50,30,2026-06,2044,1090,954,51,53.3268,6.4916,136
SOL,15,50,35,2025-12,395,218,177,9,55.1899,10.1485,41
SOL,15,50,35,2026-01,1509,810,699,30,53.6779,7.2125,111
SOL,15,50,35,2026-02,2814,1546,1268,61,54.9396,9.6696,278
SOL,15,50,35,2026-03,2160,1182,978,41,54.7222,9.2685,204
SOL,15,50,35,2026-04,1156,623,533,36,53.8927,7.5503,90
SOL,15,50,35,2026-05,1018,551,467,25,54.1257,8.0537,84
SOL,15,50,35,2026-06,1684,901,783,44,53.5036,6.8287,118
SOL,15,50,40,2025-12,298,167,131,6,56.0403,11.8421,36
SOL,15,50,40,2026-01,1213,647,566,27,53.3388,6.5323,81
SOL,15,50,40,2026-02,2433,1341,1092,56,55.1171,10.004,249
SOL,15,50,40,2026-03,1786,982,804,32,54.9832,9.791,178
SOL,15,50,40,2026-04,930,490,440,23,52.6882,5.2466,50
SOL,15,50,40,2026-05,757,425,332,18,56.1427,12,93
SOL,15,50,40,2026-06,1450,776,674,34,53.5172,6.8733,102
SOL,15,50,45,2025-12,235,137,98,3,58.2979,16.3866,39
SOL,15,50,45,2026-01,988,541,447,19,54.7571,9.3347,94
SOL,15,50,45,2026-02,2094,1159,935,46,55.3486,10.4673,224
SOL,15,50,45,2026-03,1466,806,660,22,54.9795,9.8118,146
SOL,15,50,45,2026-04,750,383,367,18,51.0667,2.0833,16
SOL,15,50,45,2026-05,556,311,245,14,55.9353,11.5789,66
SOL,15,50,45,2026-06,1224,652,572,28,53.268,6.3898,80
SOL,15,50,50,2025-12,190,107,83,3,56.3158,12.4352,24
SOL,15,50,50,2026-01,814,448,366,13,55.0369,9.9154,82
SOL,15,50,50,2026-02,1803,1014,789,33,56.2396,12.2549,225
SOL,15,50,50,2026-03,1181,643,538,19,54.4454,8.75,105
SOL,15,50,50,2026-04,591,302,289,12,51.0998,2.1559,13
SOL,15,50,50,2026-05,434,238,196,11,54.8387,9.4382,42
SOL,15,50,50,2026-06,1054,557,497,22,52.8463,5.5762,60
SOL,15,50,55,2025-12,136,81,55,2,59.5588,18.8406,26
SOL,15,50,55,2026-01,687,375,312,10,54.5852,9.0387,63
SOL,15,50,55,2026-02,1567,880,687,27,56.1583,12.1079,193
SOL,15,50,55,2026-03,985,544,441,15,55.2284,10.3,103
SOL,15,50,55,2026-04,499,257,242,8,51.503,2.9586,15
SOL,15,50,55,2026-05,326,186,140,7,57.0552,13.8138,46
SOL,15,50,55,2026-06,916,486,430,16,53.0568,6.0086,56
SOL,15,50,60,2025-12,103,59,44,1,57.2816,14.4231,15
SOL,15,50,60,2026-01,585,319,266,8,54.5299,8.9376,53
SOL,15,50,60,2026-02,1364,778,586,19,57.0381,13.8829,192
SOL,15,50,60,2026-03,841,462,379,12,54.9346,9.7304,83
SOL,15,50,60,2026-04,413,204,209,4,49.3947,-1.199,-5
SOL,15,50,60,2026-05,271,153,118,4,56.4576,12.7273,35
SOL,15,50,60,2026-06,795,416,379,12,52.327,4.5849,37
SOL,15,50,65,2025-12,88,50,38,1,56.8182,13.4831,12
SOL,15,50,65,2026-01,505,279,226,5,55.2475,10.3922,53
SOL,15,50,65,2026-02,1202,690,512,17,57.4043,14.6021,178
SOL,15,50,65,2026-03,690,379,311,10,54.9275,9.7143,68
SOL,15,50,65,2026-04,349,170,179,4,48.7106,-2.5496,-9
SOL,15,50,65,2026-05,220,123,97,2,55.9091,11.7117,26
SOL,15,50,65,2026-06,694,372,322,11,53.6023,7.0922,50
SOL,15,50,70,2025-12,77,43,34,1,55.8442,11.5385,9
SOL,15,50,70,2026-01,419,224,195,3,53.4606,6.872,29
SOL,15,50,70,2026-02,1028,589,439,15,57.2957,14.3816,150
SOL,15,50,70,2026-03,574,310,264,9,54.007,7.8902,46
SOL,15,50,70,2026-04,286,145,141,3,50.6993,1.3841,4
SOL,15,50,70,2026-05,180,99,81,1,55,9.9448,18
SOL,15,50,70,2026-06,588,314,274,8,53.4014,6.7114,40
SOL,15,50,75,2025-12,67,38,29,0,56.7164,13.4328,9
SOL,15,50,75,2026-01,356,189,167,3,53.0899,6.1281,22
SOL,15,50,75,2026-02,919,528,391,14,57.4538,14.6838,137
