asset,offset_seconds,depth,threshold_bps,catalog_equivalent_rows,entries,settled_trades,wins,losses,ties,win_rate_pct,roi_pct_at_0_50,pnl_units,break_even_entry_price,roi_pct_at_0_52,wilson_lower_win_rate_pct,z_score,avg_abs_deviation_bps,avg_signed_deviation_bps,avg_current_move_bps,trades_per_day,max_drawdown_units,longest_loss_streak,active_months,profitable_active_months,worst_month_roi_pct,best_month_roi_pct,suitability
SOL,10,60,100,2,1762,1741,947,794,21,54.394,8.6833,153,0.5439,4.6039,52.0473,3.6668,146.9935,-8.4469,-0.2269,9.6813,18,8,7,7,3.8961,12.7869,"research_candidate"
SOL,10,50,0,1,52408,50460,26319,24141,1948,52.1581,4.1559,2178,0.5216,0.3041,51.7221,9.6958,24.5096,-0.5425,-0.0909,287.956,52,14,7,7,1.9043,6.0206,"research_candidate"
SOL,10,50,5,2,43064,41546,21893,19653,1518,52.6958,5.2016,2240,0.527,1.3381,52.2155,10.9896,29.2867,-0.6677,-0.0566,236.6154,45,12,7,7,2.3003,7.8248,"research_candidate"
SOL,10,50,10,2,34439,33316,17700,15616,1123,53.1276,6.0513,2084,0.5313,2.1685,52.5914,11.4175,34.754,-0.8801,-0.1125,189.2253,43,12,7,7,3.987,8.1727,"research_candidate"
SOL,10,50,15,2,27254,26430,14163,12267,824,53.5868,6.9568,1896,0.5359,3.0516,52.9851,11.6624,40.6355,-1.1874,-0.1452,149.7473,35,11,7,7,5.3422,9.1221,"research_candidate"
SOL,10,50,20,2,21426,20841,11294,9547,585,54.1913,8.1536,1747,0.5419,4.214,53.5141,12.1013,46.9518,-1.6808,-0.195,117.7253,29,11,7,7,6.4556,11.5607,"research_candidate"
SOL,10,50,25,2,16993,16563,9012,7551,430,54.4104,8.5977,1461,0.5441,4.6354,53.651,11.3522,53.3634,-2.3547,-0.1599,93.3681,28,11,7,7,6.8748,12.9555,"research_candidate"
SOL,10,50,30,2,13676,13353,7291,6062,323,54.602,8.9865,1229,0.546,5.0038,53.7563,10.6356,59.661,-2.873,0.0125,75.1429,31,10,7,7,7.5911,13.4058,"research_candidate"
SOL,10,50,35,2,11049,10800,5884,4916,249,54.4815,8.761,968,0.5448,4.7721,53.5408,9.3146,66.1437,-3.4217,-0.066,60.7088,36,10,7,7,7.5504,12.1287,"research_candidate"
SOL,10,50,40,2,9038,8847,4811,4036,191,54.38,8.5749,775,0.5438,4.577,53.3404,8.2396,72.55,-3.8572,-0.1612,49.6593,35,10,7,7,5.4025,10.3372,"research_candidate"
SOL,10,50,45,2,7497,7347,4008,3339,150,54.5529,8.9236,669,0.5455,4.9094,53.4122,7.805,78.7461,-4.2081,-0.1859,41.1923,35,10,7,7,2.4772,16.318,"research_candidate"
SOL,10,50,50,2,6209,6100,3338,2762,109,54.7213,9.2769,576,0.5472,5.2333,53.4696,7.3749,85.2443,-5.0567,-0.0937,34.1154,29,10,7,7,4.2693,13.9175,"research_candidate"
SOL,10,50,55,2,5234,5148,2830,2318,86,54.9728,9.7822,512,0.5497,5.7169,53.6105,7.1359,91.3598,-5.8234,-0.2532,28.7582,29,10,7,7,2.7888,19.1489,"research_candidate"
SOL,10,50,60,2,4455,4392,2404,1988,63,54.7359,9.3378,416,0.5474,5.2613,53.2603,6.2771,97.2912,-6.1972,-0.3472,24.478,31,10,7,6,-0.4773,19.4444,"research_candidate"
SOL,10,50,65,2,3773,3725,2043,1682,48,54.8456,9.568,361,0.5485,5.4724,53.2433,5.9149,103.5974,-7.2168,-0.5309,20.7308,27,9,7,7,1.1364,19.3548,"research_candidate"
SOL,10,50,70,2,3233,3193,1759,1434,40,55.0893,10.0526,325,0.5509,5.9409,53.3589,5.7515,109.6462,-7.1074,-0.4521,17.7637,23,9,7,7,1.0274,15.5367,"research_candidate"
SOL,10,50,75,2,2770,2735,1506,1229,35,55.064,10,277,0.5506,5.8923,53.1939,5.2966,115.857,-7.6478,-0.5134,15.2198,22,9,7,6,-0.8299,16.6667,"research_candidate"
SOL,10,50,80,2,2416,2387,1312,1075,29,54.9644,9.8096,237,0.5496,5.7008,52.9621,4.8509,121.4791,-7.3694,-0.281,13.2747,18,9,7,7,1.005,15.2563,"research_candidate"
SOL,10,50,85,2,2095,2068,1138,930,27,55.029,9.9284,208,0.5503,5.825,52.8776,4.5739,127.4693,-7.3719,-0.4251,11.511,18,9,7,7,3.3333,14.4399,"research_candidate"
SOL,10,50,90,2,1821,1796,991,805,25,55.1782,10.2142,186,0.5518,6.1119,52.8695,4.3889,133.4847,-8.3794,-0.5947,10.0055,17,9,7,7,5.1095,13.7195,"research_candidate"
SOL,10,50,95,2,1609,1587,879,708,22,55.3875,10.6277,171,0.5539,6.5145,52.9317,4.2925,138.9089,-8.68,-0.3427,8.8407,15,8,7,6,0,15.3448,"research_candidate"
SOL,10,50,100,2,1415,1395,773,622,20,55.4122,10.6714,151,0.5541,6.5619,52.7924,4.0429,144.6011,-8.5082,-0.55,7.7747,15,8,7,6,-1.6949,15.9136,"research_candidate"
SOL,10,40,0,1,52409,50461,26386,24075,1948,52.2899,4.4095,2311,0.5229,0.5575,51.8539,10.2878,21.9702,-0.4348,-0.0897,287.9615,70,13,7,7,2.5879,6.1704,"research_candidate"
SOL,10,40,5,2,41900,40434,21436,18998,1466,53.0148,5.8186,2438,0.5301,1.9515,52.528,12.1244,26.8584,-0.5469,-0.0773,230.2198,45,12,7,7,3.7103,8.9421,"research_candidate"
SOL,10,40,10,2,32635,31577,16849,14728,1058,53.3585,6.4992,2121,0.5336,2.6124,52.8078,11.9359,32.3746,-0.7476,-0.1316,179.3132,33,12,7,7,4.9205,8.7799,"research_candidate"
SOL,10,40,15,2,25252,24486,13197,11289,766,53.8961,7.5558,1908,0.539,3.6464,53.2712,12.1932,38.2176,-1.0777,-0.1615,138.7473,33,10,7,7,6.5204,8.9368,"research_candidate"
SOL,10,40,20,2,19296,18764,10155,8609,532,54.1196,8.012,1546,0.5412,4.0761,53.4058,11.2862,44.6509,-1.4575,-0.1846,106.022,29,10,7,7,5.4832,11.8834,"research_candidate"
SOL,10,40,25,2,14998,14620,7967,6653,378,54.4938,8.7612,1314,0.5449,4.7959,53.6856,10.8673,51.0346,-2.1536,-0.1793,82.4066,27,10,7,7,6.5217,14.4295,"research_candidate"
SOL,10,40,30,2,11803,11533,6284,5249,270,54.4871,8.769,1035,0.5449,4.7829,53.5769,9.6376,57.428,-2.6812,-0.0869,64.8516,30,10,7,7,5.6633,12.6437,"research_candidate"
SOL,10,40,35,2,9346,9149,4989,4160,197,54.5305,8.8701,829,0.5453,4.8664,53.5085,8.667,64.0152,-3.1074,-0.2239,51.3516,30,10,7,7,5.8045,11.3565,"research_candidate"
SOL,10,40,40,2,7575,7427,4063,3364,148,54.7058,9.2277,699,0.5471,5.2035,53.5716,8.1109,70.261,-3.6346,-0.233,41.6209,30,12,7,7,4.9745,15.3846,"research_candidate"
SOL,10,40,45,2,6160,6059,3317,2742,101,54.745,9.3344,575,0.5475,5.2789,53.4891,7.387,76.6557,-3.8854,-0.3111,33.8462,27,10,7,7,3.4596,18.75,"research_candidate"
SOL,10,40,50,2,5041,4961,2709,2252,80,54.6059,9.0657,457,0.5461,5.0114,53.2174,6.4883,83.164,-4.693,-0.3805,27.6978,28,10,7,6,0,16.0584,"research_candidate"
SOL,10,40,55,2,4245,4183,2303,1880,62,55.0562,9.9647,423,0.5506,5.8773,53.5447,6.5403,88.934,-5.2933,-0.2951,23.3242,29,10,7,7,1.8325,15.1515,"research_candidate"
SOL,10,40,60,2,3544,3498,1927,1571,46,55.0886,10.0451,356,0.5509,5.9397,53.4356,6.0192,95.1636,-5.754,-0.2567,19.4725,26,9,7,7,0.6289,17.7778,"research_candidate"
SOL,10,40,65,2,2967,2933,1625,1308,34,55.404,10.6842,317,0.554,6.5462,53.5992,5.8533,101.5219,-5.6396,-0.4142,16.3022,16,9,7,7,4.4355,16.2162,"research_candidate"
SOL,10,40,70,2,2489,2460,1384,1076,29,56.2602,12.3744,308,0.5626,8.1926,54.2916,6.2099,108.0767,-5.9683,-0.6716,13.6758,15,9,7,7,3.3493,17.7156,"research_candidate"
SOL,10,40,75,2,2117,2093,1172,921,24,55.9962,11.8564,251,0.56,7.685,53.8605,5.4864,114.3715,-5.3728,-0.6923,11.6319,14,9,7,7,2.3256,17.1053,"research_candidate"
SOL,10,40,80,2,1819,1800,1012,788,19,56.2222,12.3145,224,0.5622,8.1197,53.9194,5.2797,120.428,-6.1685,-0.8395,9.9945,12,8,7,6,0,18.1009,"research_candidate"
SOL,10,40,85,2,1584,1566,881,685,18,56.258,12.3737,196,0.5626,8.1884,53.7886,4.9529,126.0516,-6.1727,-0.8871,8.7033,13,7,7,6,0,17.6068,"research_candidate"
SOL,10,40,90,2,1400,1382,773,609,18,55.9334,11.7143,164,0.5593,7.5643,53.303,4.4115,131.1147,-7.2496,-0.7862,7.6923,14,7,7,7,6.0714,16.1905,"research_candidate"
SOL,10,40,95,2,1213,1196,670,526,17,56.0201,11.8714,144,0.5602,7.7309,53.1921,4.1639,137.0579,-7.381,-0.2634,6.6648,13,6,7,7,4,16.6667,"research_candidate"
SOL,10,40,100,2,1065,1049,585,464,16,55.7674,11.3615,121,0.5577,7.245,52.7462,3.7359,142.5531,-7.8648,0.1243,5.8516,12,6,7,5,-4.5455,17.3594,"research_candidate"
SOL,10,30,0,1,52403,50456,26453,24003,1947,52.4279,4.6753,2450,0.5243,0.8228,51.9919,10.9071,19.1159,-0.3273,-0.0894,287.9286,59,13,7,7,3.0928,7.4687,"research_candidate"
SOL,10,30,5,2,40358,38945,20628,18317,1413,52.967,5.7263,2311,0.5297,1.8596,52.471,11.7105,24.088,-0.437,-0.1452,221.7473,43,12,7,7,4.2674,8.2321,"research_candidate"
SOL,10,30,10,2,30270,29281,15674,13607,989,53.5296,6.8285,2067,0.5353,2.9415,52.9579,12.0795,29.6385,-0.5996,-0.1309,166.3187,44,12,7,7,5.989,8.9402,"research_candidate"
SOL,10,30,15,2,22368,21696,11714,9982,672,53.9915,7.7432,1732,0.5399,3.8298,53.3277,11.7587,35.7313,-0.9145,-0.1059,122.9011,37,11,7,7,6.6201,11.6895,"research_candidate"
SOL,10,30,20,2,16512,16088,8731,7357,424,54.2703,8.3212,1374,0.5427,4.3659,53.4995,10.8327,42.244,-1.2546,-0.2676,90.7253,33,10,7,7,6.1081,12.642,"research_candidate"
SOL,10,30,25,2,12492,12199,6666,5533,293,54.6438,9.0698,1133,0.5464,5.0843,53.759,10.2581,48.643,-1.715,-0.1883,68.6374,31,10,7,7,6.3963,16.3793,"research_candidate"
SOL,10,30,30,2,9573,9377,5138,4239,196,54.7936,9.391,899,0.5479,5.3724,53.7845,9.2838,55.1385,-2.0971,-0.1971,52.5989,31,12,7,7,7.5949,11.9859,"research_candidate"
SOL,10,30,35,2,7529,7382,4027,3355,147,54.5516,8.9255,672,0.5455,4.9069,53.4137,7.8214,61.3273,-2.4534,-0.2472,41.3681,25,10,7,7,3.5714,13.7168,"research_candidate"
SOL,10,30,40,2,5952,5840,3193,2647,112,54.6747,9.1734,546,0.5467,5.1436,53.3952,7.1447,67.675,-2.9167,-0.2903,32.7033,23,10,7,7,4.6875,13.75,"research_candidate"
SOL,10,30,45,2,4765,4687,2569,2118,78,54.8112,9.4648,451,0.5481,5.4061,53.383,6.5876,73.97,-3.2905,-0.1478,26.1813,20,10,7,7,2.7397,14.6154,"research_candidate"
SOL,10,30,50,2,3800,3750,2062,1688,50,54.9867,9.8421,374,0.5499,5.7436,53.39,6.1074,80.7287,-3.8111,-0.5075,20.8791,22,10,7,7,4.0625,20.6186,"research_candidate"
SOL,10,30,55,2,3107,3070,1703,1367,37,55.4723,10.8143,336,0.5547,6.6775,53.7085,6.0642,87.0681,-3.8967,-0.6731,17.0714,25,8,7,7,3.4111,15.1899,"research_candidate"
SOL,10,30,60,2,2570,2542,1413,1129,28,55.5862,11.0506,284,0.5559,6.8964,53.6476,5.6329,93.2836,-3.9219,-0.8522,14.1209,24,9,7,7,4,15.9509,"research_candidate"
SOL,10,30,65,2,2155,2132,1189,943,23,55.7692,11.4153,246,0.5577,7.2485,53.6525,5.3277,99.2318,-4.2228,-0.8158,11.8407,19,8,7,7,4.1667,16.3498,"research_candidate"
SOL,10,30,70,2,1817,1795,1006,789,22,56.0446,11.9428,217,0.5604,7.778,53.7379,5.1219,105.1559,-5.0105,-0.7823,9.9835,17,9,7,6,0,17.0088,"research_candidate"
SOL,10,30,75,2,1534,1514,856,658,20,56.539,12.9074,198,0.5654,8.7288,54.0285,5.0886,111.1858,-6.0369,-1.206,8.4286,20,8,7,6,-2.7027,18.0412,"research_candidate"
SOL,10,30,80,2,1308,1291,723,568,17,56.0031,11.8502,155,0.56,7.6983,53.2815,4.3139,117.0159,-7.3075,-1.0189,7.1868,12,7,7,6,-6.6667,16.4659,"research_candidate"
SOL,10,30,85,2,1111,1095,618,477,16,56.4384,12.6913,141,0.5644,8.5353,53.484,4.261,123.1466,-5.2381,-1.3433,6.1044,11,8,7,6,-4,17.3913,"research_candidate"
SOL,10,30,90,2,941,927,523,404,14,56.4186,12.6461,119,0.5642,8.4972,53.2064,3.9085,129.5783,-5.2371,-1.0831,5.1703,11,11,7,6,0,17.5202,"research_candidate"
SOL,10,30,95,2,815,802,447,355,13,55.7357,11.2883,92,0.5574,7.184,52.2788,3.2486,135.303,-5.3417,-1.0862,4.478,10,9,6,5,0,16.4134,"research_candidate"
SOL,10,30,100,2,702,691,388,303,11,56.1505,12.1083,85,0.5615,7.9817,52.4268,3.2336,141.3804,-4.6884,-0.6797,3.8571,9,8,6,5,-7.1429,22.2222,"research_candidate"
SOL,10,20,0,1,52393,50446,26409,24037,1947,52.351,4.5273,2372,0.5235,0.6751,51.915,10.5609,15.7764,-0.2201,-0.089,287.8736,38,13,7,7,3.1611,5.8585,"research_candidate"
SOL,10,20,5,2,37994,36692,19394,17298,1302,52.8562,5.5167,2096,0.5286,1.6466,52.3452,10.9422,20.8212,-0.3197,-0.1134,208.7582,40,13,7,7,4.6129,8.0404,"research_candidate"
SOL,10,20,10,2,26475,25676,13724,11952,799,53.4507,6.6931,1772,0.5345,2.7898,52.8401,11.0586,26.6686,-0.4814,-0.1443,145.467,39,13,7,7,6.1134,8.1801,"research_candidate"
SOL,10,20,15,2,18470,17960,9688,8272,510,53.9421,7.6665,1416,0.5394,3.7348,53.2123,10.566,32.8753,-0.6938,-0.1524,101.4835,38,10,7,7,5.5829,15.0551,"research_candidate"
SOL,10,20,20,2,13115,12800,6950,5850,315,54.2969,8.3873,1100,0.543,4.4171,53.4327,9.7227,39.2433,-0.905,-0.2839,72.0604,31,12,7,7,6.5862,14.257,"research_candidate"
SOL,10,20,25,2,9544,9352,5101,4251,192,54.5445,8.9061,850,0.5454,4.8932,53.5336,8.7896,45.5632,-1.3162,-0.2526,52.4396,20,10,7,7,7.3879,13.8365,"research_candidate"
SOL,10,20,30,2,7041,6902,3779,3123,139,54.7522,9.3169,656,0.5475,5.2928,53.5757,7.8962,52.0374,-1.6803,-0.227,38.6868,17,10,7,7,5.126,18.7793,"research_candidate"
SOL,10,20,35,2,5264,5169,2827,2342,95,54.6914,9.2135,485,0.5469,5.1758,53.3314,6.7459,58.6987,-2.185,-0.3145,28.9231,18,9,7,7,6.5076,13.1387,"research_candidate"
SOL,10,20,40,2,4083,4012,2224,1788,71,55.4337,10.6784,436,0.5543,6.6033,53.8912,6.8834,64.8684,-2.2,-0.0991,22.4341,22,10,7,7,4.7157,14.2857,"research_candidate"
SOL,10,20,45,2,3176,3128,1735,1393,48,55.4668,10.7683,342,0.5547,6.6668,53.7194,6.1149,71.2774,-2.6106,-0.3106,17.4505,28,11,7,6,-0.8636,19.7368,"research_candidate"
SOL,10,20,50,2,2522,2491,1375,1116,31,55.1987,10.2696,259,0.552,6.1514,53.2393,5.1893,77.4706,-1.9232,-1.0259,13.8571,27,9,7,6,-1.9565,19.6429,"research_candidate"
SOL,10,20,55,2,2025,2000,1122,878,25,56.1,12.0494,244,0.561,7.8846,53.9154,5.456,83.6423,-1.5991,-0.6347,11.1264,21,7,7,7,0.2653,17.4312,"research_candidate"
SOL,10,20,60,2,1664,1641,914,727,23,55.6977,11.238,187,0.557,7.111,53.2838,4.6162,89.3635,-1.3617,-1.014,9.1429,17,6,7,7,1.9108,16.3859,"research_candidate"
SOL,10,20,65,2,1366,1349,758,591,17,56.1898,12.2255,167,0.5619,8.0573,53.5282,4.5468,95.2598,-1.1594,-1.1562,7.5055,19,11,7,5,0,17.6147,"research_candidate"
SOL,10,20,70,2,1105,1089,618,471,16,56.7493,13.3032,147,0.5675,9.1333,53.7881,4.4545,101.8385,-1.5305,-1.0306,6.0714,14,8,7,6,0,19.8895,"research_candidate"
SOL,10,20,75,2,921,907,513,394,14,56.5601,12.9207,119,0.5656,8.7694,53.3132,3.9513,107.7296,0.9679,-0.8525,5.0604,11,7,6,6,6.5868,21.5686,"research_candidate"
SOL,10,20,80,2,762,749,429,320,13,57.2764,14.3045,109,0.5728,10.1469,53.7054,3.9828,114.0539,0.246,-1.6164,4.1868,11,6,6,6,7.1429,17.9567,"research_candidate"
SOL,10,20,85,2,613,601,338,263,12,56.2396,12.2349,75,0.5624,8.1531,52.2461,3.0593,121.7439,1.0105,-1.6607,3.3681,9,6,6,6,4.3478,25.9259,"research_candidate"
SOL,10,20,90,2,526,516,292,224,10,56.5891,12.9278,68,0.5659,8.8253,52.2794,2.9935,127.4499,0.3705,-1.2232,2.8901,7,6,6,6,7.5758,30.4348,"research_candidate"
SOL,10,20,95,2,445,437,240,197,8,54.9199,9.6629,43,0.5492,5.6152,50.232,2.057,133.8445,-1.0186,-2.2172,2.4451,9,8,4,3,-5.5556,27.027,"insufficient_sample"
SOL,10,20,100,2,370,363,205,158,7,56.4738,12.7027,47,0.5647,8.6035,51.332,2.4669,141.2585,-0.4183,-1.0398,2.033,12,9,4,3,-17.0213,33.3333,"insufficient_sample"
SOL,10,10,0,1,52311,50367,25990,24377,1944,51.6012,3.0835,1613,0.516,-0.7668,51.1647,7.1872,11.3319,-0.1135,-0.0967,287.4231,83,14,7,7,2.1898,4.7122,"research_candidate"
SOL,10,10,5,2,32759,31695,16603,15092,1064,52.3837,4.6125,1511,0.5238,0.7378,51.8336,8.4873,16.664,-0.1973,-0.0865,179.9945,48,11,7,7,3.4,7.4987,"research_candidate"
SOL,10,10,10,2,19897,19356,10344,9012,541,53.4408,6.6945,1332,0.5344,2.7708,52.7375,9.5741,22.7281,-0.3836,-0.2124,109.3242,32,11,7,7,4.4252,12.945,"research_candidate"
SOL,10,10,15,2,12322,12038,6530,5508,284,54.2449,8.2941,1022,0.5424,4.3171,53.3537,9.3148,29.1578,-0.6113,-0.1168,67.7033,33,11,7,7,5.9615,20.2614,"research_candidate"
SOL,10,10,20,2,8021,7855,4319,3536,166,54.9841,9.7619,783,0.5498,5.7386,53.8817,8.8346,35.5008,-0.8994,-0.0911,44.0714,30,9,7,7,7.0027,13.5531,"research_candidate"
SOL,10,10,25,2,5410,5300,2909,2391,110,54.8868,9.5749,518,0.5489,5.5515,53.544,7.1153,41.8711,-1.1771,-0.2362,29.7253,21,11,7,7,6.8433,17.7215,"research_candidate"
SOL,10,10,30,2,3759,3679,1995,1684,80,54.2267,8.2735,311,0.5423,4.2821,52.6132,5.1274,48.2602,-1.0851,-0.3775,20.6538,31,8,7,7,2.8391,26.0417,"research_candidate"
SOL,10,10,35,2,2696,2646,1453,1193,50,54.9131,9.6439,260,0.5491,5.6021,53.0114,5.0545,54.5718,-0.514,-0.4243,14.8132,19,9,7,7,5.7447,26.3158,"research_candidate"
SOL,10,10,40,2,1995,1962,1066,896,33,54.3323,8.5213,170,0.5433,4.4852,52.1218,3.838,60.6341,0.3834,-1.0917,10.9615,27,10,7,6,-1.0526,30.4348,"research_candidate"
SOL,10,10,45,2,1500,1479,817,662,21,55.24,10.3333,155,0.5524,6.2308,52.6955,4.0304,66.6628,1.1305,-1.5692,8.2418,14,8,7,7,5.2632,29.4118,"research_candidate"
SOL,10,10,50,2,1125,1108,626,482,17,56.4982,12.8,144,0.565,8.6504,53.5615,4.3261,73.0722,1.2923,-2.3273,6.1813,10,7,7,7,2.1277,31.0345,"research_candidate"
SOL,10,10,55,2,861,846,465,381,15,54.9645,9.7561,84,0.5496,5.701,51.5969,2.888,79.4315,2.4119,-2.046,4.7308,8,6,6,5,0,12.1622,"research_candidate"
SOL,10,10,60,2,662,652,371,281,10,56.9018,13.5952,90,0.569,9.4266,53.0711,3.5247,86.067,5.1262,-2.0865,3.6374,11,8,6,6,7.6923,21.7391,"research_candidate"
SOL,10,10,65,2,521,512,295,217,9,57.6172,14.9712,78,0.5762,10.8023,53.2956,3.4471,92.4848,6.3912,-1.828,2.8626,13,8,5,5,3.5088,26.8817,"research_candidate"
SOL,10,10,70,2,424,415,243,172,9,58.5542,16.7453,71,0.5855,12.6043,53.7572,3.4853,98.1916,6.058,-1.9999,2.3297,9,5,4,3,-2.0833,35.1351,"insufficient_sample"
SOL,10,10,75,2,335,327,192,135,8,58.7156,17.0149,57,0.5872,12.9146,53.3081,3.1521,105.1101,8.3931,1.4805,1.8407,7,5,4,3,-2.6316,33.3333,"insufficient_sample"
SOL,10,10,80,2,261,255,149,106,6,58.4314,16.4751,43,0.5843,12.368,52.3009,2.6928,112.9498,8.9081,1.0903,1.4341,11,5,4,3,-20,42.8571,"insufficient_sample"
SOL,10,10,85,2,209,204,122,82,5,59.8039,19.1388,40,0.598,15.0075,52.9545,2.8006,120.5659,11.1088,2.664,1.1484,9,6,4,3,-20,47.3684,"insufficient_sample"
SOL,10,10,90,2,175,171,96,75,4,56.1404,12,21,0.5614,7.9622,48.6488,1.6059,127.0186,17.2294,2.9568,0.9615,9,6,4,3,-23.8095,41.9355,"insufficient_sample"
SOL,10,10,95,2,142,138,78,60,4,56.5217,12.6761,18,0.5652,8.6957,48.1849,1.5323,135.1201,15.4123,1.395,0.7802,10,8,3,3,11.9403,33.3333,"insufficient_sample"
SOL,10,10,100,2,119,116,66,50,3,56.8966,13.4454,16,0.569,9.4164,47.8062,1.4856,142.4781,14.3591,1.8124,0.6538,8,6,2,2,10.7143,30.4348,"insufficient_sample"
SOL,15,100,0,1,52415,50467,26287,24180,1948,52.0875,4.0198,2107,0.5209,0.1683,51.6515,9.3791,34.6155,-1.0732,-0.09,287.9945,52,14,7,7,1.2433,4.9843,"research_candidate"
SOL,15,100,5,2,45663,44012,23106,20906,1651,52.4993,4.8179,2200,0.525,0.9602,52.0326,10.4867,39.3647,-1.2379,-0.0667,250.8956,49,14,7,7,1.9021,6.3648,"research_candidate"
SOL,15,100,10,2,39342,38010,20024,17986,1332,52.6809,5.1802,2038,0.5268,1.3094,52.1787,10.4533,44.4851,-1.4466,-0.0468,216.1648,58,14,7,7,1.9078,6.572,"research_candidate"
SOL,15,100,15,2,33536,32471,17209,15262,1065,52.9981,5.8057,1947,0.53,1.9193,52.4549,10.8048,50.0292,-1.6669,-0.082,184.2637,37,13,7,7,3.3995,7.518,"research_candidate"
SOL,15,100,20,2,28353,27509,14635,12874,844,53.2008,6.211,1761,0.532,2.3092,52.6107,10.6175,55.99,-2.0483,-0.0457,155.7857,38,12,7,7,4.6677,7.4816,"research_candidate"
SOL,15,100,25,2,23984,23322,12520,10802,662,53.6832,7.1631,1718,0.5368,3.237,53.0427,11.2497,62.1084,-2.4748,-0.0694,131.7802,34,11,7,7,5.402,8.6515,"research_candidate"
SOL,15,100,30,2,20214,19678,10608,9070,536,53.9079,7.6086,1538,0.5391,3.6691,53.2107,10.9639,68.5738,-2.9649,-0.043,111.0659,33,11,7,7,4.7054,10.3627,"research_candidate"
SOL,15,100,35,2,17250,16813,9092,7721,437,54.0772,7.9478,1371,0.5408,3.9946,53.3231,10.5734,74.792,-3.4204,-0.0227,94.7802,31,11,7,7,4.918,12.7065,"research_candidate"
SOL,15,100,40,2,14751,14402,7754,6648,349,53.8397,7.4978,1106,0.5384,3.538,53.0246,9.216,81.13,-3.8768,0.0166,81.0495,35,11,7,7,3.4862,11.33,"research_candidate"
SOL,15,100,45,2,12692,12407,6696,5711,285,53.9695,7.7608,985,0.5397,3.7876,53.0914,8.8431,87.3973,-4.8226,0.0483,69.7363,33,11,7,7,4.1572,10.883,"research_candidate"
SOL,15,100,50,2,11078,10843,5861,4982,235,54.0533,7.9346,879,0.5405,3.9487,53.114,8.4414,93.2179,-5.4089,0.0944,60.8681,31,11,7,7,5.7851,13.0332,"research_candidate"
SOL,15,100,55,2,9603,9405,5085,4320,198,54.067,7.9663,765,0.5407,3.975,53.0584,7.8883,99.4761,-6.2131,0.0288,52.7637,38,11,7,7,3.6626,10.1408,"research_candidate"
SOL,15,100,60,2,8348,8187,4407,3780,161,53.8292,7.5108,627,0.5383,3.5178,52.7478,6.9296,105.7957,-6.9366,-0.1497,45.8681,38,11,7,7,2.9294,12.9371,"research_candidate"
SOL,15,100,65,2,7265,7136,3860,3276,129,54.0919,8.0385,584,0.5409,4.0229,52.9338,6.9133,112.2591,-7.7697,-0.2218,39.9176,37,11,7,7,5.0874,14.9573,"research_candidate"
SOL,15,100,70,2,6383,6274,3396,2878,109,54.1281,8.1153,518,0.5413,4.0926,52.893,6.5397,118.4459,-8.5689,-0.2031,35.0714,36,11,7,7,3.8095,16.3158,"research_candidate"
SOL,15,100,75,2,5649,5552,2984,2568,97,53.7464,7.3641,416,0.5375,3.3585,52.4327,5.583,124.416,-9.196,-0.2161,31.0385,37,11,7,7,2.2346,14.3791,"research_candidate"
SOL,15,100,80,2,5019,4935,2645,2290,84,53.5968,7.0731,355,0.536,3.0707,52.2031,5.0534,130.3052,-9.3253,-0.3616,27.5769,34,11,7,7,1.9481,13.2813,"research_candidate"
SOL,15,100,85,2,4482,4409,2355,2054,73,53.4135,6.7158,301,0.5341,2.7182,51.9387,4.5331,136.0381,-10.1608,-0.3086,24.6264,34,11,7,7,0.4843,11.5702,"research_candidate"
SOL,15,100,90,2,4020,3952,2124,1828,68,53.7449,7.3632,296,0.5374,3.3557,52.1875,4.7085,141.6353,-10.3775,-0.0018,22.0879,34,10,7,7,1.6349,14.1593,"research_candidate"
SOL,15,100,95,2,3611,3555,1916,1639,56,53.8959,7.671,277,0.539,3.646,52.254,4.6458,147.2026,-10.1333,0.2592,19.8407,36,9,7,6,-2.2013,11.2245,"research_candidate"
SOL,15,100,100,2,3257,3205,1732,1473,52,54.0406,7.9521,259,0.5404,3.9242,52.3114,4.5749,152.6108,-10.6226,-0.034,17.8956,35,9,7,6,-3.5088,16.092,"research_candidate"
SOL,15,90,0,1,52416,50468,26329,24139,1948,52.1697,4.1781,2190,0.5217,0.3263,51.7337,9.7485,32.8419,-0.9646,-0.0901,288,53,14,7,7,1.3777,5.4772,"research_candidate"
SOL,15,90,5,2,45409,43784,23009,20775,1625,52.5512,4.9197,2234,0.5255,1.0599,52.0832,10.6764,37.5234,-1.1131,-0.0995,249.5,46,14,7,7,1.6671,6.6926,"research_candidate"
SOL,15,90,10,2,38642,37338,19675,17663,1304,52.6943,5.2068,2012,0.5269,1.3352,52.1876,10.4124,42.7878,-1.3255,-0.0996,212.3187,40,14,7,7,2.3252,6.7464,"research_candidate"
SOL,15,90,15,2,32695,31668,16845,14823,1027,53.1925,6.1844,2022,0.5319,2.2933,52.6426,11.3624,48.3007,-1.5994,-0.0792,179.6429,35,13,7,7,3.6864,7.673,"research_candidate"
SOL,15,90,20,2,27373,26571,14214,12357,802,53.4944,6.7841,1857,0.5349,2.8739,52.8942,11.3922,54.3001,-1.9485,-0.1022,150.4011,34,12,7,7,5.2093,7.955,"research_candidate"
