asset,offset_seconds,depth,threshold_bps,catalog_equivalent_rows,entries,settled_trades,wins,losses,ties,win_rate_pct,roi_pct_at_0_50,pnl_units,break_even_entry_price,roi_pct_at_0_52,wilson_lower_win_rate_pct,z_score,avg_abs_deviation_bps,avg_signed_deviation_bps,avg_current_move_bps,trades_per_day,max_drawdown_units,longest_loss_streak,active_months,profitable_active_months,worst_month_roi_pct,best_month_roi_pct,suitability
BTC,25,70,20,2,17001,16994,9043,7951,7,53.2129,6.4232,1092,0.5321,2.3325,52.4621,8.3767,43.3246,-1.6804,0.1459,93.4121,43,11,7,7,4.7185,13.1494,"research_candidate"
BTC,25,70,25,2,13060,13056,7002,6054,4,53.6305,7.2588,948,0.5363,3.1356,52.7742,8.2967,49.6379,-1.9774,0.1622,71.7582,36,11,7,7,4.1439,11.4833,"research_candidate"
BTC,25,70,30,2,10151,10149,5529,4620,2,54.4783,8.9548,909,0.5448,4.7659,53.5079,9.023,56.0216,-2.7302,0.2354,55.7747,36,11,7,7,6.5483,13.6054,"research_candidate"
BTC,25,70,35,2,8045,8045,4404,3641,0,54.7421,9.4842,763,0.5474,5.2732,53.6524,8.5067,62.2082,-3.3104,0.1279,44.2033,31,10,7,7,6.5421,17.0507,"research_candidate"
BTC,25,70,40,2,6410,6410,3542,2868,0,55.2574,10.5148,674,0.5526,6.2643,54.0374,8.4184,68.5359,-3.8635,-0.004,35.2198,24,10,7,7,7.5612,14.6067,"research_candidate"
BTC,25,70,45,2,5162,5162,2852,2310,0,55.2499,10.4998,542,0.5525,6.2498,53.89,7.5438,74.858,-4.2463,0.122,28.3626,18,9,7,7,5.5556,14.2857,"research_candidate"
BTC,25,70,50,2,4199,4199,2315,1884,0,55.1322,10.2643,431,0.5513,6.0234,53.6238,6.6513,81.1614,-4.9448,0.2652,23.0714,18,9,7,6,0,16.1826,"research_candidate"
BTC,25,70,55,2,3494,3494,1926,1568,0,55.1231,10.2461,358,0.5512,6.0059,53.4691,6.0565,86.9817,-5.3395,0.0257,19.1978,19,9,7,7,1.0526,12.4088,"research_candidate"
BTC,25,70,60,2,2872,2872,1590,1282,0,55.3621,10.7242,308,0.5536,6.4656,53.538,5.7472,93.3862,-6.3042,-0.0608,15.7802,18,9,7,6,-7.8947,13.5314,"research_candidate"
BTC,25,70,65,2,2420,2420,1326,1094,0,54.7934,9.5868,232,0.5479,5.3719,52.8044,4.7161,99.178,-6.9751,-0.1251,13.2967,19,9,7,6,-3.4483,15.0183,"research_candidate"
BTC,25,70,70,2,2036,2036,1115,921,0,54.7642,9.5285,194,0.5476,5.3159,52.5953,4.2994,105.186,-6.3799,-0.0893,11.1868,23,9,7,5,-3.1579,15.5556,"research_candidate"
BTC,25,70,75,2,1720,1720,941,779,0,54.7093,9.4186,162,0.5471,5.2102,52.3489,3.9062,111.2101,-5.8608,-0.0889,9.4505,18,9,7,5,-8.3333,13.7725,"research_candidate"
BTC,25,70,80,2,1484,1484,804,680,0,54.1779,8.3558,124,0.5418,4.1883,51.6353,3.2189,116.5661,-6.0427,-0.3189,8.1538,18,9,7,5,-20,12.2744,"research_candidate"
BTC,25,70,85,2,1257,1257,684,573,0,54.4153,8.8305,111,0.5442,4.6448,51.6527,3.1308,122.7537,-7.0764,-0.1118,6.9066,15,9,7,6,-21.4286,11.2,"research_candidate"
BTC,25,70,90,2,1119,1119,602,517,0,53.798,7.5961,85,0.538,3.4578,50.8689,2.541,127.1138,-7.0389,-0.6537,6.1484,15,9,7,6,-30.7692,17.0732,"research_candidate"
BTC,25,70,95,2,961,961,512,449,0,53.2778,6.5557,63,0.5328,2.4574,50.1166,2.0323,132.8193,-6.505,-0.7204,5.2802,17,9,7,5,-25,18.75,"research_candidate"
BTC,25,70,100,2,809,809,424,385,0,52.4104,4.8208,39,0.5241,0.7892,48.9656,1.3712,139.4825,-7.0213,-0.9258,4.4451,22,9,7,4,-33.3333,16.6667,"watch_only"
BTC,25,60,0,1,52416,52276,26817,25459,140,51.2989,2.5908,1358,0.513,-1.3483,50.8703,5.9395,18.2348,-0.3551,-0.0515,288,80,15,7,7,0.504,5.4398,"watch_only"
BTC,25,60,5,2,39442,39398,20443,18955,44,51.8884,3.7726,1488,0.5189,-0.2146,51.3949,7.4966,23.4231,-0.4934,-0.0107,216.7143,57,14,7,7,1.1418,6.9936,"research_candidate"
BTC,25,60,10,2,28846,28830,15141,13689,16,52.5182,5.0336,1452,0.5252,0.9966,51.9415,8.5515,29.3075,-0.7758,0.0253,158.4945,70,15,7,7,2.9078,9.9343,"research_candidate"
BTC,25,60,15,2,21043,21034,11146,9888,9,52.9904,5.9782,1258,0.5299,1.9046,52.3154,8.674,35.6,-1.1789,0.055,115.6209,44,12,7,7,4.1278,10.4953,"research_candidate"
BTC,25,60,20,2,15615,15609,8336,7273,6,53.4051,6.8076,1063,0.5341,2.7021,52.6218,8.5084,41.946,-1.5554,0.0675,85.7967,48,11,7,7,3.7372,12.9799,"research_candidate"
BTC,25,60,25,2,11730,11727,6317,5410,3,53.8671,7.7323,907,0.5387,3.5907,52.9638,8.3756,48.428,-2.0608,0.1155,64.4505,38,11,7,7,5.9469,11.7318,"research_candidate"
BTC,25,60,30,2,9065,9063,4937,4126,2,54.4742,8.9465,811,0.5447,4.7581,53.4473,8.5189,54.6224,-2.7397,-0.0495,49.8077,30,10,7,7,5.615,12.5109,"research_candidate"
BTC,25,60,35,2,7029,7029,3848,3181,0,54.7446,9.4893,667,0.5474,5.2781,53.5787,7.9557,61.0561,-3.5326,0.0747,38.6209,21,10,7,7,5.8598,14.7368,"research_candidate"
BTC,25,60,40,2,5522,5522,3066,2456,0,55.5234,11.0467,610,0.5552,6.7757,54.2092,8.2088,67.5156,-3.9183,0.1686,30.3407,20,9,7,7,8.5,15.0142,"research_candidate"
BTC,25,60,45,2,4401,4401,2460,1941,0,55.8964,11.7928,519,0.559,7.4931,54.4249,7.8233,73.9113,-4.268,0.113,24.1813,17,9,7,7,2.439,14.2857,"research_candidate"
BTC,25,60,50,2,3576,3576,1993,1583,0,55.7327,11.4653,410,0.5573,7.1782,54.0994,6.8562,80.0415,-4.7095,0.1823,19.6484,19,9,7,6,-4.1667,15.0259,"research_candidate"
BTC,25,60,55,2,2927,2927,1631,1296,0,55.7226,11.4452,335,0.5572,7.1588,53.9167,6.192,86.1719,-5.2083,-0.0743,16.0824,17,9,7,6,-5.5556,15.3094,"research_candidate"
BTC,25,60,60,2,2435,2435,1354,1081,0,55.6057,11.2115,273,0.5561,6.9341,53.625,5.5324,91.9777,-6.123,-0.0164,13.3791,16,9,7,6,-6.4516,18.0556,"research_candidate"
BTC,25,60,65,2,2020,2020,1100,920,0,54.4554,8.9109,180,0.5446,4.722,52.2772,4.0049,98.0645,-6.1104,-0.0949,11.0989,17,9,7,5,-2.439,15.4185,"research_candidate"
BTC,25,60,70,2,1694,1694,916,778,0,54.0732,8.1464,138,0.5407,3.9869,51.6935,3.3529,103.9789,-6.6339,-0.0895,9.3077,18,9,7,4,-5.2632,12.5683,"watch_only"
BTC,25,60,75,2,1439,1439,782,657,0,54.3433,8.6866,125,0.5434,4.5063,51.7615,3.2952,109.5613,-5.7505,-0.2098,7.9066,14,9,7,6,-16.129,13.6213,"research_candidate"
BTC,25,60,80,2,1228,1228,667,561,0,54.316,8.6319,106,0.5432,4.4538,51.5207,3.0249,115.1035,-5.2912,-0.3613,6.7473,14,9,7,6,-33.3333,13.4615,"research_candidate"
BTC,25,60,85,2,1062,1062,574,488,0,54.049,8.0979,86,0.5405,3.9403,51.0424,2.639,120.2303,-5.6549,-0.607,5.8352,14,9,7,6,-30.4348,12.8205,"research_candidate"
BTC,25,60,90,2,909,909,476,433,0,52.3652,4.7305,43,0.5237,0.7024,49.1153,1.4262,125.7428,-5.332,-1.2849,4.9945,14,9,7,4,-30,15.493,"watch_only"
BTC,25,60,95,2,769,769,397,372,0,51.6255,3.251,25,0.5163,-0.7202,48.0941,0.9015,131.8043,-7.0335,-1.2497,4.2253,18,9,6,4,-8.2353,11.5385,"watch_only"
BTC,25,60,100,2,663,663,334,329,0,50.3771,0.7541,5,0.5038,-3.121,46.58,0.1942,137.278,-10.1961,-1.6729,3.6429,23,9,6,4,-15,20,"watch_only"
BTC,25,50,0,1,52416,52276,26876,25400,140,51.4117,2.8159,1476,0.5141,-1.1313,50.9832,6.4556,16.6588,-0.2949,-0.0515,288,75,15,7,7,0.9969,5.0926,"watch_only"
BTC,25,50,5,2,38297,38258,19890,18368,39,51.9891,3.9742,1522,0.5199,-0.0209,51.4883,7.7813,21.8959,-0.4254,-0.0254,210.4231,56,14,7,7,1.4963,7.1632,"research_candidate"
BTC,25,50,10,2,27246,27232,14332,12900,14,52.6293,5.2558,1432,0.5263,1.2101,52.0359,8.6777,27.7807,-0.7072,-0.0034,149.7033,56,13,7,7,3.3732,10.5136,"research_candidate"
BTC,25,50,15,2,19277,19269,10198,9071,8,52.9244,5.8463,1127,0.5292,1.7777,52.2191,8.1188,34.1721,-1.0547,0.0122,105.9176,50,11,7,7,3.2853,12.2312,"research_candidate"
BTC,25,50,20,2,13986,13982,7489,6493,4,53.5617,7.1214,996,0.5356,3.0033,52.7342,8.4232,40.5367,-1.5202,0.0914,76.8462,46,11,7,7,4.8029,13.4199,"research_candidate"
BTC,25,50,25,2,10306,10305,5577,4728,1,54.1194,8.2379,849,0.5412,4.0757,53.1559,8.3634,47.0092,-1.9467,0.1284,56.6264,53,11,7,7,6.6379,11.3602,"research_candidate"
BTC,25,50,30,2,7760,7759,4225,3534,1,54.4529,8.9046,691,0.5445,4.7171,53.3428,7.8447,53.4474,-2.833,0.0171,42.6374,25,10,7,7,5.7823,11.1419,"research_candidate"
BTC,25,50,35,2,5958,5958,3319,2639,0,55.7066,11.4132,680,0.5571,7.1281,54.442,8.8097,59.8247,-3.5337,-0.0057,32.7363,21,10,7,7,8.3333,14.6465,"research_candidate"
BTC,25,50,40,2,4638,4638,2577,2061,0,55.5627,11.1255,516,0.5556,6.8514,54.1287,7.5768,66.2257,-3.9065,-0.06,25.4835,21,9,7,7,6.4516,15.8273,"research_candidate"
BTC,25,50,45,2,3651,3651,2045,1606,0,56.0121,12.0241,439,0.5601,7.7155,54.3964,7.2654,72.6768,-4.1339,0.0419,20.0604,20,9,7,7,3.0928,17.8218,"research_candidate"
BTC,25,50,50,2,2953,2953,1648,1305,0,55.8077,11.6153,343,0.5581,7.3224,54.0101,6.3119,78.6585,-4.3897,0.009,16.2253,18,9,7,6,0,13.8158,"research_candidate"
BTC,25,50,55,2,2408,2408,1326,1082,0,55.0664,10.1329,244,0.5507,5.897,53.0731,4.9723,84.5955,-4.7017,-0.24,13.2308,17,9,7,6,-11.8644,13.8211,"research_candidate"
BTC,25,50,60,2,1977,1977,1097,880,0,55.4881,10.9762,217,0.5549,6.7079,53.2888,4.8804,90.5465,-5.818,-0.11,10.8626,16,8,7,6,-14.2857,14.7541,"research_candidate"
BTC,25,50,65,2,1640,1640,900,740,0,54.878,9.7561,160,0.5488,5.5347,52.461,3.9509,96.3649,-5.5992,-0.2828,9.011,18,8,7,5,-11.7647,17.7305,"research_candidate"
BTC,25,50,70,2,1369,1369,741,628,0,54.1271,8.2542,113,0.5413,4.0906,51.4796,3.0541,102.1044,-6.2741,-0.7487,7.522,19,8,7,5,-18.5185,18.6441,"research_candidate"
BTC,25,50,75,2,1163,1163,619,544,0,53.2244,6.4488,75,0.5322,2.3547,50.3508,2.1992,107.3517,-5.2789,-0.8296,6.3901,21,8,7,5,-28,17.0213,"research_candidate"
BTC,25,50,80,2,995,995,524,471,0,52.6633,5.3266,53,0.5266,1.2756,49.5566,1.6802,112.4571,-5.2524,-1.0233,5.467,17,10,7,5,-21.7391,15.0685,"watch_only"
BTC,25,50,85,2,826,826,430,396,0,52.0581,4.1162,34,0.5206,0.1118,48.6495,1.183,118.5953,-5.4311,-1.2507,4.5385,14,9,7,4,-23.8095,12,"watch_only"
BTC,25,50,90,2,695,695,359,336,0,51.6547,3.3094,23,0.5165,-0.6641,47.9405,0.8724,124.501,-8.3237,-0.9643,3.8187,17,9,6,3,-5.2632,9.0909,"watch_only"
BTC,25,50,95,2,584,584,303,281,0,51.8836,3.7671,22,0.5188,-0.2239,47.8321,0.9104,130.58,-10.1015,-1.7619,3.2088,16,8,5,3,-5.7143,20,"watch_only"
BTC,25,50,100,2,500,500,258,242,0,51.6,3.2,16,0.516,-0.7692,47.2241,0.7155,136.1156,-10.1986,-1.5864,2.7473,14,10,5,4,-6.4516,18.5185,"watch_only"
BTC,25,40,0,1,52416,52276,26833,25443,140,51.3295,2.6519,1390,0.5133,-1.2895,50.9009,6.0794,14.9304,-0.2348,-0.0515,288,69,15,7,7,0.9521,4.6875,"watch_only"
BTC,25,40,5,2,36952,36919,19175,17744,33,51.938,3.8726,1431,0.5194,-0.1192,51.4282,7.4476,20.1682,-0.351,0.0012,203.033,61,15,7,7,1.4973,8.3799,"research_candidate"
BTC,25,40,10,2,25130,25119,13229,11890,11,52.6653,5.3283,1339,0.5267,1.2794,52.0475,8.4485,26.1889,-0.6108,-0.0324,138.0769,67,12,7,7,3.7311,11.1624,"research_candidate"
BTC,25,40,15,2,17322,17317,9234,8083,5,53.3233,6.6447,1151,0.5332,2.5449,52.5796,8.7466,32.4468,-0.9927,-0.0003,95.1758,71,11,7,7,3.8809,12.5972,"research_candidate"
BTC,25,40,20,2,12104,12100,6484,5616,4,53.5868,7.1712,868,0.5359,3.0515,52.6972,7.8909,38.9661,-1.4642,0.0524,66.5055,61,11,7,7,3.8731,9.1384,"research_candidate"
BTC,25,40,25,2,8644,8643,4704,3939,1,54.4255,8.8501,765,0.5443,4.6645,53.3738,8.2287,45.6328,-2.142,0.0671,47.4945,38,10,7,7,6.334,12.3952,"research_candidate"
BTC,25,40,30,2,6401,6401,3531,2870,0,55.1633,10.3265,661,0.5516,6.0832,53.9422,8.2619,52.0426,-2.4241,0.0109,35.1703,26,10,7,7,6.4583,13.2903,"research_candidate"
BTC,25,40,35,2,4834,4834,2682,2152,0,55.482,10.964,530,0.5548,6.6962,54.0772,7.6229,58.4114,-2.645,0.0664,26.5604,19,9,7,7,7.4586,13.0146,"research_candidate"
BTC,25,40,40,2,3694,3694,2057,1637,0,55.6849,11.3698,420,0.5568,7.0863,54.0778,6.9104,64.9139,-3.2611,-0.0914,20.2967,18,9,7,7,5.2632,13.4715,"research_candidate"
BTC,25,40,45,2,2926,2926,1634,1292,0,55.8442,11.6883,342,0.5584,7.3926,54.0384,6.3225,70.8347,-3.9675,-0.1549,16.0769,17,9,7,6,-4,13.5875,"research_candidate"
BTC,25,40,50,2,2306,2306,1288,1018,0,55.8543,11.7086,270,0.5585,7.4121,53.8195,5.6226,77.1278,-3.9919,-0.4834,12.6703,16,9,7,6,-6.6667,15.5963,"research_candidate"
BTC,25,40,55,2,1873,1873,1044,829,0,55.7395,11.4789,215,0.5574,7.1913,53.4805,4.9679,82.8555,-4.5406,-0.6026,10.2912,19,9,7,6,-18.1818,18.8406,"research_candidate"
BTC,25,40,60,2,1495,1495,822,673,0,54.9833,9.9666,149,0.5498,5.7371,52.4517,3.8536,89.2653,-4.754,-0.3119,8.2143,16,11,7,6,-18.75,18.3432,"research_candidate"
BTC,25,40,65,2,1254,1254,681,573,0,54.3062,8.6124,108,0.5431,4.435,51.5401,3.0498,94.3989,-5.4152,-0.5566,6.8901,16,10,7,5,-20,14.7059,"research_candidate"
BTC,25,40,70,2,1053,1053,564,489,0,53.5613,7.1225,75,0.5356,3.0024,50.5414,2.3113,99.5789,-5.8754,-1.0843,5.7857,14,10,7,5,-36.3636,22.5,"research_candidate"
BTC,25,40,75,2,856,856,459,397,0,53.6215,7.243,62,0.5362,3.1183,50.272,2.1191,105.8429,-6.1863,-0.8965,4.7033,12,8,7,5,-40,20,"research_candidate"
BTC,25,40,80,2,721,721,387,334,0,53.6755,7.3509,53,0.5368,3.222,50.0257,1.9738,111.1878,-8.0728,-1.1877,3.9615,12,8,6,5,-6.3063,26.087,"research_candidate"
BTC,25,40,85,2,594,594,317,277,0,53.367,6.734,40,0.5337,2.6289,49.3464,1.6412,117.3181,-7.1477,-0.9578,3.2637,13,11,5,4,-5.618,14.2857,"watch_only"
BTC,25,40,90,2,503,503,260,243,0,51.6899,3.3797,17,0.5169,-0.5964,47.3265,0.758,122.7548,-6.8228,-0.9598,2.7637,13,8,5,4,-4,14.2857,"watch_only"
BTC,25,40,95,2,431,431,216,215,0,50.116,0.232,1,0.5012,-3.6231,45.4154,0.0482,127.8622,-7.5562,-1.5328,2.3681,15,7,5,3,-3.3333,9.0909,"insufficient_sample"
BTC,25,40,100,2,367,367,183,184,0,49.8638,-0.2725,-1,0.4986,-4.1082,44.7762,-0.0522,133.2325,-7.8159,-1.0696,2.0165,14,8,4,1,-4.3478,13.5802,"insufficient_sample"
BTC,25,30,0,1,52416,52276,26789,25487,140,51.2453,2.484,1302,0.5125,-1.4513,50.8167,5.6946,12.9378,-0.1748,-0.0515,288,112,12,7,7,0.7953,3.9539,"watch_only"
BTC,25,30,5,2,34870,34846,18059,16787,24,51.8252,3.6478,1272,0.5183,-0.3362,51.3004,6.8141,18.2479,-0.2921,-0.0118,191.5934,93,13,7,7,1.0128,8.4978,"research_candidate"
BTC,25,30,10,2,22328,22321,11743,10578,7,52.6097,5.2177,1165,0.5261,1.1724,51.9542,7.7977,24.3903,-0.5338,0.0092,122.6813,80,11,7,7,2.618,11.0397,"research_candidate"
BTC,25,30,15,2,14620,14616,7816,6800,4,53.4756,6.9494,1016,0.5348,2.8378,52.6662,8.4039,30.7556,-0.9936,0.0376,80.3297,81,11,7,7,3.8847,11.4228,"research_candidate"
BTC,25,30,20,2,9738,9735,5274,4461,3,54.1757,8.3487,813,0.5418,4.184,53.1844,8.2399,37.4959,-1.3733,0.1256,53.5055,47,11,7,7,4.7663,11.6279,"research_candidate"
BTC,25,30,25,2,6846,6846,3736,3110,0,54.572,9.144,626,0.5457,4.9462,53.3903,7.5658,43.8827,-1.7377,0.1385,37.6154,22,9,7,7,6.4039,11.9522,"research_candidate"
BTC,25,30,30,2,4944,4944,2733,2211,0,55.2791,10.5583,522,0.5528,6.306,53.8896,7.4239,50.2586,-2.1919,-0.0632,27.1648,17,9,7,7,6.9272,14.4654,"research_candidate"
BTC,25,30,35,2,3650,3650,2025,1625,0,55.4795,10.9589,400,0.5548,6.6913,53.8622,6.6208,56.6182,-2.5731,-0.3858,20.0549,18,9,7,7,7.0707,16.0976,"research_candidate"
BTC,25,30,40,2,2770,2770,1545,1225,0,55.7762,11.5523,320,0.5578,7.2619,53.9199,6.0801,62.7366,-2.5832,-0.5538,15.2198,20,9,7,6,-2.7027,14.7368,"research_candidate"
BTC,25,30,45,2,2113,2113,1172,941,0,55.4662,10.9323,231,0.5547,6.6657,53.339,5.0253,69.0466,-2.9171,-0.6029,11.6099,18,11,7,6,-14.2857,15.912,"research_candidate"
BTC,25,30,50,2,1649,1649,925,724,0,56.0946,12.1892,201,0.5609,7.8742,53.6879,4.9498,75.1544,-3.8318,-0.6364,9.0604,15,9,7,6,-18.9189,19.7674,"research_candidate"
BTC,25,30,55,2,1312,1312,717,595,0,54.6494,9.2988,122,0.5465,5.095,51.9459,3.3682,80.9814,-3.7041,-1.3896,7.2088,12,11,7,6,-21.4286,17.1171,"research_candidate"
BTC,25,30,60,2,1049,1049,574,475,0,54.7188,9.4376,99,0.5472,5.2284,51.6947,3.0567,86.8931,-4.5481,-1.2881,5.7637,15,9,7,5,-30,26.1905,"research_candidate"
BTC,25,30,65,2,864,864,472,392,0,54.6296,9.2593,80,0.5463,5.057,51.2967,2.7217,92.1533,-5.8157,-1.4387,4.7473,11,9,6,5,0,24.5902,"research_candidate"
BTC,25,30,70,2,707,707,385,322,0,54.4554,8.9109,63,0.5446,4.722,50.7702,2.3694,97.673,-4.9043,-1.2265,3.8846,11,7,6,5,-0.9901,27.2727,"research_candidate"
BTC,25,30,75,2,588,588,312,276,0,53.0612,6.1224,36,0.5306,2.0408,49.0205,1.4846,102.7403,-5.2662,-1.9675,3.2308,11,11,6,5,-4.7619,13.7931,"watch_only"
BTC,25,30,80,2,480,480,252,228,0,52.5,5,24,0.525,0.9615,48.0304,1.0954,108.4707,-7.4365,-1.8364,2.6374,9,9,5,4,0,10,"insufficient_sample"
BTC,25,30,85,2,392,392,200,192,0,51.0204,2.0408,8,0.5102,-1.8838,46.0859,0.4041,114.33,-7.0047,-2.5709,2.1538,11,7,5,4,-1.1111,11.3924,"insufficient_sample"
BTC,25,30,90,2,325,325,167,158,0,51.3846,2.7692,9,0.5138,-1.1834,45.9663,0.4992,119.8493,-5.5088,-1.0953,1.7857,12,9,4,3,-3.3113,17.6471,"insufficient_sample"
BTC,25,30,95,2,276,276,142,134,0,51.4493,2.8986,8,0.5145,-1.0591,45.5735,0.4815,124.7507,-4.7831,-1.0035,1.5165,16,8,4,3,-7.6923,17.6471,"insufficient_sample"
BTC,25,30,100,2,232,232,124,108,0,53.4483,6.8966,16,0.5345,2.7851,47.0257,1.0505,129.9559,-0.6167,-0.1636,1.2747,11,8,4,3,-3.5714,23.4043,"insufficient_sample"
BTC,25,20,0,1,52416,52276,26608,25668,140,50.8991,1.7933,940,0.509,-2.1172,50.4705,4.1113,10.598,-0.1148,-0.0515,288,157,12,7,6,-0.1568,3.807,"watch_only"
