sampled_at_utc,seconds_after_start,seconds_to_close,binance_price_usd,btc_move_from_start_bps,up_best_bid,up_best_ask,up_mid,up_price_proxy,up_book_source,up_book_age_ms,down_best_bid,down_best_ask,down_mid,down_price_proxy,down_book_source,down_book_age_ms
"2026-05-21T14:23:20.8466200+00:00",200.8466208,99.1533792,76938.52,10.18602208,0.49,0.54,0.515,0.515,"websocket_cache",198.5532,0.46,0.51,0.485,0.485,"websocket_cache",64.4424
"2026-05-21T14:23:26.2961750+00:00",206.2961756,93.7038244,76942.3,10.67782389,0.6,0.61,0.605,0.605,"websocket_cache",921.5498,0.39,0.4,0.395,0.395,"websocket_cache",839.5074
"2026-05-21T14:23:31.6522770+00:00",211.6522778,88.3477222,76922.01,8.0379671,0.61,0.62,0.615,0.615,"websocket_cache",1929.3475,0.38,0.39,0.385,0.385,"websocket_cache",1854.8623
"2026-05-21T14:23:36.9413510+00:00",216.9413515,83.0586485,76905.58,5.90032062,0.49,0.5,0.495,0.495,"websocket_cache",1163.4672,0.5,0.51,0.505,0.505,"websocket_cache",1079.9178
"2026-05-21T14:23:42.3297340+00:00",222.3297349,77.6702651,76907,6.08507156,0.45,0.46,0.455,0.455,"websocket_cache",562.4091,0.54,0.57,0.555,0.555,"websocket_cache",487.9044
"2026-05-21T14:23:47.6817230+00:00",227.6817233,72.3182767,76916.17,7.27814632,0.53,0.54,0.535,0.535,"websocket_cache",1192.9268,0.46,0.47,0.465,0.465,"websocket_cache",1121.5659
"2026-05-21T14:23:52.8765010+00:00",232.8765011,67.1234989,76907.01,6.08637263,0.37,0.38,0.375,0.375,"websocket_cache",109.7641,0.62,0.63,0.625,0.625,"websocket_cache",18.7871
"2026-05-21T14:23:58.1808810+00:00",238.1808817,61.8191183,76907.01,6.08637263,0.37,0.4,0.385,0.385,"websocket_cache",1252.5705,0.6,0.63,0.615,0.615,"websocket_cache",1178.0271
"2026-05-21T14:24:03.6182800+00:00",243.6182807,56.3817193,76913.77,6.9658912,0.44,0.45,0.445,0.445,"websocket_cache",1690.2603,0.56,0.59,0.575,0.575,"websocket_cache",1125.4258
"2026-05-21T14:24:09.0981290+00:00",249.0981298,50.9018702,76913.77,6.9658912,0.48,0.49,0.485,0.485,"websocket_cache",1937.2104,0.51,0.52,0.515,0.515,"websocket_cache",1840.0898
"2026-05-21T14:24:14.4683770+00:00",254.468377,45.531623,76927.88,8.80169107,0.52,0.54,0.53,0.53,"websocket_cache",1287.2565,0.47,0.48,0.475,0.475,"websocket_cache",1155.2594
"2026-05-21T14:24:19.6915870+00:00",259.6915876,40.3084124,76939.18,10.27189224,0.73,0.74,0.735,0.735,"websocket_cache",816.6015,0.24,0.26,0.25,0.25,"websocket_cache",726.8129
"2026-05-21T14:24:24.9842130+00:00",264.9842131,35.0157869,76961.39,13.16155312,0.83,0.84,0.835,0.835,"websocket_cache",156.4722,0.16,0.17,0.165,0.165,"websocket_cache",63.5453
"2026-05-21T14:24:30.3953120+00:00",270.3953122,29.6046878,76964.45,13.55967839,0.92,0.93,0.925,0.925,"websocket_cache",915.74,0.07,0.08,0.075,0.075,"websocket_cache",831.0032
"2026-05-21T14:24:35.7413240+00:00",275.7413246,24.2586754,76948.66,11.50529995,0.95,0.98,0.965,0.965,"websocket_cache",483.4515,0.02,0.06,0.04,0.04,"websocket_cache",405.8146
"2026-05-21T14:24:41.2380310+00:00",281.2380311,18.7619689,76931.48,9.27007374,0.87,0.88,0.875,0.875,"websocket_cache",1421.1134,0.12,0.13,0.125,0.125,"websocket_cache",1343.5382
"2026-05-21T14:24:46.6250760+00:00",286.6250763,13.3749237,76935.5,9.79310106,0.93,0.97,0.95,0.95,"websocket_cache",463.8199,0.04,0.05,0.045,0.045,"websocket_cache",385.1796
"2026-05-21T14:24:51.8485490+00:00",291.8485495,8.1514505,76941.97,10.63488881,0.95,0.98,0.965,0.965,"websocket_cache",1844.6115,0.02,0.05,0.035,0.035,"websocket_cache",1774.5315
"2026-05-21T14:24:57.1501330+00:00",297.1501336,2.8498664,76936.93,9.97915307,0.95,0.98,0.965,0.965,"websocket_cache",1208.3561,0.02,0.05,0.035,0.035,"websocket_cache",1126.0666
