asset,strategy_name,trigger_side,target_outcome,threshold,markets_evaluated,betting_episodes,entries,settled_entries,flat_entries,wins,losses,win_rate_pct,total_stake_units,settled_stake_units,pnl_units,roi_pct,avg_stake_units,max_multiplier,above_10_multiplier_entries,max_drawdown_units,active_days,positive_days,negative_days,flat_days,first_entry_utc,last_entry_utc
"BTC","BTC Up or Down 5m 1 Diff Down Progress","Down","Up",1,52230,1228,24157,24117,40,12111,12006,50.21768877,212011,211564,1776,0.83946229,8.77637952,49,7658,1571,166,135,31,0,"2025-12-29T00:20:00.0000000+00:00","2026-06-27T06:35:00.0000000+00:00"
"BTC","BTC Up or Down 5m 2 Diff Down Progress","Down","Up",2,52230,1076,21934,21897,37,10967,10930,50.08448646,187854,187447,1671,0.89145198,8.56451172,48,6586,1455,156,127,27,2,"2025-12-29T10:35:00.0000000+00:00","2026-06-27T06:30:00.0000000+00:00"
"BTC","BTC Up or Down 5m 3 Diff Down Progress","Down","Up",3,52230,1017,19912,19877,35,9971,9906,50.16350556,165920,165550,1634,0.98701299,8.33266372,47,5625,1348,148,122,26,0,"2025-12-29T10:40:00.0000000+00:00","2026-06-27T06:15:00.0000000+00:00"
"BTC","BTC Up or Down 5m 4 Diff Down Progress","Down","Up",4,52230,950,18014,17982,32,9027,8955,50.2002002,146008,145673,1569,1.07706988,8.10525147,46,4781,1242,140,113,27,0,"2025-12-29T11:05:00.0000000+00:00","2026-06-27T05:30:00.0000000+00:00"
"BTC","BTC Up or Down 5m 5 Diff Down Progress","Down","Up",5,52230,863,16268,16238,30,8147,8091,50.17243503,127994,127691,1497,1.1723614,7.8678387,45,4095,1143,128,103,25,0,"2025-12-29T13:50:00.0000000+00:00","2026-06-26T22:40:00.0000000+00:00"
"BTC","BTC Up or Down 5m 6 Diff Down Progress","Down","Up",6,52230,829,14645,14615,30,7353,7262,50.31132398,111726,111453,1441,1.29292168,7.62895186,44,3563,1056,121,97,24,0,"2025-12-29T14:25:00.0000000+00:00","2026-06-26T22:35:00.0000000+00:00"
"BTC","BTC Up or Down 5m 7 Diff Down Progress","Down","Up",7,52230,787,13087,13059,28,6588,6471,50.44796692,97081,96838,1350,1.39408084,7.41812486,43,3104,976,112,87,23,2,"2025-12-29T20:00:00.0000000+00:00","2026-06-26T22:30:00.0000000+00:00"
"BTC","BTC Up or Down 5m 8 Diff Down Progress","Down","Up",8,52230,722,11636,11609,27,5860,5749,50.47807735,83994,83779,1233,1.47172919,7.21845995,42,2685,894,106,84,22,0,"2025-12-29T20:35:00.0000000+00:00","2026-06-26T22:05:00.0000000+00:00"
"BTC","BTC Up or Down 5m 9 Diff Down Progress","Down","Up",9,52230,737,10228,10204,24,5194,5010,50.90160721,72358,72170,1122,1.5546626,7.07450137,41,2310,817,97,77,19,1,"2025-12-29T20:40:00.0000000+00:00","2026-06-26T21:30:00.0000000+00:00"
"BTC","BTC Up or Down 5m 10 Diff Down Progress","Down","Up",10,52230,666,8878,8854,24,4511,4343,50.94872374,62130,61966,938,1.51373334,6.99819779,40,1950,746,90,71,18,1,"2025-12-29T20:45:00.0000000+00:00","2026-06-26T21:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 11 Diff Down Progress","Down","Up",11,52230,598,7658,7636,22,3895,3741,51.00838135,53252,53112,770,1.44976653,6.95377383,39,1630,680,86,70,16,0,"2025-12-29T20:50:00.0000000+00:00","2026-06-26T21:20:00.0000000+00:00"
"BTC","BTC Up or Down 5m 12 Diff Down Progress","Down","Up",12,52230,515,6586,6565,21,3342,3223,50.9063214,45594,45476,616,1.35456065,6.92286669,38,1386,627,77,62,15,0,"2026-01-06T08:25:00.0000000+00:00","2026-06-26T21:05:00.0000000+00:00"
"BTC","BTC Up or Down 5m 1 Diff Up Progress","Up","Down",1,52230,1186,20493,20448,45,10283,10165,50.28853678,172292,171880,598,0.34791715,8.40735861,46,5926,1329,164,133,31,0,"2025-12-29T00:40:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 13 Diff Down Progress","Down","Up",13,52230,478,5625,5608,17,2868,2740,51.14122682,39008,38911,497,1.27727378,6.93475556,37,1197,589,70,55,14,1,"2026-01-06T08:40:00.0000000+00:00","2026-06-26T20:10:00.0000000+00:00"
"BTC","BTC Up or Down 5m 2 Diff Up Progress","Up","Down",2,52230,1115,18269,18229,40,9180,9049,50.35931757,151799,151432,480,0.31697396,8.30910285,45,5189,1309,148,118,30,0,"2025-12-29T00:45:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 14 Diff Down Progress","Down","Up",14,52230,399,4781,4767,14,2426,2341,50.89154605,33383,33303,369,1.10800829,6.98243045,36,1047,552,67,54,13,0,"2026-01-06T08:45:00.0000000+00:00","2026-06-25T21:00:00.0000000+00:00"
"BTC","BTC Up or Down 5m 3 Diff Up Progress","Up","Down",3,52230,969,16256,16217,39,8142,8075,50.20657335,133530,133203,349,0.26200611,8.21419783,44,4528,1296,137,107,30,0,"2025-12-29T00:50:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 15 Diff Down Progress","Down","Up",15,52230,316,4095,4084,11,2062,2022,50.48971596,28602,28536,284,0.99523409,6.98461538,35,902,522,63,52,10,1,"2026-01-06T08:50:00.0000000+00:00","2026-06-25T20:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 4 Diff Up Progress","Up","Down",4,52230,896,14457,14424,33,7245,7179,50.22878536,117274,116986,282,0.24105449,8.1119181,43,3952,1264,130,101,29,0,"2025-12-29T02:05:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 16 Diff Down Progress","Down","Up",16,52230,246,3563,3553,10,1777,1776,50.01407261,24507,24452,244,0.99787338,6.87819253,34,767,492,54,45,9,0,"2026-01-06T16:50:00.0000000+00:00","2026-06-24T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 17 Diff Down Progress","Down","Up",17,52230,238,3104,3094,10,1559,1535,50.38784745,20944,20899,243,1.16273506,6.74742268,33,642,462,45,38,7,0,"2026-01-06T22:45:00.0000000+00:00","2026-06-24T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 18 Diff Down Progress","Down","Up",18,52230,206,2685,2675,10,1346,1329,50.31775701,17840,17805,219,1.22999158,6.6443203,32,538,432,40,34,6,0,"2026-01-17T07:10:00.0000000+00:00","2026-06-24T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 5 Diff Up Progress","Up","Down",5,52230,776,12852,12820,32,6418,6402,50.0624025,102817,102562,216,0.21060432,8.00007781,42,3440,1246,118,91,25,2,"2025-12-29T02:10:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 19 Diff Down Progress","Down","Up",19,52230,191,2310,2300,10,1163,1137,50.56521739,15155,15130,202,1.33509584,6.56060606,31,463,404,39,33,6,0,"2026-01-17T07:15:00.0000000+00:00","2026-06-24T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 6 Diff Up Progress","Up","Down",6,52230,719,11424,11392,32,5710,5682,50.12289326,89965,89742,200,0.22286109,7.87508754,41,3002,1218,111,87,23,1,"2025-12-29T02:15:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 20 Diff Down Progress","Down","Up",20,52230,185,1950,1944,6,993,951,51.08024691,12845,12830,176,1.37178488,6.58717949,30,396,377,36,31,5,0,"2026-01-17T07:50:00.0000000+00:00","2026-06-24T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 7 Diff Up Progress","Up","Down",7,52230,644,10117,10088,29,5055,5033,50.10904044,78541,78350,172,0.21952776,7.76326974,40,2635,1169,103,81,21,1,"2025-12-29T03:40:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 8 Diff Up Progress","Up","Down",8,52230,603,8922,8899,23,4469,4430,50.21912574,68424,68262,150,0.21974158,7.66913248,39,2313,1104,96,79,16,1,"2025-12-29T03:45:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 21 Diff Down Progress","Down","Up",21,52230,148,1630,1626,4,825,801,50.73800738,10895,10886,134,1.23093882,6.68404908,29,344,350,34,29,5,0,"2026-01-17T10:55:00.0000000+00:00","2026-06-24T23:50:00.0000000+00:00"
"BTC","BTC Up or Down 5m 25 Diff Down Progress","Down","Up",25,52230,81,902,902,0,458,444,50.77605322,5635,5635,119,2.11180124,6.24722838,25,168,246,19,16,3,0,"2026-01-24T21:05:00.0000000+00:00","2026-06-24T19:20:00.0000000+00:00"
"BTC","BTC Up or Down 5m 24 Diff Down Progress","Down","Up",24,52230,72,1047,1046,1,519,527,49.61759082,6682,6681,111,1.66142793,6.38204394,26,204,271,22,18,3,1,"2026-01-24T21:00:00.0000000+00:00","2026-06-24T19:45:00.0000000+00:00"
"BTC","BTC Up or Down 5m 9 Diff Up Progress","Up","Down",9,52230,557,7808,7789,19,3920,3869,50.32738477,59502,59363,111,0.18698516,7.62064549,38,2019,1063,84,68,16,0,"2025-12-29T04:00:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 22 Diff Down Progress","Down","Up",22,52230,109,1386,1383,3,692,691,50.03615329,9265,9260,110,1.18790497,6.68470418,28,299,323,28,23,5,0,"2026-01-17T11:00:00.0000000+00:00","2026-06-24T19:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 29 Diff Up Progress","Up","Down",29,52230,41,491,490,1,248,242,50.6122449,2624,2617,109,4.16507451,5.34419552,18,66,123,10,8,2,0,"2025-12-30T14:00:00.0000000+00:00","2026-06-13T21:50:00.0000000+00:00"
"BTC","BTC Up or Down 5m 23 Diff Down Progress","Down","Up",23,52230,89,1197,1196,1,597,599,49.91638796,7879,7877,109,1.38377555,6.58228906,27,249,296,25,20,4,1,"2026-01-24T16:20:00.0000000+00:00","2026-06-24T19:50:00.0000000+00:00"
"BTC","BTC Up or Down 5m 28 Diff Up Progress","Up","Down",28,52230,42,568,567,1,283,284,49.91181658,3192,3184,108,3.3919598,5.61971831,19,87,140,10,8,2,0,"2025-12-30T13:55:00.0000000+00:00","2026-06-13T21:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 26 Diff Down Progress","Down","Up",26,52230,63,767,767,0,386,381,50.32594524,4733,4733,105,2.21846609,6.17079531,24,145,223,18,15,3,0,"2026-01-24T21:10:00.0000000+00:00","2026-06-24T18:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 30 Diff Up Progress","Up","Down",30,52230,47,409,408,1,213,195,52.20588235,2133,2127,103,4.84250118,5.21515892,17,53,111,10,8,2,0,"2025-12-30T14:15:00.0000000+00:00","2026-06-13T21:45:00.0000000+00:00"
"BTC","BTC Up or Down 5m 27 Diff Up Progress","Up","Down",27,52230,45,648,647,1,320,327,49.45904173,3840,3831,101,2.63638737,5.92592593,20,110,173,12,8,2,2,"2025-12-30T10:10:00.0000000+00:00","2026-06-13T22:30:00.0000000+00:00"
"BTC","BTC Up or Down 5m 27 Diff Down Progress","Down","Up",27,52230,69,642,642,0,332,310,51.71339564,3966,3966,100,2.52143217,6.17757009,23,126,203,16,14,2,0,"2026-01-24T22:45:00.0000000+00:00","2026-06-24T18:50:00.0000000+00:00"
"BTC","BTC Up or Down 5m 20 Diff Up Progress","Up","Down",20,52230,147,1738,1734,4,875,859,50.46136101,11897,11871,93,0.78342178,6.8452244,27,409,430,27,19,7,1,"2025-12-30T07:55:00.0000000+00:00","2026-06-13T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 19 Diff Up Progress","Up","Down",19,52230,152,2019,2015,4,1007,1008,49.9751861,13916,13886,92,0.66253781,6.89252105,28,491,487,32,23,8,1,"2025-12-30T07:50:00.0000000+00:00","2026-06-13T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 26 Diff Up Progress","Up","Down",26,52230,48,733,732,1,360,372,49.18032787,4573,4563,89,1.95047118,6.23874488,21,133,209,14,11,3,0,"2025-12-30T10:05:00.0000000+00:00","2026-06-13T22:45:00.0000000+00:00"
"BTC","BTC Up or Down 5m 31 Diff Up Progress","Up","Down",31,52230,42,324,323,1,171,152,52.94117647,1724,1719,85,4.94473531,5.32098765,16,45,99,10,9,1,0,"2025-12-30T14:20:00.0000000+00:00","2026-06-13T19:50:00.0000000+00:00"
"BTC","BTC Up or Down 5m 28 Diff Down Progress","Down","Up",28,52230,42,538,538,0,270,268,50.18587361,3324,3324,78,2.3465704,6.17843866,22,102,190,13,11,2,0,"2026-01-28T18:45:00.0000000+00:00","2026-06-24T17:45:00.0000000+00:00"
"BTC","BTC Up or Down 5m 21 Diff Up Progress","Up","Down",21,52230,130,1475,1472,3,744,728,50.54347826,10159,10137,77,0.75959357,6.88745763,26,324,382,24,17,7,0,"2025-12-30T08:10:00.0000000+00:00","2026-06-13T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 29 Diff Down Progress","Down","Up",29,52230,39,463,463,0,234,229,50.5399568,2786,2786,76,2.72792534,6.01727862,21,77,177,9,7,2,0,"2026-01-28T18:50:00.0000000+00:00","2026-06-05T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 18 Diff Up Progress","Up","Down",18,52230,162,2313,2309,4,1146,1163,49.63187527,16229,16195,75,0.4631059,7.01642888,29,568,545,37,27,9,1,"2025-12-30T07:45:00.0000000+00:00","2026-06-21T20:10:00.0000000+00:00"
"BTC","BTC Up or Down 5m 25 Diff Up Progress","Up","Down",25,52230,51,824,823,1,403,420,48.9671932,5397,5386,72,1.33679911,6.54975728,22,160,242,17,12,5,0,"2025-12-30T10:00:00.0000000+00:00","2026-06-13T22:50:00.0000000+00:00"
"BTC","BTC Up or Down 5m 30 Diff Down Progress","Down","Up",30,52230,34,396,396,0,201,195,50.75757576,2323,2323,71,3.0563926,5.86616162,20,58,164,9,7,2,0,"2026-01-28T18:55:00.0000000+00:00","2026-06-05T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 32 Diff Up Progress","Up","Down",32,52230,30,256,255,1,133,122,52.15686275,1400,1396,66,4.7277937,5.46875,15,38,87,8,7,1,0,"2025-12-30T14:25:00.0000000+00:00","2026-05-31T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 31 Diff Down Progress","Down","Up",31,52230,23,344,344,0,173,171,50.29069767,1927,1927,65,3.37311884,5.60174419,19,44,151,8,7,1,0,"2026-01-28T19:40:00.0000000+00:00","2026-06-05T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 24 Diff Up Progress","Up","Down",24,52230,71,939,937,2,465,472,49.62646745,6336,6323,65,1.02799304,6.74760383,23,182,270,18,13,5,0,"2025-12-30T09:55:00.0000000+00:00","2026-06-13T22:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 32 Diff Down Progress","Down","Up",32,52230,27,299,299,0,155,144,51.83946488,1583,1583,63,3.97978522,5.29431438,18,32,138,6,5,1,0,"2026-01-28T19:45:00.0000000+00:00","2026-06-05T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 23 Diff Up Progress","Up","Down",23,52230,85,1087,1084,3,541,543,49.90774908,7423,7407,63,0.85054678,6.82888684,24,209,301,21,15,6,0,"2025-12-30T08:20:00.0000000+00:00","2026-06-13T23:20:00.0000000+00:00"
"BTC","BTC Up or Down 5m 22 Diff Up Progress","Up","Down",22,52230,98,1261,1258,3,628,630,49.92050874,8684,8665,61,0.70398153,6.88659794,25,256,338,23,16,7,0,"2025-12-30T08:15:00.0000000+00:00","2026-06-13T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 10 Diff Up Progress","Up","Down",10,52230,504,6793,6775,18,3412,3363,50.36162362,51694,51574,60,0.11633769,7.60989254,37,1738,1007,78,62,16,0,"2025-12-29T04:35:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 33 Diff Up Progress","Up","Down",33,52230,19,209,208,1,106,102,50.96153846,1144,1141,55,4.82033304,5.47368421,14,30,75,8,7,1,0,"2025-12-30T15:00:00.0000000+00:00","2026-05-31T23:10:00.0000000+00:00"
"BTC","BTC Up or Down 5m 35 Diff Up Progress","Up","Down",35,52230,14,160,159,1,81,78,50.94339623,753,752,54,7.18085106,4.70625,12,9,52,4,4,0,0,"2025-12-30T15:50:00.0000000+00:00","2026-04-17T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 17 Diff Up Progress","Up","Down",17,52230,183,2635,2630,5,1304,1326,49.58174905,18864,18825,53,0.2815405,7.15901328,30,648,602,44,35,9,0,"2025-12-30T07:40:00.0000000+00:00","2026-06-21T23:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 33 Diff Down Progress","Down","Up",33,52230,25,249,249,0,130,119,52.20883534,1284,1284,52,4.04984424,5.15662651,17,23,125,5,4,1,0,"2026-01-28T22:40:00.0000000+00:00","2026-06-05T23:50:00.0000000+00:00"
"BTC","BTC Up or Down 5m 36 Diff Up Progress","Up","Down",36,52230,14,133,133,0,69,64,51.87969925,593,593,51,8.60033727,4.45864662,11,3,44,4,4,0,0,"2025-12-30T15:55:00.0000000+00:00","2026-04-17T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 34 Diff Up Progress","Up","Down",34,52230,10,182,181,1,89,92,49.17127072,935,933,51,5.46623794,5.13736264,13,19,63,6,6,0,0,"2025-12-30T15:15:00.0000000+00:00","2026-05-31T23:05:00.0000000+00:00"
"BTC","BTC Up or Down 5m 37 Diff Up Progress","Up","Down",37,52230,11,110,110,0,57,53,51.81818182,460,460,46,10,4.18181818,10,0,36,2,2,0,0,"2026-03-14T22:00:00.0000000+00:00","2026-04-17T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 38 Diff Up Progress","Up","Down",38,52230,13,87,87,0,48,39,55.17241379,350,350,42,12,4.02298851,9,0,28,2,2,0,0,"2026-03-14T23:40:00.0000000+00:00","2026-04-17T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 34 Diff Down Progress","Down","Up",34,52230,22,204,204,0,107,97,52.45098039,1035,1035,41,3.96135266,5.07352941,16,18,112,5,4,1,0,"2026-01-28T23:55:00.0000000+00:00","2026-06-05T23:45:00.0000000+00:00"
"BTC","BTC Up or Down 5m 39 Diff Up Progress","Up","Down",39,52230,9,66,66,0,36,30,54.54545455,263,263,33,12.54752852,3.98484848,8,0,20,1,1,0,0,"2026-04-17T14:00:00.0000000+00:00","2026-04-17T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 35 Diff Down Progress","Down","Up",35,52230,15,168,168,0,86,82,51.19047619,831,831,31,3.73044525,4.94642857,15,14,99,4,3,1,0,"2026-02-23T19:40:00.0000000+00:00","2026-06-05T23:40:00.0000000+00:00"
"BTC","BTC Up or Down 5m 16 Diff Up Progress","Up","Down",16,52230,209,3002,2996,6,1487,1509,49.63284379,21866,21821,31,0.14206498,7.28381079,31,733,659,49,39,10,0,"2025-12-30T06:45:00.0000000+00:00","2026-06-25T09:45:00.0000000+00:00"
"BTC","BTC Up or Down 5m 37 Diff Down Progress","Down","Up",37,52230,11,126,126,0,64,62,50.79365079,518,518,28,5.40540541,4.11111111,13,8,73,2,2,0,0,"2026-03-19T14:30:00.0000000+00:00","2026-06-02T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 40 Diff Up Progress","Up","Down",40,52230,5,53,53,0,28,25,52.83018868,197,197,27,13.70558376,3.71698113,7,0,15,1,1,0,0,"2026-04-17T14:45:00.0000000+00:00","2026-04-17T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 36 Diff Down Progress","Down","Up",36,52230,9,145,145,0,72,73,49.65517241,663,663,27,4.07239819,4.57241379,14,11,86,3,3,0,0,"2026-03-19T14:25:00.0000000+00:00","2026-06-05T23:35:00.0000000+00:00"
"BTC","BTC Up or Down 5m 38 Diff Down Progress","Down","Up",38,52230,14,102,102,0,54,48,52.94117647,392,392,26,6.63265306,3.84313725,12,4,61,2,2,0,0,"2026-03-19T15:25:00.0000000+00:00","2026-06-02T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 15 Diff Up Progress","Up","Down",15,52230,254,3440,3431,9,1713,1718,49.92713495,25306,25252,26,0.10296214,7.35639535,32,824,711,51,39,12,0,"2025-12-30T06:40:00.0000000+00:00","2026-06-28T08:00:00.0000000+00:00"
"BTC","BTC Up or Down 5m 41 Diff Up Progress","Up","Down",41,52230,4,45,45,0,24,21,53.33333333,144,144,24,16.66666667,3.2,6,0,12,1,1,0,0,"2026-04-17T15:20:00.0000000+00:00","2026-04-17T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 42 Diff Up Progress","Up","Down",42,52230,4,38,38,0,21,17,55.26315789,99,99,21,21.21212121,2.60526316,5,0,9,1,1,0,0,"2026-04-17T20:05:00.0000000+00:00","2026-04-17T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 39 Diff Down Progress","Down","Up",39,52230,12,77,77,0,41,36,53.24675325,290,290,20,6.89655172,3.76623377,11,1,51,2,2,0,0,"2026-03-19T15:30:00.0000000+00:00","2026-06-02T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 14 Diff Up Progress","Up","Down",14,52230,287,3952,3942,10,1968,1974,49.9238965,29258,29194,20,0.06850723,7.40334008,33,939,759,58,46,12,0,"2025-12-30T06:35:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 12 Diff Up Progress","Up","Down",12,52230,372,5189,5176,13,2590,2586,50.03863988,38975,38888,18,0.04628677,7.51108113,35,1261,888,65,52,13,0,"2025-12-30T06:15:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 43 Diff Up Progress","Up","Down",43,52230,4,30,30,0,17,13,56.66666667,61,61,17,27.86885246,2.03333333,4,0,6,1,1,0,0,"2026-04-17T20:10:00.0000000+00:00","2026-04-17T23:50:00.0000000+00:00"
"BTC","BTC Up or Down 5m 40 Diff Down Progress","Down","Up",40,52230,8,58,58,0,30,28,51.72413793,213,213,15,7.04225352,3.67241379,10,0,41,1,1,0,0,"2026-06-02T15:35:00.0000000+00:00","2026-06-02T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 13 Diff Up Progress","Up","Down",13,52230,321,4528,4518,10,2256,2262,49.93359894,33786,33712,14,0.04152824,7.46157244,34,1087,823,60,47,13,0,"2025-12-30T06:20:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 44 Diff Up Progress","Up","Down",44,52230,7,19,19,0,13,6,68.42105263,31,31,13,41.93548387,1.63157895,3,0,3,1,1,0,0,"2026-04-17T21:05:00.0000000+00:00","2026-04-17T23:05:00.0000000+00:00"
"BTC","BTC Up or Down 5m 41 Diff Down Progress","Down","Up",41,52230,7,44,44,0,23,21,52.27272727,155,155,13,8.38709677,3.52272727,9,0,32,1,1,0,0,"2026-06-02T15:40:00.0000000+00:00","2026-06-02T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 42 Diff Down Progress","Down","Up",42,52230,6,32,32,0,17,15,53.125,111,111,11,9.90990991,3.46875,8,0,25,1,1,0,0,"2026-06-02T15:55:00.0000000+00:00","2026-06-02T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 11 Diff Up Progress","Up","Down",11,52230,401,5926,5911,15,2952,2959,49.94078836,44901,44799,11,0.02455412,7.57694904,36,1475,945,72,57,14,1,"2025-12-29T04:40:00.0000000+00:00","2026-06-28T08:25:00.0000000+00:00"
"BTC","BTC Up or Down 5m 43 Diff Down Progress","Down","Up",43,52230,4,23,23,0,12,11,52.17391304,79,79,9,11.39240506,3.43478261,7,0,18,1,1,0,0,"2026-06-02T19:30:00.0000000+00:00","2026-06-02T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 45 Diff Down Progress","Down","Up",45,52230,2,14,14,0,8,6,57.14285714,38,38,8,21.05263158,2.71428571,5,0,9,1,1,0,0,"2026-06-02T22:40:00.0000000+00:00","2026-06-02T23:50:00.0000000+00:00"
"BTC","BTC Up or Down 5m 44 Diff Down Progress","Down","Up",44,52230,2,18,18,0,9,9,50,56,56,8,14.28571429,3.11111111,6,0,13,1,1,0,0,"2026-06-02T19:35:00.0000000+00:00","2026-06-02T23:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 45 Diff Up Progress","Up","Down",45,52230,3,9,9,0,6,3,66.66666667,12,12,6,50,1.33333333,2,0,1,1,1,0,0,"2026-04-17T21:30:00.0000000+00:00","2026-04-17T23:00:00.0000000+00:00"
"BTC","BTC Up or Down 5m 46 Diff Down Progress","Down","Up",46,52230,1,11,11,0,6,5,54.54545455,24,24,6,25,2.18181818,4,0,6,1,1,0,0,"2026-06-02T22:55:00.0000000+00:00","2026-06-02T23:45:00.0000000+00:00"
"BTC","BTC Up or Down 5m 47 Diff Down Progress","Down","Up",47,52230,2,8,8,0,5,3,62.5,13,13,5,38.46153846,1.625,3,0,3,1,1,0,0,"2026-06-02T23:00:00.0000000+00:00","2026-06-02T23:40:00.0000000+00:00"
"BTC","BTC Up or Down 5m 46 Diff Up Progress","Up","Down",46,52230,3,3,3,0,3,0,100,3,3,3,100,1,1,0,0,1,1,0,0,"2026-04-17T22:35:00.0000000+00:00","2026-04-17T22:55:00.0000000+00:00"
"BTC","BTC Up or Down 5m 48 Diff Down Progress","Down","Up",48,52230,2,4,4,0,3,1,75,5,5,3,60,1.25,2,0,1,1,1,0,0,"2026-06-02T23:05:00.0000000+00:00","2026-06-02T23:35:00.0000000+00:00"
"BTC","BTC Up or Down 5m 49 Diff Down Progress","Down","Up",49,52230,1,1,1,0,1,0,100,1,1,1,100,1,1,0,0,1,1,0,0,"2026-06-02T23:30:00.0000000+00:00","2026-06-02T23:30:00.0000000+00:00"
"BTC","BTC Up or Down 5m 47 Diff Up Progress","Up","Down",47,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"BTC","BTC Up or Down 5m 48 Diff Up Progress","Up","Down",48,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"BTC","BTC Up or Down 5m 49 Diff Up Progress","Up","Down",49,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"BTC","BTC Up or Down 5m 50 Diff Up Progress","Up","Down",50,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"BTC","BTC Up or Down 5m 50 Diff Down Progress","Down","Up",50,52230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",""
"ETH","ETH Up or Down 5m 1 Diff Down Progress","Down","Up",1,52230,1272,22601,22555,46,11420,11135,50.63178896,182114,181841,3739,2.05619195,8.05778505,38,6510,1001,166,136,30,0,"2025-12-29T00:20:00.0000000+00:00","2026-06-28T03:40:00.0000000+00:00"
"ETH","ETH Up or Down 5m 2 Diff Down Progress","Down","Up",2,52230,1126,20276,20238,38,10231,10007,50.55341437,159513,159286,3454,2.1684266,7.86708424,37,5624,925,159,133,25,1,"2025-12-31T00:15:00.0000000+00:00","2026-06-28T01:15:00.0000000+00:00"
"ETH","ETH Up or Down 5m 3 Diff Down Progress","Down","Up",3,52230,1059,18161,18129,32,9185,8944,50.6646809,139237,139048,3230,2.32293884,7.6668135,36,4825,856,155,131,24,0,"2025-12-31T00:20:00.0000000+00:00","2026-06-28T01:10:00.0000000+00:00"
