"asset_symbol","market_start_epoch","market_start_utc","market_start_sofia","up_count","down_count","diff","processed_market_count","service_started_at_utc","service_started_at_sofia","db_now_utc"
"SOL","1780976400","2026-06-09 03:40:00 UTC","2026-06-09 06:40","43","36","7","79","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780976700","2026-06-09 03:45:00 UTC","2026-06-09 06:45","44","36","8","80","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780977000","2026-06-09 03:50:00 UTC","2026-06-09 06:50","44","37","7","81","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780977300","2026-06-09 03:55:00 UTC","2026-06-09 06:55","45","37","8","82","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780977600","2026-06-09 04:00:00 UTC","2026-06-09 07:00","45","38","7","83","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780977900","2026-06-09 04:05:00 UTC","2026-06-09 07:05","46","38","8","84","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780978200","2026-06-09 04:10:00 UTC","2026-06-09 07:10","47","38","9","85","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780978500","2026-06-09 04:15:00 UTC","2026-06-09 07:15","47","39","8","86","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780978800","2026-06-09 04:20:00 UTC","2026-06-09 07:20","47","40","7","87","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780979100","2026-06-09 04:25:00 UTC","2026-06-09 07:25","47","41","6","88","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780979400","2026-06-09 04:30:00 UTC","2026-06-09 07:30","48","41","7","89","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780979700","2026-06-09 04:35:00 UTC","2026-06-09 07:35","49","41","8","90","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780980000","2026-06-09 04:40:00 UTC","2026-06-09 07:40","49","42","7","91","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780980300","2026-06-09 04:45:00 UTC","2026-06-09 07:45","50","42","8","92","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780980600","2026-06-09 04:50:00 UTC","2026-06-09 07:50","50","43","7","93","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780980900","2026-06-09 04:55:00 UTC","2026-06-09 07:55","50","44","6","94","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780981200","2026-06-09 05:00:00 UTC","2026-06-09 08:00","51","44","7","95","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780981500","2026-06-09 05:05:00 UTC","2026-06-09 08:05","51","45","6","96","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780981800","2026-06-09 05:10:00 UTC","2026-06-09 08:10","52","45","7","97","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780982100","2026-06-09 05:15:00 UTC","2026-06-09 08:15","53","45","8","98","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780982400","2026-06-09 05:20:00 UTC","2026-06-09 08:20","54","45","9","99","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780982700","2026-06-09 05:25:00 UTC","2026-06-09 08:25","54","46","8","100","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780983000","2026-06-09 05:30:00 UTC","2026-06-09 08:30","55","46","9","101","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780983300","2026-06-09 05:35:00 UTC","2026-06-09 08:35","55","47","8","102","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780983600","2026-06-09 05:40:00 UTC","2026-06-09 08:40","55","48","7","103","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780983900","2026-06-09 05:45:00 UTC","2026-06-09 08:45","56","48","8","104","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780984200","2026-06-09 05:50:00 UTC","2026-06-09 08:50","56","49","7","105","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780984500","2026-06-09 05:55:00 UTC","2026-06-09 08:55","56","50","6","106","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
"SOL","1780984800","2026-06-09 06:00:00 UTC","2026-06-09 09:00","57","50","7","107","2026-06-08 21:11:10 UTC","2026-06-09 00:11:10","2026-06-09 06:08:00 UTC"
