offset_seconds,threshold_bps,entries,settled_trades,wins,losses,ties,win_rate_pct,roi_pct,pnl_units,wilson_lower_win_rate_pct,z_score,avg_prev_move_bps,avg_current_move_bps,trades_per_day,max_drawdown_units,longest_loss_streak,active_months,profitable_active_months,worst_month_roi_pct,best_month_roi_pct,suitability
20,22,3428,3424,1841,1583,4,53.7675,7.5263,258,52.0942,4.4091,39.9928,0.2829,18.8352,20,11,7,7,3.1674,20.9524,"research_candidate"
20,23,3185,3181,1714,1467,4,53.8824,7.7551,247,52.1465,4.3794,41.3292,0.4397,17.5,21,10,7,7,1.5075,21.978,"research_candidate"
20,24,2955,2951,1600,1351,4,54.2189,8.4264,249,52.417,4.5837,42.7187,0.3195,16.2363,21,9,7,7,2.7933,25.8824,"research_candidate"
20,25,2744,2740,1487,1253,4,54.2701,8.5277,234,52.4,4.4703,44.123,0.242,15.0769,20,9,7,7,1.8182,27.6316,"research_candidate"
20,26,2555,2551,1389,1162,4,54.4492,8.8845,227,52.5114,4.4944,45.501,0.1929,14.0385,19,9,7,7,2.0134,26.087,"research_candidate"
20,27,2387,2383,1311,1072,4,55.0147,10.0126,239,53.0108,4.8959,46.8401,0.0372,13.1154,16,8,7,7,4.2857,24.6154,"research_candidate"
20,28,2213,2209,1220,989,4,55.2286,10.4383,231,53.1476,4.9149,48.3617,0.1691,12.1593,15,8,7,7,5.7377,29.3103,"research_candidate"
20,29,2084,2080,1152,928,4,55.3846,10.7486,224,53.2403,4.9115,49.5893,0.1706,11.4505,14,8,7,7,5.6911,26.7857,"research_candidate"
20,30,1938,1937,1081,856,1,55.808,11.6099,225,53.587,5.1123,51.1032,0.0702,10.6484,13,7,7,7,8.1081,23.0769,"research_candidate"
20,31,1808,1807,1009,798,1,55.8384,11.6704,211,53.5388,4.9637,52.5822,-0.0011,9.9341,14,7,7,7,9.0909,21.7391,"research_candidate"
20,32,1706,1705,949,756,1,55.6598,11.313,193,53.2916,4.6741,53.8443,-0.0003,9.3736,13,7,7,7,3.4483,17.3184,"research_candidate"
20,33,1597,1596,890,706,1,55.7644,11.5216,184,53.3167,4.6058,55.3004,0.0695,8.7747,12,9,7,7,4.878,15.3374,"research_candidate"
20,34,1497,1496,830,666,1,55.4813,10.9552,164,52.952,4.2401,56.7576,0.4738,8.2253,15,10,7,7,6.1453,18.9189,"research_candidate"
20,35,1417,1416,786,630,1,55.5085,11.0092,156,52.9086,4.1457,58.015,0.484,7.7857,14,9,7,7,4.0462,22.2222,"research_candidate"
20,36,1336,1335,737,598,1,55.206,10.4042,139,52.5273,3.8043,59.3804,0.689,7.3407,16,9,7,7,1.2346,22.5806,"research_candidate"
20,37,1259,1258,695,563,1,55.2464,10.4845,132,52.4868,3.7216,60.7752,0.6783,6.9176,16,9,7,6,-1.9608,18.5185,"research_candidate"
20,38,1186,1185,656,529,1,55.3586,10.7083,127,52.5154,3.6893,62.2088,0.6649,6.5165,19,11,7,6,-8.6957,13.8122,"research_candidate"
20,39,1122,1121,620,501,1,55.3078,10.6061,119,52.3841,3.5542,63.5581,0.8931,6.1648,18,10,7,6,-12.8205,21.7391,"research_candidate"
20,40,1055,1054,574,480,1,54.4592,8.91,94,51.4419,2.8954,65.0856,1.3798,5.7967,19,10,7,6,-8.5714,18.1818,"research_candidate"
20,41,1005,1004,547,457,1,54.4821,8.9552,90,51.3904,2.8404,66.3102,1.41,5.522,18,10,7,6,-8.5714,14.2857,"research_candidate"
20,42,958,957,525,432,1,54.8589,9.7077,93,51.6929,3.0063,67.5267,1.2011,5.2637,18,10,7,6,-9.0909,16.2162,"research_candidate"
20,43,913,912,501,411,1,54.9342,9.8576,90,51.691,2.9802,68.758,1.1443,5.0165,19,10,7,6,-6.25,17.7305,"research_candidate"
20,44,874,873,473,400,1,54.181,8.3524,73,50.8647,2.4707,69.8843,1.5278,4.8022,19,10,6,5,-3.2258,14.2857,"research_candidate"
20,45,832,831,457,374,1,54.994,9.976,83,51.5961,2.8792,71.1653,1.3746,4.5714,19,9,6,6,3.7037,18.0328,"research_candidate"
20,46,792,791,430,361,1,54.3616,8.7121,69,50.8776,2.4534,72.4647,1.705,4.3516,19,9,6,6,1.6393,16.2393,"research_candidate"
20,47,761,760,412,348,1,54.2105,8.41,64,50.656,2.3215,73.5232,1.5555,4.1813,19,9,6,6,3.7037,13.2743,"research_candidate"
20,48,728,727,394,333,1,54.1953,8.3791,61,50.5609,2.2624,74.7033,1.5929,4,18,9,6,6,3.7037,13.7615,"research_candidate"
20,49,701,700,380,320,1,54.2857,8.5592,60,50.5819,2.2678,75.7103,1.4556,3.8516,18,9,6,6,3.937,14.2857,"research_candidate"
20,50,665,664,358,306,1,53.9157,7.8195,52,50.1125,2.018,77.1245,2.0925,3.6538,19,9,6,6,2.381,15.6863,"research_candidate"
25,1,23952,23872,12193,11679,80,51.0766,2.146,514,50.4423,3.3267,12.3937,0.0272,131.6044,68,12,7,7,0.5388,4.8006,"watch_only"
25,2,21814,21744,11118,10626,70,51.1313,2.2554,492,50.4668,3.3365,13.4615,0.0486,119.8571,77,14,7,6,-0.8766,5.8873,"watch_only"
25,3,19784,19726,10112,9614,58,51.2623,2.5172,498,50.5646,3.5458,14.5859,0.0473,108.7033,92,12,7,6,-1.301,5.7064,"watch_only"
25,4,17875,17827,9155,8672,48,51.3547,2.7021,483,50.6208,3.6175,15.7702,0.0362,98.2143,68,11,7,7,0.2146,5.8354,"watch_only"
25,5,16117,16075,8272,7803,42,51.4588,2.91,469,50.6859,3.6991,16.9997,-0.0377,88.5549,78,11,7,6,-0.1166,7.2511,"watch_only"
25,6,14500,14463,7472,6991,37,51.6629,3.3172,481,50.8481,3.9996,18.2825,-0.0667,79.6703,74,11,7,7,0.439,8.0796,"research_candidate"
25,7,13030,12998,6762,6236,32,52.0234,4.0368,526,51.164,4.6137,19.6126,-0.0977,71.5934,63,11,7,7,0.4516,9.1843,"research_candidate"
25,8,11776,11750,6128,5622,26,52.1532,4.2969,506,51.2494,4.668,20.9022,-0.1018,64.7033,62,10,7,7,1.0771,8.6231,"research_candidate"
25,9,10700,10678,5602,5076,22,52.463,4.9159,526,51.5151,5.0903,22.1507,-0.1808,58.7912,49,10,7,7,1.145,10.2941,"research_candidate"
25,10,9667,9647,5074,4573,20,52.5967,5.1826,501,51.5994,5.1008,23.5043,-0.1336,53.1154,50,9,7,7,1.3055,9.4203,"research_candidate"
25,11,8726,8707,4630,4077,19,53.1756,6.3374,553,52.1263,5.9264,24.9074,-0.3017,47.9451,38,10,7,7,2.1714,9.5431,"research_candidate"
25,12,7922,7909,4203,3706,13,53.142,6.2737,497,52.0409,5.5885,26.2694,-0.1356,43.5275,37,10,7,7,1.8987,10.2236,"research_candidate"
25,13,7224,7211,3843,3368,13,53.2936,6.5753,475,52.1406,5.5937,27.6008,-0.0828,39.6923,38,10,7,7,2.1978,10.2713,"research_candidate"
25,14,6612,6600,3522,3078,12,53.3636,6.7151,444,52.1585,5.4653,28.9072,-0.111,36.3297,37,10,7,7,3.5982,9.8081,"research_candidate"
25,15,6069,6060,3249,2811,9,53.6139,7.217,438,52.3564,5.6265,30.1985,-0.1342,33.3462,28,13,7,7,4.0865,10.4338,"research_candidate"
25,16,5584,5576,2999,2577,8,53.7841,7.5573,422,52.4733,5.6513,31.4752,-0.0954,30.6813,28,13,7,7,5.0818,11.0526,"research_candidate"
25,17,5075,5068,2710,2358,7,53.4728,6.936,352,52.0974,4.9445,32.9768,-0.0351,27.8846,33,13,7,7,4.8227,11.6009,"research_candidate"
25,18,4624,4618,2460,2158,6,53.2698,6.5311,302,51.8287,4.4441,34.4862,0.2667,25.4066,29,13,7,7,4.3011,9.7087,"research_candidate"
25,19,4224,4218,2256,1962,6,53.4851,6.9602,294,51.9773,4.5268,36.0007,0.2681,23.2088,25,12,7,7,4.7218,10.0548,"research_candidate"
25,20,3915,3909,2087,1822,6,53.3896,6.7688,265,51.8232,4.2385,37.303,0.4695,21.511,25,11,7,7,2.518,11.6466,"research_candidate"
25,21,3622,3617,1929,1688,5,53.3315,6.6538,241,51.7029,4.0072,38.664,0.5395,19.9011,33,11,7,6,-2.834,20.5357,"research_candidate"
25,22,3370,3366,1803,1563,4,53.5651,7.1217,240,51.8771,4.1367,39.9455,0.6292,18.5165,23,10,7,6,-0.4525,20.5607,"research_candidate"
25,23,3146,3142,1691,1451,4,53.8192,7.6287,240,52.0724,4.2816,41.1878,0.458,17.2857,19,9,7,6,-1.0101,18.0851,"research_candidate"
25,24,2910,2906,1564,1342,4,53.8197,7.6289,222,52.0032,4.1182,42.623,0.458,15.989,18,11,7,6,-0.5405,25.6098,"research_candidate"
25,25,2691,2687,1459,1228,4,54.2985,8.5842,231,52.4101,4.4563,44.0973,0.3522,14.7857,19,11,7,7,1.2195,23.3766,"research_candidate"
25,26,2515,2511,1377,1134,4,54.8387,9.662,243,52.8863,4.8493,45.4003,0.1638,13.8187,17,11,7,6,-1.3333,22.0588,"research_candidate"
25,27,2332,2328,1284,1044,4,55.1546,10.2916,240,53.1275,4.9742,46.8859,0.2071,12.8132,15,11,7,7,0.7407,19.0476,"research_candidate"
25,28,2169,2165,1201,964,4,55.4734,10.9267,237,53.372,5.0935,48.3429,0.1386,11.9176,15,11,7,7,3.2258,16.9492,"research_candidate"
25,29,2025,2022,1118,904,3,55.2918,10.5679,214,53.1166,4.7591,49.7507,0.217,11.1264,15,11,7,7,5.2632,16.3636,"research_candidate"
25,30,1905,1904,1064,840,1,55.8824,11.7585,224,53.6424,5.1335,51.0268,0.0887,10.467,14,11,7,7,9.6154,18.0488,"research_candidate"
25,31,1790,1789,1008,781,1,56.3443,12.6816,227,54.0349,5.3669,52.3484,-0.1115,9.8352,14,11,7,7,9.7087,24,"research_candidate"
25,32,1691,1690,941,749,1,55.6805,11.3542,192,53.3018,4.6704,53.5703,0.127,9.2912,14,11,7,7,4.4444,23.4043,"research_candidate"
25,33,1584,1583,883,700,1,55.7802,11.553,183,53.3225,4.5995,54.995,0.1425,8.7033,12,11,7,7,7.5,20.9302,"research_candidate"
25,34,1484,1483,820,663,1,55.2933,10.5795,157,52.7524,4.0769,56.4474,0.6413,8.1538,13,11,7,7,2.7027,23.0769,"research_candidate"
25,35,1392,1391,768,623,1,55.2121,10.4167,145,52.588,3.8878,57.895,0.8834,7.6484,15,11,7,7,5.6818,27.7778,"research_candidate"
25,36,1317,1316,720,596,1,54.7112,9.4153,124,52.012,3.4182,59.1742,1.2439,7.2363,16,11,7,6,0,25,"research_candidate"
25,37,1243,1242,679,563,1,54.6699,9.3323,116,51.8911,3.2915,60.5262,1.3832,6.8297,19,11,7,6,-8.6957,14.2857,"research_candidate"
25,38,1178,1177,641,536,1,54.4605,8.9134,105,51.6054,3.0606,61.7962,1.2413,6.4725,18,11,7,6,-9.5238,12,"research_candidate"
25,39,1099,1098,598,500,1,54.4627,8.9172,98,51.5065,2.9575,63.4689,0.9943,6.0385,17,10,7,6,-7.6923,13.0435,"research_candidate"
25,40,1044,1043,566,477,1,54.2665,8.5249,89,51.233,2.7558,64.734,1.1437,5.7363,18,10,7,6,-8.1081,14.2857,"research_candidate"
25,41,983,982,533,449,1,54.277,8.5453,84,51.1505,2.6805,66.2374,1.4175,5.4011,16,9,6,5,-8.1081,10.1266,"research_candidate"
25,42,934,933,505,428,1,54.1265,8.2441,77,50.9186,2.5209,67.5345,1.4117,5.1319,17,9,6,5,-5.8824,12.5828,"research_candidate"
25,43,899,898,481,417,1,53.5635,7.119,64,50.2932,2.1357,68.5096,1.6924,4.9396,19,9,6,5,-9.0909,13.2867,"research_candidate"
25,44,856,855,461,394,1,53.9181,7.8271,67,50.5668,2.2914,69.7693,1.6047,4.7033,18,8,6,5,-3.2258,18.1818,"research_candidate"
25,45,806,805,436,369,1,54.1615,8.3127,67,50.7078,2.3614,71.3363,1.7207,4.4286,18,8,6,5,0,20.9677,"research_candidate"
25,46,777,776,426,350,1,54.8969,9.7812,76,51.3803,2.7282,72.2995,1.4608,4.2692,17,8,6,6,3.7037,20,"research_candidate"
25,47,744,743,402,341,1,54.105,8.1989,61,50.5099,2.2379,73.4421,1.855,4.0879,17,8,6,6,4.5455,16.8142,"research_candidate"
25,48,716,715,387,328,1,54.1259,8.2402,59,50.461,2.2065,74.4542,1.7415,3.9341,17,8,6,6,3.1746,14.5455,"research_candidate"
25,49,683,682,372,310,1,54.5455,9.0776,62,50.7933,2.3741,75.716,1.4859,3.7527,18,8,6,6,2.4793,23.8095,"research_candidate"
25,50,651,650,350,300,1,53.8462,7.6805,50,50.0023,1.9612,77.0035,1.7352,3.5769,18,8,6,5,0,23.8095,"research_candidate"
30,1,24006,23927,12197,11730,79,50.9759,1.9453,467,50.3423,3.0191,12.2998,0.0566,131.9011,87,12,7,7,0.2199,4.7002,"watch_only"
30,2,21836,21765,11082,10683,71,50.9166,1.8273,399,50.2523,2.7045,13.3742,0.0793,119.978,89,12,7,5,-1.0212,5.7078,"watch_only"
30,3,19765,19709,10084,9625,56,51.1644,2.3223,459,50.4664,3.2695,14.5142,0.0614,108.5989,74,11,7,6,-0.6055,5.0224,"watch_only"
30,4,17853,17807,9145,8662,46,51.3562,2.7054,483,50.6219,3.6195,15.6949,0.042,98.0934,71,11,7,7,0.3796,5.2892,"watch_only"
30,5,16112,16071,8247,7824,41,51.316,2.6254,423,50.543,3.3367,16.9046,0.0704,88.5275,81,11,7,6,-0.2349,6.8464,"watch_only"
30,6,14443,14407,7416,6991,36,51.475,2.9426,425,50.6586,3.5408,18.224,0.0468,79.3571,77,11,7,6,0,7.2533,"watch_only"
30,7,13028,12997,6731,6266,31,51.7889,3.5692,465,50.9294,4.0788,19.4976,-0.0348,71.5824,68,11,7,7,0.1507,7.3359,"research_candidate"
30,8,11707,11683,6082,5601,24,52.0585,4.1087,481,51.1521,4.4501,20.851,-0.0729,64.3242,58,10,7,7,1.2781,9.6958,"research_candidate"
30,9,10603,10581,5537,5044,22,52.3296,4.6496,493,51.3773,4.7927,22.1376,-0.1166,58.2582,53,10,7,7,1.5888,11.039,"research_candidate"
30,10,9589,9568,5038,4530,21,52.6547,5.2977,508,51.6534,5.1934,23.475,-0.1385,52.6868,44,9,7,7,0.6369,11.8932,"research_candidate"
30,11,8690,8672,4581,4091,18,52.8252,5.6387,490,51.7735,5.2618,24.8194,-0.121,47.7473,47,9,7,7,1.1601,9.6273,"research_candidate"
30,12,7907,7892,4175,3717,15,52.9017,5.7923,458,51.7992,5.1555,26.1397,-0.0975,43.4451,47,10,7,7,2.5884,9.4156,"research_candidate"
30,13,7201,7187,3792,3395,14,52.7619,5.5131,397,51.6065,4.6829,27.4774,0.0491,39.5659,53,11,7,7,2.4255,8.3942,"research_candidate"
30,14,6578,6565,3497,3068,13,53.2673,6.5217,429,52.0588,5.2947,28.801,-0.0316,36.1429,42,10,7,7,4.1979,9.9459,"research_candidate"
30,15,6022,6012,3229,2783,10,53.7092,7.4062,446,52.4469,5.7521,30.1219,-0.1768,33.0879,26,10,7,7,4.564,11.7786,"research_candidate"
30,16,5521,5514,2965,2549,7,53.7722,7.5349,416,52.4541,5.6022,31.4496,-0.1833,30.3352,24,10,7,7,4.9803,11.399,"research_candidate"
30,17,5044,5038,2714,2324,6,53.8706,7.732,390,52.4916,5.4946,32.864,-0.1653,27.7143,27,10,7,7,4.4881,11.4074,"research_candidate"
30,18,4624,4618,2467,2151,6,53.4214,6.8339,316,51.9804,4.6501,34.2628,0.1086,25.4066,26,10,7,7,3.7994,10.8239,"research_candidate"
30,19,4210,4205,2249,1956,5,53.4839,6.9596,293,51.9739,4.5184,35.8151,0.1461,23.1319,23,11,7,7,4.1594,11.5108,"research_candidate"
30,20,3908,3903,2085,1818,5,53.4204,6.8321,267,51.8529,4.2738,37.0772,0.2269,21.4725,24,11,7,7,2.1583,11.0236,"research_candidate"
30,21,3607,3602,1945,1657,5,53.9978,7.9845,288,52.3667,4.7987,38.4593,0.1363,19.8187,25,11,7,7,2.8807,18.8034,"research_candidate"
30,22,3330,3325,1796,1529,5,54.015,8.018,267,52.3173,4.6304,39.8681,0.2836,18.2967,20,11,7,7,2.3697,21.6981,"research_candidate"
30,23,3093,3088,1683,1405,5,54.5013,8.988,278,52.7404,5.0027,41.1988,0.1706,16.9945,18,9,7,7,3.6649,19.3878,"research_candidate"
30,24,2881,2876,1564,1312,5,54.3811,8.747,252,52.5561,4.699,42.5003,0.2808,15.8297,19,11,7,7,2.8249,19.2771,"research_candidate"
30,25,2685,2681,1467,1214,4,54.7184,9.4227,253,52.8287,4.8862,43.8167,0.2197,14.7527,17,11,7,7,1.9355,19.7368,"research_candidate"
30,26,2498,2494,1362,1132,4,54.6111,9.2074,230,52.6515,4.6055,45.1892,0.2946,13.7253,17,11,7,7,3.5971,20.8955,"research_candidate"
30,27,2323,2319,1269,1050,4,54.7219,9.4275,219,52.6898,4.5477,46.5962,0.4088,12.7637,15,11,7,6,-1.5873,19.0476,"research_candidate"
30,28,2184,2180,1205,975,4,55.2752,10.5311,230,53.1806,4.9261,47.8127,0.3019,12,16,11,7,7,1.7544,18.3333,"research_candidate"
30,29,2051,2048,1127,921,3,55.0293,10.0439,206,52.8673,4.552,49.0666,0.3835,11.2692,15,11,7,7,1.9231,23.6364,"research_candidate"
30,30,1905,1903,1052,851,2,55.2811,10.5512,201,53.0388,4.6076,50.5698,0.3076,10.467,15,11,7,7,4.1667,21.5686,"research_candidate"
30,31,1770,1769,968,801,1,54.7202,9.435,167,52.3928,3.9706,52.1024,0.7219,9.7253,15,11,7,7,5.4945,21.7391,"research_candidate"
30,32,1641,1640,897,743,1,54.6951,9.3845,154,52.2777,3.8028,53.7205,0.9282,9.0165,16,11,7,7,1.2346,22.7273,"research_candidate"
30,33,1535,1534,844,690,1,55.0196,10.0326,154,52.5206,3.932,55.1894,0.8125,8.4341,14,11,7,6,-4,25,"research_candidate"
30,34,1433,1432,779,653,1,54.3994,8.7927,126,51.8114,3.3297,56.7346,1.0857,7.8736,13,11,7,6,-6.0606,22.2222,"research_candidate"
30,35,1343,1342,728,614,1,54.2474,8.4885,114,51.5736,3.1119,58.2264,1.2732,7.3791,16,11,7,6,-7.4074,12.5,"research_candidate"
30,36,1276,1275,689,586,1,54.0392,8.0721,103,51.2956,2.8846,59.4242,1.1781,7.011,16,10,7,6,-4.1667,16.129,"research_candidate"
30,37,1203,1202,647,555,1,53.827,7.6475,92,51.0009,2.6536,60.8135,1.334,6.6099,16,10,7,6,-9.5238,14.2857,"research_candidate"
30,38,1147,1146,614,532,1,53.5777,7.1491,82,50.683,2.4223,61.9524,1.3332,6.3022,16,10,7,6,-8.1081,25,"research_candidate"
30,39,1084,1083,587,496,1,54.2013,8.3948,91,51.2243,2.7652,63.3143,1.3021,5.956,18,10,7,6,-5.5556,21.7391,"research_candidate"
30,40,1012,1011,543,468,1,53.7092,7.4111,75,50.6273,2.3588,65.0062,1.7089,5.5604,20,10,7,6,-2.8571,23.8095,"research_candidate"
30,41,968,967,517,450,1,53.4643,6.9215,67,50.3129,2.1546,66.1213,1.7538,5.3187,19,9,7,6,-3.0303,20,"research_candidate"
30,42,918,917,496,421,1,54.0894,8.1699,75,50.8536,2.4767,67.4626,1.6836,5.044,19,10,6,5,0,10.8696,"research_candidate"
30,43,880,879,479,400,1,54.4937,8.9773,79,51.1892,2.6646,68.5393,1.5455,4.8352,20,9,6,6,5.2174,14.7059,"research_candidate"
30,44,848,847,459,388,1,54.1913,8.3726,71,50.8244,2.4396,69.4862,1.6718,4.6593,19,8,6,6,4.6154,16.0305,"research_candidate"
30,45,808,807,435,372,1,53.9033,7.797,63,50.4537,2.2177,70.7226,1.7913,4.4396,18,8,6,6,4.9844,16.8,"research_candidate"
30,46,771,770,413,357,1,53.6364,7.2633,56,50.1047,2.0181,71.9331,1.9449,4.2363,16,8,6,6,4.0541,14.2857,"research_candidate"
30,47,735,734,394,340,1,53.6785,7.3469,54,50.0612,1.9932,73.176,1.9261,4.0385,17,8,6,6,4,15.7895,"research_candidate"
30,48,698,697,374,323,1,53.6585,7.3066,51,49.9465,1.9318,74.539,1.5926,3.8352,16,8,6,6,4.2705,14.0187,"watch_only"
30,49,663,662,356,306,1,53.7764,7.5415,50,49.9676,1.9433,75.914,1.5753,3.6429,16,8,6,6,4,20,"watch_only"
30,50,631,630,337,293,1,53.4921,6.9731,44,49.5878,1.753,77.2554,1.5052,3.467,16,8,6,6,2.2222,20,"watch_only"
