asset_symbol,market_start_utc,sampled_at_utc,counter_start_market_start_utc,up_count,down_count,diff,diff_count,processed_market_count,counter_initialized,history_fetch_failed
"ETH","2026-06-09T17:40:00Z","2026-06-09T17:49:57Z","2026-06-09T00:00:00Z",105,108,-3,349,213,true,false
"SOL","2026-06-09T17:40:00Z","2026-06-09T17:49:57Z","2026-06-09T00:00:00Z",104,109,-5,1361,213,true,false
"BTC","2026-06-09T17:45:00Z","2026-06-09T17:54:59Z","2026-06-09T00:00:00Z",100,114,-14,-123,214,true,false
"ETH","2026-06-09T17:45:00Z","2026-06-09T17:54:59Z","2026-06-09T00:00:00Z",105,109,-4,345,214,true,false
"SOL","2026-06-09T17:45:00Z","2026-06-09T17:54:59Z","2026-06-09T00:00:00Z",104,110,-6,1355,214,true,false
"BTC","2026-06-09T17:50:00Z","2026-06-09T17:59:52Z","2026-06-09T00:00:00Z",101,114,-13,-136,215,true,false
"ETH","2026-06-09T17:50:00Z","2026-06-09T17:59:52Z","2026-06-09T00:00:00Z",106,109,-3,342,215,true,false
"SOL","2026-06-09T17:50:00Z","2026-06-09T17:59:52Z","2026-06-09T00:00:00Z",105,110,-5,1350,215,true,false
"BTC","2026-06-09T17:55:00Z","2026-06-09T18:04:59Z","2026-06-09T00:00:00Z",101,115,-14,-150,216,true,false
"ETH","2026-06-09T17:55:00Z","2026-06-09T18:04:59Z","2026-06-09T00:00:00Z",106,110,-4,338,216,true,false
"SOL","2026-06-09T17:55:00Z","2026-06-09T18:04:59Z","2026-06-09T00:00:00Z",105,111,-6,1344,216,true,false
"BTC","2026-06-09T18:00:00Z","2026-06-09T18:09:53Z","2026-06-09T00:00:00Z",102,115,-13,-163,217,true,false
"ETH","2026-06-09T18:00:00Z","2026-06-09T18:09:53Z","2026-06-09T00:00:00Z",107,110,-3,335,217,true,false
"SOL","2026-06-09T18:00:00Z","2026-06-09T18:09:53Z","2026-06-09T00:00:00Z",105,112,-7,1337,217,true,false
"BTC","2026-06-09T18:05:00Z","2026-06-09T18:14:59Z","2026-06-09T00:00:00Z",103,115,-12,-175,218,true,false
"ETH","2026-06-09T18:05:00Z","2026-06-09T18:14:59Z","2026-06-09T00:00:00Z",108,110,-2,333,218,true,false
"SOL","2026-06-09T18:05:00Z","2026-06-09T18:14:59Z","2026-06-09T00:00:00Z",106,112,-6,1331,218,true,false
"BTC","2026-06-09T18:10:00Z","2026-06-09T18:19:59Z","2026-06-09T00:00:00Z",103,116,-13,-188,219,true,false
"ETH","2026-06-09T18:10:00Z","2026-06-09T18:19:59Z","2026-06-09T00:00:00Z",108,111,-3,330,219,true,false
"SOL","2026-06-09T18:10:00Z","2026-06-09T18:19:59Z","2026-06-09T00:00:00Z",106,113,-7,1324,219,true,false
"BTC","2026-06-09T18:15:00Z","2026-06-09T18:24:58Z","2026-06-09T00:00:00Z",104,116,-12,-200,220,true,false
"ETH","2026-06-09T18:15:00Z","2026-06-09T18:24:58Z","2026-06-09T00:00:00Z",109,111,-2,328,220,true,false
"SOL","2026-06-09T18:15:00Z","2026-06-09T18:24:58Z","2026-06-09T00:00:00Z",107,113,-6,1318,220,true,false
"BTC","2026-06-09T18:20:00Z","2026-06-09T18:29:57Z","2026-06-09T00:00:00Z",104,117,-13,-213,221,true,false
"ETH","2026-06-09T18:20:00Z","2026-06-09T18:29:57Z","2026-06-09T00:00:00Z",109,112,-3,325,221,true,false
"SOL","2026-06-09T18:20:00Z","2026-06-09T18:29:57Z","2026-06-09T00:00:00Z",107,114,-7,1311,221,true,false
"BTC","2026-06-09T18:25:00Z","2026-06-09T18:34:56Z","2026-06-09T00:00:00Z",104,118,-14,-227,222,true,false
"ETH","2026-06-09T18:25:00Z","2026-06-09T18:34:56Z","2026-06-09T00:00:00Z",109,113,-4,321,222,true,false
"SOL","2026-06-09T18:25:00Z","2026-06-09T18:34:56Z","2026-06-09T00:00:00Z",107,115,-8,1303,222,true,false
"BTC","2026-06-09T18:30:00Z","2026-06-09T18:39:59Z","2026-06-09T00:00:00Z",105,118,-13,-240,223,true,false
"ETH","2026-06-09T18:30:00Z","2026-06-09T18:39:59Z","2026-06-09T00:00:00Z",110,113,-3,318,223,true,false
"SOL","2026-06-09T18:30:00Z","2026-06-09T18:39:59Z","2026-06-09T00:00:00Z",108,115,-7,1296,223,true,false
"BTC","2026-06-09T18:35:00Z","2026-06-09T18:44:57Z","2026-06-09T00:00:00Z",106,118,-12,-252,224,true,false
"ETH","2026-06-09T18:35:00Z","2026-06-09T18:44:57Z","2026-06-09T00:00:00Z",111,113,-2,316,224,true,false
"SOL","2026-06-09T18:35:00Z","2026-06-09T18:44:57Z","2026-06-09T00:00:00Z",109,115,-6,1290,224,true,false
"BTC","2026-06-09T18:40:00Z","2026-06-09T18:49:58Z","2026-06-09T00:00:00Z",106,119,-13,-265,225,true,false
"ETH","2026-06-09T18:40:00Z","2026-06-09T18:49:58Z","2026-06-09T00:00:00Z",111,114,-3,313,225,true,false
"SOL","2026-06-09T18:40:00Z","2026-06-09T18:49:58Z","2026-06-09T00:00:00Z",109,116,-7,1283,225,true,false
"BTC","2026-06-09T18:45:00Z","2026-06-09T18:54:58Z","2026-06-09T00:00:00Z",107,119,-12,-277,226,true,false
"ETH","2026-06-09T18:45:00Z","2026-06-09T18:54:58Z","2026-06-09T00:00:00Z",112,114,-2,311,226,true,false
"SOL","2026-06-09T18:45:00Z","2026-06-09T18:54:58Z","2026-06-09T00:00:00Z",110,116,-6,1277,226,true,false
"BTC","2026-06-09T18:50:00Z","2026-06-09T18:59:58Z","2026-06-09T00:00:00Z",108,119,-11,-288,227,true,false
"ETH","2026-06-09T18:50:00Z","2026-06-09T18:59:58Z","2026-06-09T00:00:00Z",113,114,-1,310,227,true,false
"SOL","2026-06-09T18:50:00Z","2026-06-09T18:59:58Z","2026-06-09T00:00:00Z",110,117,-7,1270,227,true,false
"BTC","2026-06-09T18:55:00Z","2026-06-09T19:04:57Z","2026-06-09T00:00:00Z",109,119,-10,-298,228,true,false
"ETH","2026-06-09T18:55:00Z","2026-06-09T19:04:57Z","2026-06-09T00:00:00Z",114,114,0,310,228,true,false
"SOL","2026-06-09T18:55:00Z","2026-06-09T19:04:57Z","2026-06-09T00:00:00Z",111,117,-6,1264,228,true,false
"BTC","2026-06-09T19:00:00Z","2026-06-09T19:09:54Z","2026-06-09T00:00:00Z",110,119,-9,-307,229,true,false
"ETH","2026-06-09T19:00:00Z","2026-06-09T19:09:54Z","2026-06-09T00:00:00Z",115,114,1,311,229,true,false
"SOL","2026-06-09T19:00:00Z","2026-06-09T19:09:54Z","2026-06-09T00:00:00Z",112,117,-5,1259,229,true,false
"BTC","2026-06-09T19:05:00Z","2026-06-09T19:14:59Z","2026-06-09T00:00:00Z",110,120,-10,-317,230,true,false
"ETH","2026-06-09T19:05:00Z","2026-06-09T19:14:59Z","2026-06-09T00:00:00Z",115,115,0,311,230,true,false
"SOL","2026-06-09T19:05:00Z","2026-06-09T19:14:59Z","2026-06-09T00:00:00Z",112,118,-6,1253,230,true,false
"BTC","2026-06-09T19:10:00Z","2026-06-09T19:19:59Z","2026-06-09T00:00:00Z",110,121,-11,-328,231,true,false
"ETH","2026-06-09T19:10:00Z","2026-06-09T19:19:59Z","2026-06-09T00:00:00Z",115,116,-1,310,231,true,false
"SOL","2026-06-09T19:10:00Z","2026-06-09T19:19:59Z","2026-06-09T00:00:00Z",112,119,-7,1246,231,true,false
"BTC","2026-06-09T19:15:00Z","2026-06-09T19:24:59Z","2026-06-09T00:00:00Z",110,122,-12,-340,232,true,false
"ETH","2026-06-09T19:15:00Z","2026-06-09T19:24:59Z","2026-06-09T00:00:00Z",115,117,-2,308,232,true,false
"SOL","2026-06-09T19:15:00Z","2026-06-09T19:24:59Z","2026-06-09T00:00:00Z",112,120,-8,1238,232,true,false
"BTC","2026-06-09T19:20:00Z","2026-06-09T19:29:59Z","2026-06-09T00:00:00Z",111,122,-11,-351,233,true,false
"ETH","2026-06-09T19:20:00Z","2026-06-09T19:29:59Z","2026-06-09T00:00:00Z",116,117,-1,307,233,true,false
"SOL","2026-06-09T19:20:00Z","2026-06-09T19:29:59Z","2026-06-09T00:00:00Z",113,120,-7,1231,233,true,false
"BTC","2026-06-09T19:25:00Z","2026-06-09T19:34:58Z","2026-06-09T00:00:00Z",111,123,-12,-363,234,true,false
"ETH","2026-06-09T19:25:00Z","2026-06-09T19:34:58Z","2026-06-09T00:00:00Z",116,118,-2,305,234,true,false
"SOL","2026-06-09T19:25:00Z","2026-06-09T19:34:58Z","2026-06-09T00:00:00Z",114,120,-6,1225,234,true,false
"BTC","2026-06-09T19:30:00Z","2026-06-09T19:39:59Z","2026-06-09T00:00:00Z",112,123,-11,-374,235,true,false
"ETH","2026-06-09T19:30:00Z","2026-06-09T19:39:59Z","2026-06-09T00:00:00Z",117,118,-1,304,235,true,false
"SOL","2026-06-09T19:30:00Z","2026-06-09T19:39:59Z","2026-06-09T00:00:00Z",115,120,-5,1220,235,true,false
"BTC","2026-06-09T19:35:00Z","2026-06-09T19:44:59Z","2026-06-09T00:00:00Z",112,124,-12,-386,236,true,false
"ETH","2026-06-09T19:35:00Z","2026-06-09T19:44:59Z","2026-06-09T00:00:00Z",117,119,-2,302,236,true,false
"SOL","2026-06-09T19:35:00Z","2026-06-09T19:44:59Z","2026-06-09T00:00:00Z",115,121,-6,1214,236,true,false
"BTC","2026-06-09T19:40:00Z","2026-06-09T19:45:52Z","2026-06-09T00:00:00Z",113,124,-11,-397,237,true,false
"ETH","2026-06-09T19:40:00Z","2026-06-09T19:45:52Z","2026-06-09T00:00:00Z",118,119,-1,301,237,true,false
"SOL","2026-06-09T19:40:00Z","2026-06-09T19:45:52Z","2026-06-09T00:00:00Z",115,122,-7,1207,237,true,false
