asset_symbol	market_start_utc	sampled_at_utc	counter_start_market_start_utc	up_count	down_count	diff	diff_count	processed_market_count	counter_initialized	last_included_market_start_utc	high_water_market_start_utc	history_fetch_failed
BTC	2026-06-09T11:55:00Z	2026-06-09T12:04:57.316Z	2026-06-09T00:00:00Z	75	69	6	212	144	True	2026-06-09T11:55:00Z	2026-06-09T11:55:00Z	False
ETH	2026-06-09T11:55:00Z	2026-06-09T12:04:57.316Z	2026-06-09T00:00:00Z	78	66	12	254	144	True	2026-06-09T11:55:00Z	2026-06-09T11:55:00Z	False
SOL	2026-06-09T11:55:00Z	2026-06-09T12:04:57.316Z	2026-06-09T00:00:00Z	80	64	16	1058	144	True	2026-06-09T11:55:00Z	2026-06-09T11:55:00Z	False
BTC	2026-06-09T12:00:00Z	2026-06-09T12:09:59.775Z	2026-06-09T00:00:00Z	76	69	7	219	145	True	2026-06-09T12:00:00Z	2026-06-09T12:00:00Z	False
ETH	2026-06-09T12:00:00Z	2026-06-09T12:09:59.775Z	2026-06-09T00:00:00Z	79	66	13	267	145	True	2026-06-09T12:00:00Z	2026-06-09T12:00:00Z	False
SOL	2026-06-09T12:00:00Z	2026-06-09T12:09:59.775Z	2026-06-09T00:00:00Z	81	64	17	1075	145	True	2026-06-09T12:00:00Z	2026-06-09T12:00:00Z	False
BTC	2026-06-09T12:05:00Z	2026-06-09T12:14:57.480Z	2026-06-09T00:00:00Z	76	70	6	225	146	True	2026-06-09T12:05:00Z	2026-06-09T12:05:00Z	False
ETH	2026-06-09T12:05:00Z	2026-06-09T12:14:57.480Z	2026-06-09T00:00:00Z	79	67	12	279	146	True	2026-06-09T12:05:00Z	2026-06-09T12:05:00Z	False
SOL	2026-06-09T12:05:00Z	2026-06-09T12:14:57.480Z	2026-06-09T00:00:00Z	82	64	18	1093	146	True	2026-06-09T12:05:00Z	2026-06-09T12:05:00Z	False
BTC	2026-06-09T12:10:00Z	2026-06-09T12:19:59.449Z	2026-06-09T00:00:00Z	77	70	7	232	147	True	2026-06-09T12:10:00Z	2026-06-09T12:10:00Z	False
ETH	2026-06-09T12:10:00Z	2026-06-09T12:19:59.449Z	2026-06-09T00:00:00Z	80	67	13	292	147	True	2026-06-09T12:10:00Z	2026-06-09T12:10:00Z	False
SOL	2026-06-09T12:10:00Z	2026-06-09T12:19:59.449Z	2026-06-09T00:00:00Z	82	65	17	1110	147	True	2026-06-09T12:10:00Z	2026-06-09T12:10:00Z	False
BTC	2026-06-09T12:15:00Z	2026-06-09T12:24:59.795Z	2026-06-09T00:00:00Z	77	71	6	238	148	True	2026-06-09T12:15:00Z	2026-06-09T12:15:00Z	False
ETH	2026-06-09T12:15:00Z	2026-06-09T12:24:59.795Z	2026-06-09T00:00:00Z	80	68	12	304	148	True	2026-06-09T12:15:00Z	2026-06-09T12:15:00Z	False
SOL	2026-06-09T12:15:00Z	2026-06-09T12:24:59.795Z	2026-06-09T00:00:00Z	82	66	16	1126	148	True	2026-06-09T12:15:00Z	2026-06-09T12:15:00Z	False
BTC	2026-06-09T12:20:00Z	2026-06-09T12:29:55.724Z	2026-06-09T00:00:00Z	77	72	5	243	149	True	2026-06-09T12:20:00Z	2026-06-09T12:20:00Z	False
ETH	2026-06-09T12:20:00Z	2026-06-09T12:29:55.724Z	2026-06-09T00:00:00Z	80	69	11	315	149	True	2026-06-09T12:20:00Z	2026-06-09T12:20:00Z	False
SOL	2026-06-09T12:20:00Z	2026-06-09T12:29:55.724Z	2026-06-09T00:00:00Z	82	67	15	1141	149	True	2026-06-09T12:20:00Z	2026-06-09T12:20:00Z	False
BTC	2026-06-09T12:25:00Z	2026-06-09T12:34:42.034Z	2026-06-09T00:00:00Z	77	73	4	247	150	True	2026-06-09T12:25:00Z	2026-06-09T12:25:00Z	False
ETH	2026-06-09T12:25:00Z	2026-06-09T12:34:42.034Z	2026-06-09T00:00:00Z	80	70	10	325	150	True	2026-06-09T12:25:00Z	2026-06-09T12:25:00Z	False
SOL	2026-06-09T12:25:00Z	2026-06-09T12:34:42.034Z	2026-06-09T00:00:00Z	82	68	14	1155	150	True	2026-06-09T12:25:00Z	2026-06-09T12:25:00Z	False
BTC	2026-06-09T12:30:00Z	2026-06-09T12:39:59.989Z	2026-06-09T00:00:00Z	77	74	3	250	151	True	2026-06-09T12:30:00Z	2026-06-09T12:30:00Z	False
ETH	2026-06-09T12:30:00Z	2026-06-09T12:39:59.989Z	2026-06-09T00:00:00Z	80	71	9	334	151	True	2026-06-09T12:30:00Z	2026-06-09T12:30:00Z	False
SOL	2026-06-09T12:30:00Z	2026-06-09T12:39:59.989Z	2026-06-09T00:00:00Z	82	69	13	1168	151	True	2026-06-09T12:30:00Z	2026-06-09T12:30:00Z	False
BTC	2026-06-09T12:35:00Z	2026-06-09T12:44:57.442Z	2026-06-09T00:00:00Z	78	74	4	254	152	True	2026-06-09T12:35:00Z	2026-06-09T12:35:00Z	False
ETH	2026-06-09T12:35:00Z	2026-06-09T12:44:57.442Z	2026-06-09T00:00:00Z	81	71	10	344	152	True	2026-06-09T12:35:00Z	2026-06-09T12:35:00Z	False
SOL	2026-06-09T12:35:00Z	2026-06-09T12:44:57.442Z	2026-06-09T00:00:00Z	83	69	14	1182	152	True	2026-06-09T12:35:00Z	2026-06-09T12:35:00Z	False
BTC	2026-06-09T12:40:00Z	2026-06-09T12:49:57.832Z	2026-06-09T00:00:00Z	78	75	3	257	153	True	2026-06-09T12:40:00Z	2026-06-09T12:40:00Z	False
ETH	2026-06-09T12:40:00Z	2026-06-09T12:49:57.832Z	2026-06-09T00:00:00Z	81	72	9	353	153	True	2026-06-09T12:40:00Z	2026-06-09T12:40:00Z	False
SOL	2026-06-09T12:40:00Z	2026-06-09T12:49:57.832Z	2026-06-09T00:00:00Z	83	70	13	1195	153	True	2026-06-09T12:40:00Z	2026-06-09T12:40:00Z	False
BTC	2026-06-09T12:45:00Z	2026-06-09T12:54:54.060Z	2026-06-09T00:00:00Z	79	75	4	261	154	True	2026-06-09T12:45:00Z	2026-06-09T12:45:00Z	False
ETH	2026-06-09T12:45:00Z	2026-06-09T12:54:54.060Z	2026-06-09T00:00:00Z	82	72	10	363	154	True	2026-06-09T12:45:00Z	2026-06-09T12:45:00Z	False
SOL	2026-06-09T12:45:00Z	2026-06-09T12:54:54.060Z	2026-06-09T00:00:00Z	83	71	12	1207	154	True	2026-06-09T12:45:00Z	2026-06-09T12:45:00Z	False
BTC	2026-06-09T12:50:00Z	2026-06-09T12:59:59.579Z	2026-06-09T00:00:00Z	80	75	5	266	155	True	2026-06-09T12:50:00Z	2026-06-09T12:50:00Z	False
ETH	2026-06-09T12:50:00Z	2026-06-09T12:59:59.579Z	2026-06-09T00:00:00Z	82	73	9	372	155	True	2026-06-09T12:50:00Z	2026-06-09T12:50:00Z	False
SOL	2026-06-09T12:50:00Z	2026-06-09T12:59:59.579Z	2026-06-09T00:00:00Z	83	72	11	1218	155	True	2026-06-09T12:50:00Z	2026-06-09T12:50:00Z	False
BTC	2026-06-09T12:55:00Z	2026-06-09T13:04:56.177Z	2026-06-09T00:00:00Z	81	75	6	272	156	True	2026-06-09T12:55:00Z	2026-06-09T12:55:00Z	False
ETH	2026-06-09T12:55:00Z	2026-06-09T13:04:56.177Z	2026-06-09T00:00:00Z	83	73	10	382	156	True	2026-06-09T12:55:00Z	2026-06-09T12:55:00Z	False
SOL	2026-06-09T12:55:00Z	2026-06-09T13:04:56.177Z	2026-06-09T00:00:00Z	84	72	12	1230	156	True	2026-06-09T12:55:00Z	2026-06-09T12:55:00Z	False
BTC	2026-06-09T13:00:00Z	2026-06-09T13:09:57.179Z	2026-06-09T00:00:00Z	81	76	5	277	157	True	2026-06-09T13:00:00Z	2026-06-09T13:00:00Z	False
ETH	2026-06-09T13:00:00Z	2026-06-09T13:09:57.179Z	2026-06-09T00:00:00Z	83	74	9	391	157	True	2026-06-09T13:00:00Z	2026-06-09T13:00:00Z	False
SOL	2026-06-09T13:00:00Z	2026-06-09T13:09:57.179Z	2026-06-09T00:00:00Z	85	72	13	1243	157	True	2026-06-09T13:00:00Z	2026-06-09T13:00:00Z	False
BTC	2026-06-09T13:05:00Z	2026-06-09T13:14:59.562Z	2026-06-09T00:00:00Z	82	76	6	283	158	True	2026-06-09T13:05:00Z	2026-06-09T13:05:00Z	False
ETH	2026-06-09T13:05:00Z	2026-06-09T13:14:59.562Z	2026-06-09T00:00:00Z	84	74	10	401	158	True	2026-06-09T13:05:00Z	2026-06-09T13:05:00Z	False
SOL	2026-06-09T13:05:00Z	2026-06-09T13:14:59.562Z	2026-06-09T00:00:00Z	86	72	14	1257	158	True	2026-06-09T13:05:00Z	2026-06-09T13:05:00Z	False
BTC	2026-06-09T13:10:00Z	2026-06-09T13:19:59.998Z	2026-06-09T00:00:00Z	82	77	5	288	159	True	2026-06-09T13:10:00Z	2026-06-09T13:10:00Z	False
ETH	2026-06-09T13:10:00Z	2026-06-09T13:19:59.998Z	2026-06-09T00:00:00Z	84	75	9	410	159	True	2026-06-09T13:10:00Z	2026-06-09T13:10:00Z	False
SOL	2026-06-09T13:10:00Z	2026-06-09T13:19:59.998Z	2026-06-09T00:00:00Z	86	73	13	1270	159	True	2026-06-09T13:10:00Z	2026-06-09T13:10:00Z	False
BTC	2026-06-09T13:15:00Z	2026-06-09T13:24:57.203Z	2026-06-09T00:00:00Z	82	78	4	292	160	True	2026-06-09T13:15:00Z	2026-06-09T13:15:00Z	False
ETH	2026-06-09T13:15:00Z	2026-06-09T13:24:57.203Z	2026-06-09T00:00:00Z	84	76	8	418	160	True	2026-06-09T13:15:00Z	2026-06-09T13:15:00Z	False
SOL	2026-06-09T13:15:00Z	2026-06-09T13:24:57.203Z	2026-06-09T00:00:00Z	86	74	12	1282	160	True	2026-06-09T13:15:00Z	2026-06-09T13:15:00Z	False
BTC	2026-06-09T13:20:00Z	2026-06-09T13:29:58.521Z	2026-06-09T00:00:00Z	82	79	3	295	161	True	2026-06-09T13:20:00Z	2026-06-09T13:20:00Z	False
ETH	2026-06-09T13:20:00Z	2026-06-09T13:29:58.521Z	2026-06-09T00:00:00Z	84	77	7	425	161	True	2026-06-09T13:20:00Z	2026-06-09T13:20:00Z	False
SOL	2026-06-09T13:20:00Z	2026-06-09T13:29:58.521Z	2026-06-09T00:00:00Z	86	75	11	1293	161	True	2026-06-09T13:20:00Z	2026-06-09T13:20:00Z	False
BTC	2026-06-09T13:25:00Z	2026-06-09T13:34:36.629Z	2026-06-09T00:00:00Z	83	79	4	299	162	True	2026-06-09T13:25:00Z	2026-06-09T13:25:00Z	False
ETH	2026-06-09T13:25:00Z	2026-06-09T13:34:36.629Z	2026-06-09T00:00:00Z	85	77	8	433	162	True	2026-06-09T13:25:00Z	2026-06-09T13:25:00Z	False
SOL	2026-06-09T13:25:00Z	2026-06-09T13:34:36.629Z	2026-06-09T00:00:00Z	86	76	10	1303	162	True	2026-06-09T13:25:00Z	2026-06-09T13:25:00Z	False
BTC	2026-06-09T13:30:00Z	2026-06-09T13:39:59.385Z	2026-06-09T00:00:00Z	83	80	3	302	163	True	2026-06-09T13:30:00Z	2026-06-09T13:30:00Z	False
ETH	2026-06-09T13:30:00Z	2026-06-09T13:39:59.385Z	2026-06-09T00:00:00Z	85	78	7	440	163	True	2026-06-09T13:30:00Z	2026-06-09T13:30:00Z	False
SOL	2026-06-09T13:30:00Z	2026-06-09T13:39:59.385Z	2026-06-09T00:00:00Z	86	77	9	1312	163	True	2026-06-09T13:30:00Z	2026-06-09T13:30:00Z	False
BTC	2026-06-09T13:35:00Z	2026-06-09T13:44:59.403Z	2026-06-09T00:00:00Z	83	81	2	304	164	True	2026-06-09T13:35:00Z	2026-06-09T13:35:00Z	False
ETH	2026-06-09T13:35:00Z	2026-06-09T13:44:59.403Z	2026-06-09T00:00:00Z	85	79	6	446	164	True	2026-06-09T13:35:00Z	2026-06-09T13:35:00Z	False
SOL	2026-06-09T13:35:00Z	2026-06-09T13:44:59.403Z	2026-06-09T00:00:00Z	86	78	8	1320	164	True	2026-06-09T13:35:00Z	2026-06-09T13:35:00Z	False
BTC	2026-06-09T13:40:00Z	2026-06-09T13:49:59.541Z	2026-06-09T00:00:00Z	84	81	3	307	165	True	2026-06-09T13:40:00Z	2026-06-09T13:40:00Z	False
ETH	2026-06-09T13:40:00Z	2026-06-09T13:49:59.541Z	2026-06-09T00:00:00Z	86	79	7	453	165	True	2026-06-09T13:40:00Z	2026-06-09T13:40:00Z	False
SOL	2026-06-09T13:40:00Z	2026-06-09T13:49:59.541Z	2026-06-09T00:00:00Z	87	78	9	1329	165	True	2026-06-09T13:40:00Z	2026-06-09T13:40:00Z	False
BTC	2026-06-09T13:45:00Z	2026-06-09T13:54:33.789Z	2026-06-09T00:00:00Z	85	81	4	311	166	True	2026-06-09T13:45:00Z	2026-06-09T13:45:00Z	False
ETH	2026-06-09T13:45:00Z	2026-06-09T13:54:33.789Z	2026-06-09T00:00:00Z	87	79	8	461	166	True	2026-06-09T13:45:00Z	2026-06-09T13:45:00Z	False
SOL	2026-06-09T13:45:00Z	2026-06-09T13:54:33.789Z	2026-06-09T00:00:00Z	88	78	10	1339	166	True	2026-06-09T13:45:00Z	2026-06-09T13:45:00Z	False
BTC	2026-06-09T13:50:00Z	2026-06-09T13:59:45.805Z	2026-06-09T00:00:00Z	85	81	4	311	166	True	2026-06-09T13:45:00Z	2026-06-09T13:45:00Z	False
ETH	2026-06-09T13:50:00Z	2026-06-09T13:59:45.805Z	2026-06-09T00:00:00Z	87	79	8	461	166	True	2026-06-09T13:45:00Z	2026-06-09T13:45:00Z	False
SOL	2026-06-09T13:50:00Z	2026-06-09T13:59:45.805Z	2026-06-09T00:00:00Z	88	78	10	1339	166	True	2026-06-09T13:45:00Z	2026-06-09T13:45:00Z	False
BTC	2026-06-09T13:55:00Z	2026-06-09T14:04:51.146Z	2026-06-09T00:00:00Z	85	83	2	316	168	True	2026-06-09T13:55:00Z	2026-06-09T13:55:00Z	False
ETH	2026-06-09T13:55:00Z	2026-06-09T14:04:51.146Z	2026-06-09T00:00:00Z	87	81	6	474	168	True	2026-06-09T13:55:00Z	2026-06-09T13:55:00Z	False
SOL	2026-06-09T13:55:00Z	2026-06-09T14:04:51.146Z	2026-06-09T00:00:00Z	88	80	8	1356	168	True	2026-06-09T13:55:00Z	2026-06-09T13:55:00Z	False
BTC	2026-06-09T14:00:00Z	2026-06-09T14:09:58.685Z	2026-06-09T00:00:00Z	85	84	1	317	169	True	2026-06-09T14:00:00Z	2026-06-09T14:00:00Z	False
ETH	2026-06-09T14:00:00Z	2026-06-09T14:09:58.685Z	2026-06-09T00:00:00Z	87	82	5	479	169	True	2026-06-09T14:00:00Z	2026-06-09T14:00:00Z	False
SOL	2026-06-09T14:00:00Z	2026-06-09T14:09:58.685Z	2026-06-09T00:00:00Z	88	81	7	1363	169	True	2026-06-09T14:00:00Z	2026-06-09T14:00:00Z	False
BTC	2026-06-09T14:05:00Z	2026-06-09T14:14:59.029Z	2026-06-09T00:00:00Z	85	85	0	317	170	True	2026-06-09T14:05:00Z	2026-06-09T14:05:00Z	False
ETH	2026-06-09T14:05:00Z	2026-06-09T14:14:59.029Z	2026-06-09T00:00:00Z	87	83	4	483	170	True	2026-06-09T14:05:00Z	2026-06-09T14:05:00Z	False
SOL	2026-06-09T14:05:00Z	2026-06-09T14:14:59.029Z	2026-06-09T00:00:00Z	88	82	6	1369	170	True	2026-06-09T14:05:00Z	2026-06-09T14:05:00Z	False
BTC	2026-06-09T14:10:00Z	2026-06-09T14:19:58.587Z	2026-06-09T00:00:00Z	85	86	-1	316	171	True	2026-06-09T14:10:00Z	2026-06-09T14:10:00Z	False
ETH	2026-06-09T14:10:00Z	2026-06-09T14:19:58.587Z	2026-06-09T00:00:00Z	87	84	3	486	171	True	2026-06-09T14:10:00Z	2026-06-09T14:10:00Z	False
SOL	2026-06-09T14:10:00Z	2026-06-09T14:19:58.587Z	2026-06-09T00:00:00Z	88	83	5	1374	171	True	2026-06-09T14:10:00Z	2026-06-09T14:10:00Z	False
BTC	2026-06-09T14:15:00Z	2026-06-09T14:24:56.420Z	2026-06-09T00:00:00Z	85	87	-2	314	172	True	2026-06-09T14:15:00Z	2026-06-09T14:15:00Z	False
ETH	2026-06-09T14:15:00Z	2026-06-09T14:24:56.420Z	2026-06-09T00:00:00Z	87	85	2	488	172	True	2026-06-09T14:15:00Z	2026-06-09T14:15:00Z	False
SOL	2026-06-09T14:15:00Z	2026-06-09T14:24:56.420Z	2026-06-09T00:00:00Z	88	84	4	1378	172	True	2026-06-09T14:15:00Z	2026-06-09T14:15:00Z	False
BTC	2026-06-09T14:20:00Z	2026-06-09T14:29:59.782Z	2026-06-09T00:00:00Z	85	88	-3	311	173	True	2026-06-09T14:20:00Z	2026-06-09T14:20:00Z	False
ETH	2026-06-09T14:20:00Z	2026-06-09T14:29:59.782Z	2026-06-09T00:00:00Z	87	86	1	489	173	True	2026-06-09T14:20:00Z	2026-06-09T14:20:00Z	False
SOL	2026-06-09T14:20:00Z	2026-06-09T14:29:59.782Z	2026-06-09T00:00:00Z	89	84	5	1383	173	True	2026-06-09T14:20:00Z	2026-06-09T14:20:00Z	False
BTC	2026-06-09T14:25:00Z	2026-06-09T14:34:59.893Z	2026-06-09T00:00:00Z	85	89	-4	307	174	True	2026-06-09T14:25:00Z	2026-06-09T14:25:00Z	False
ETH	2026-06-09T14:25:00Z	2026-06-09T14:34:59.893Z	2026-06-09T00:00:00Z	87	87	0	489	174	True	2026-06-09T14:25:00Z	2026-06-09T14:25:00Z	False
SOL	2026-06-09T14:25:00Z	2026-06-09T14:34:59.893Z	2026-06-09T00:00:00Z	89	85	4	1387	174	True	2026-06-09T14:25:00Z	2026-06-09T14:25:00Z	False
BTC	2026-06-09T14:30:00Z	2026-06-09T14:39:30.946Z	2026-06-09T00:00:00Z	85	90	-5	302	175	True	2026-06-09T14:30:00Z	2026-06-09T14:30:00Z	False
ETH	2026-06-09T14:30:00Z	2026-06-09T14:39:30.946Z	2026-06-09T00:00:00Z	88	87	1	490	175	True	2026-06-09T14:30:00Z	2026-06-09T14:30:00Z	False
SOL	2026-06-09T14:30:00Z	2026-06-09T14:39:30.946Z	2026-06-09T00:00:00Z	90	85	5	1392	175	True	2026-06-09T14:30:00Z	2026-06-09T14:30:00Z	False
BTC	2026-06-09T14:35:00Z	2026-06-09T14:44:51.038Z	2026-06-09T00:00:00Z	85	91	-6	296	176	True	2026-06-09T14:35:00Z	2026-06-09T14:35:00Z	False
ETH	2026-06-09T14:35:00Z	2026-06-09T14:44:51.038Z	2026-06-09T00:00:00Z	88	88	0	490	176	True	2026-06-09T14:35:00Z	2026-06-09T14:35:00Z	False
SOL	2026-06-09T14:35:00Z	2026-06-09T14:44:51.038Z	2026-06-09T00:00:00Z	90	86	4	1396	176	True	2026-06-09T14:35:00Z	2026-06-09T14:35:00Z	False
BTC	2026-06-09T14:40:00Z	2026-06-09T14:49:55.889Z	2026-06-09T00:00:00Z	85	92	-7	289	177	True	2026-06-09T14:40:00Z	2026-06-09T14:40:00Z	False
ETH	2026-06-09T14:40:00Z	2026-06-09T14:49:55.889Z	2026-06-09T00:00:00Z	88	89	-1	489	177	True	2026-06-09T14:40:00Z	2026-06-09T14:40:00Z	False
SOL	2026-06-09T14:40:00Z	2026-06-09T14:49:55.889Z	2026-06-09T00:00:00Z	90	87	3	1399	177	True	2026-06-09T14:40:00Z	2026-06-09T14:40:00Z	False
BTC	2026-06-09T14:45:00Z	2026-06-09T14:54:58.610Z	2026-06-09T00:00:00Z	85	93	-8	281	178	True	2026-06-09T14:45:00Z	2026-06-09T14:45:00Z	False
ETH	2026-06-09T14:45:00Z	2026-06-09T14:54:58.610Z	2026-06-09T00:00:00Z	88	90	-2	487	178	True	2026-06-09T14:45:00Z	2026-06-09T14:45:00Z	False
SOL	2026-06-09T14:45:00Z	2026-06-09T14:54:58.610Z	2026-06-09T00:00:00Z	91	87	4	1403	178	True	2026-06-09T14:45:00Z	2026-06-09T14:45:00Z	False
BTC	2026-06-09T14:50:00Z	2026-06-09T14:59:57.245Z	2026-06-09T00:00:00Z	86	93	-7	274	179	True	2026-06-09T14:50:00Z	2026-06-09T14:50:00Z	False
ETH	2026-06-09T14:50:00Z	2026-06-09T14:59:57.245Z	2026-06-09T00:00:00Z	89	90	-1	486	179	True	2026-06-09T14:50:00Z	2026-06-09T14:50:00Z	False
SOL	2026-06-09T14:50:00Z	2026-06-09T14:59:57.245Z	2026-06-09T00:00:00Z	92	87	5	1408	179	True	2026-06-09T14:50:00Z	2026-06-09T14:50:00Z	False
BTC	2026-06-09T14:55:00Z	2026-06-09T15:04:58.049Z	2026-06-09T00:00:00Z	87	93	-6	268	180	True	2026-06-09T14:55:00Z	2026-06-09T14:55:00Z	False
ETH	2026-06-09T14:55:00Z	2026-06-09T15:04:58.049Z	2026-06-09T00:00:00Z	90	90	0	486	180	True	2026-06-09T14:55:00Z	2026-06-09T14:55:00Z	False
SOL	2026-06-09T14:55:00Z	2026-06-09T15:04:58.049Z	2026-06-09T00:00:00Z	93	87	6	1414	180	True	2026-06-09T14:55:00Z	2026-06-09T14:55:00Z	False
BTC	2026-06-09T15:00:00Z	2026-06-09T15:09:59.296Z	2026-06-09T00:00:00Z	87	94	-7	261	181	True	2026-06-09T15:00:00Z	2026-06-09T15:00:00Z	False
ETH	2026-06-09T15:00:00Z	2026-06-09T15:09:59.296Z	2026-06-09T00:00:00Z	90	91	-1	485	181	True	2026-06-09T15:00:00Z	2026-06-09T15:00:00Z	False
SOL	2026-06-09T15:00:00Z	2026-06-09T15:09:59.296Z	2026-06-09T00:00:00Z	93	88	5	1419	181	True	2026-06-09T15:00:00Z	2026-06-09T15:00:00Z	False
BTC	2026-06-09T15:05:00Z	2026-06-09T15:14:58.331Z	2026-06-09T00:00:00Z	88	94	-6	255	182	True	2026-06-09T15:05:00Z	2026-06-09T15:05:00Z	False
ETH	2026-06-09T15:05:00Z	2026-06-09T15:14:58.331Z	2026-06-09T00:00:00Z	91	91	0	485	182	True	2026-06-09T15:05:00Z	2026-06-09T15:05:00Z	False
SOL	2026-06-09T15:05:00Z	2026-06-09T15:14:58.331Z	2026-06-09T00:00:00Z	94	88	6	1425	182	True	2026-06-09T15:05:00Z	2026-06-09T15:05:00Z	False
BTC	2026-06-09T15:10:00Z	2026-06-09T15:19:56.737Z	2026-06-09T00:00:00Z	88	95	-7	248	183	True	2026-06-09T15:10:00Z	2026-06-09T15:10:00Z	False
ETH	2026-06-09T15:10:00Z	2026-06-09T15:19:56.737Z	2026-06-09T00:00:00Z	91	92	-1	484	183	True	2026-06-09T15:10:00Z	2026-06-09T15:10:00Z	False
SOL	2026-06-09T15:10:00Z	2026-06-09T15:19:56.737Z	2026-06-09T00:00:00Z	94	89	5	1430	183	True	2026-06-09T15:10:00Z	2026-06-09T15:10:00Z	False
BTC	2026-06-09T15:15:00Z	2026-06-09T15:24:57.550Z	2026-06-09T00:00:00Z	88	96	-8	240	184	True	2026-06-09T15:15:00Z	2026-06-09T15:15:00Z	False
ETH	2026-06-09T15:15:00Z	2026-06-09T15:24:57.550Z	2026-06-09T00:00:00Z	91	93	-2	482	184	True	2026-06-09T15:15:00Z	2026-06-09T15:15:00Z	False
SOL	2026-06-09T15:15:00Z	2026-06-09T15:24:57.550Z	2026-06-09T00:00:00Z	94	90	4	1434	184	True	2026-06-09T15:15:00Z	2026-06-09T15:15:00Z	False
BTC	2026-06-09T15:20:00Z	2026-06-09T15:29:57.411Z	2026-06-09T00:00:00Z	88	97	-9	231	185	True	2026-06-09T15:20:00Z	2026-06-09T15:20:00Z	False
ETH	2026-06-09T15:20:00Z	2026-06-09T15:29:57.411Z	2026-06-09T00:00:00Z	91	94	-3	479	185	True	2026-06-09T15:20:00Z	2026-06-09T15:20:00Z	False
SOL	2026-06-09T15:20:00Z	2026-06-09T15:29:57.411Z	2026-06-09T00:00:00Z	94	91	3	1437	185	True	2026-06-09T15:20:00Z	2026-06-09T15:20:00Z	False
BTC	2026-06-09T15:25:00Z	2026-06-09T15:34:49.428Z	2026-06-09T00:00:00Z	88	98	-10	221	186	True	2026-06-09T15:25:00Z	2026-06-09T15:25:00Z	False
ETH	2026-06-09T15:25:00Z	2026-06-09T15:34:49.428Z	2026-06-09T00:00:00Z	91	95	-4	475	186	True	2026-06-09T15:25:00Z	2026-06-09T15:25:00Z	False
SOL	2026-06-09T15:25:00Z	2026-06-09T15:34:49.428Z	2026-06-09T00:00:00Z	94	92	2	1439	186	True	2026-06-09T15:25:00Z	2026-06-09T15:25:00Z	False
BTC	2026-06-09T15:30:00Z	2026-06-09T15:39:53.485Z	2026-06-09T00:00:00Z	89	98	-9	212	187	True	2026-06-09T15:30:00Z	2026-06-09T15:30:00Z	False
ETH	2026-06-09T15:30:00Z	2026-06-09T15:39:53.485Z	2026-06-09T00:00:00Z	92	95	-3	472	187	True	2026-06-09T15:30:00Z	2026-06-09T15:30:00Z	False
SOL	2026-06-09T15:30:00Z	2026-06-09T15:39:53.485Z	2026-06-09T00:00:00Z	95	92	3	1442	187	True	2026-06-09T15:30:00Z	2026-06-09T15:30:00Z	False
BTC	2026-06-09T15:35:00Z	2026-06-09T15:44:41.987Z	2026-06-09T00:00:00Z	89	99	-10	202	188	True	2026-06-09T15:35:00Z	2026-06-09T15:35:00Z	False
ETH	2026-06-09T15:35:00Z	2026-06-09T15:44:41.987Z	2026-06-09T00:00:00Z	92	96	-4	468	188	True	2026-06-09T15:35:00Z	2026-06-09T15:35:00Z	False
SOL	2026-06-09T15:35:00Z	2026-06-09T15:44:41.987Z	2026-06-09T00:00:00Z	95	93	2	1444	188	True	2026-06-09T15:35:00Z	2026-06-09T15:35:00Z	False
BTC	2026-06-09T15:40:00Z	2026-06-09T15:49:58.108Z	2026-06-09T00:00:00Z	89	100	-11	191	189	True	2026-06-09T15:40:00Z	2026-06-09T15:40:00Z	False
ETH	2026-06-09T15:40:00Z	2026-06-09T15:49:58.108Z	2026-06-09T00:00:00Z	92	97	-5	463	189	True	2026-06-09T15:40:00Z	2026-06-09T15:40:00Z	False
SOL	2026-06-09T15:40:00Z	2026-06-09T15:49:58.108Z	2026-06-09T00:00:00Z	95	94	1	1445	189	True	2026-06-09T15:40:00Z	2026-06-09T15:40:00Z	False
BTC	2026-06-09T15:45:00Z	2026-06-09T15:54:59.725Z	2026-06-09T00:00:00Z	90	100	-10	181	190	True	2026-06-09T15:45:00Z	2026-06-09T15:45:00Z	False
ETH	2026-06-09T15:45:00Z	2026-06-09T15:54:59.725Z	2026-06-09T00:00:00Z	93	97	-4	459	190	True	2026-06-09T15:45:00Z	2026-06-09T15:45:00Z	False
SOL	2026-06-09T15:45:00Z	2026-06-09T15:54:59.725Z	2026-06-09T00:00:00Z	95	95	0	1445	190	True	2026-06-09T15:45:00Z	2026-06-09T15:45:00Z	False
BTC	2026-06-09T15:50:00Z	2026-06-09T15:59:56.827Z	2026-06-09T00:00:00Z	90	101	-11	170	191	True	2026-06-09T15:50:00Z	2026-06-09T15:50:00Z	False
ETH	2026-06-09T15:50:00Z	2026-06-09T15:59:56.827Z	2026-06-09T00:00:00Z	93	98	-5	454	191	True	2026-06-09T15:50:00Z	2026-06-09T15:50:00Z	False
SOL	2026-06-09T15:50:00Z	2026-06-09T15:59:56.827Z	2026-06-09T00:00:00Z	95	96	-1	1444	191	True	2026-06-09T15:50:00Z	2026-06-09T15:50:00Z	False
BTC	2026-06-09T15:55:00Z	2026-06-09T16:04:54.662Z	2026-06-09T00:00:00Z	90	102	-12	158	192	True	2026-06-09T15:55:00Z	2026-06-09T15:55:00Z	False
